WikiID,Name,global_revenue,budget,gross_domestic,opening_weekend,rating_score,number_of_ratings,watched_rank,producer,release_year
11431731,The Boob,None,None,None,None,5.4,611.0,None,William A. Wellman,None
26892787,The Brave Archer 2,None,None,None,None,6.1,191.0,None,Cheh Chang,None
7616900,Starik Khottabych,None,None,None,None,7.1,1400.0,None,Gennadiy Kazanskiy,None
2001394,Midnight Lace,None,3500000.0,None,None,6.7,5900.0,None,David Miller,None
11564856,Jake Speed,1943751.0,None,1943751.0,1058048.0,4.9,1100.0,None,Andrew Lane,None
19620290,Ninaithale Inikkum,None,None,None,None,7.2,90.0,None,Kumaravelan,None
4565153,No Surrender,None,None,None,None,7.0,373.0,None,Peter Smith,None
31567191,The Importance of Being Earnest,67121.0,None,None,None,7.7,44.0,None,Brian Bedford,None
33942812,The Salamander,None,None,None,None,7.3,835.0,None,Alain Tanner,None
11244593,Alvin and the Chipmunks,365352546.0,60000000.0,217326974.0,44307417.0,5.2,92000.0,2480.0,Tim Hill,None
9652343,Love Nest,None,None,None,None,6.2,1400.0,None,Joseph M. Newman,None
13725236,Fatty's Reckless Fling,None,None,None,None,6.1,99.0,None,Roscoe 'Fatty' Arbuckle,None
11274309,Downtown: A Street Tale,None,None,None,None,5.9,113.0,None,Rafal Zielinski,None
35851448,Majaal,None,None,None,None,5.3,46.0,None,K. Bapaiah,None
12433352,You Were Meant for Me,None,None,None,None,6.1,322.0,None,Lloyd Bacon,None
17577913,Non pensarci,3606870.0,1283000.0,None,None,6.8,1200.0,None,Gianni Zanasi,None
9997891,Hasta que se ponga el sol,None,None,None,None,7.5,43.0,None,Aníbal Uset,None
30290209,Ljuvlig är sommarnatten,None,None,None,None,5.9,148.0,None,Arne Mattsson,None
14035596,Boogie Woogie,48411.0,6000000.0,2618.0,1776.0,5.1,4100.0,None,Duncan Ward,None
2503050,Bush Christmas,None,950000.0,None,None,5.2,384.0,None,Henri Safran,None
1582683,The Wrong Man,None,1200000.0,None,None,7.4,31000.0,None,Alfred Hitchcock,None
10791891,Vayasu Pilichindi,None,None,None,None,7.3,41.0,None,C.V. Sridhar,None
4644216,Ultimate Avengers 2,None,None,None,None,None,None,None,None,None
28105788,First Life,None,None,None,None,8.4,1700.0,None,David Attenborough,None
18788912,Whatever Works,36020534.0,15000000.0,5306706.0,266162.0,7.1,76000.0,None,Woody Allen,None
19092347,Hunting Scenes From Bavaria,None,None,None,None,7.3,724.0,None,Peter Fleischmann,None
14632276,Samson and Delilah,None,500000.0,None,None,5.7,40.0,None,Alexander Korda,None
20099982,Comanche Stallion,None,None,None,None,None,None,None,None,None
34333376,Elskere,None,None,None,None,6.0,60.0,None,Nils R. Müller,None
183855,Come to the Stable,None,None,None,None,7.1,1500.0,None,Henry Koster,None
28103057,Hole in One,None,200000.0,None,None,2.9,3300.0,None,Drew Ann Rosenberg,None
61664,All About My Mother,67953392.0,None,8344738.0,50362.0,7.8,101000.0,None,Pedro Almodóvar,None
28148688,Cholera v Praze,None,None,None,None,None,None,None,Alois Jalovec,None
20581421,Do Gaz Zameen Ke Neeche,None,None,None,None,5.5,113.0,None,Tulsi Ramsay,None
29463862,The Man from Music Mountain,None,None,None,None,6.2,81.0,None,Joseph Kane,None
35661226,Unexpected,None,30000.0,None,None,8.3,12.0,None,Domenico Distilo,None
21811510,"My Son, My Son, What Have Ye Done",76739.0,2000000.0,None,None,6.1,11000.0,None,Werner Herzog,None
14617061,The Wild Goose Chase,None,10612.0,None,None,None,None,None,Cecil B. DeMille,None
1899087,Andarivaadu,None,None,None,None,4.6,439.0,None,Sreenu Vaitla,None
17590247,Norman Rockwell's World... An American Dream,None,None,None,None,7.0,54.0,None,Robert Deubel,None
24873914,Rahasyam,None,None,None,None,6.4,22.0,None,Vedantam Raghavaiah,None
18878308,A Girl Cut in Two,8488537.0,None,409658.0,18658.0,6.2,3800.0,None,Claude Chabrol,None
16162546,Two of Us,None,None,None,None,7.4,311.0,None,Roger Tonge,None
31026408,Pancho Tequila,None,None,None,None,6.2,19.0,None,Miguel M. Delgado,None
27083096,La Forteresse,None,750000.0,None,None,6.2,391.0,None,Fyodor Otsep,None
22643141,Liefdesstrijd,None,None,None,None,None,None,None,Maurits Binger,None
9054868,Tennessee,16100.0,4000000.0,16100.0,9438.0,5.8,875.0,None,Aaron Woodley,None
1599509,Ice Princess,27645491.0,None,24402491.0,6807471.0,6.0,29000.0,None,Tim Fywell,None
28259864,The Rainbow Troops,None,None,None,None,7.9,2500.0,None,Riri Riza,None
1276889,Room Service,None,884000.0,None,None,6.6,5400.0,None,William A. Seiter,None
22394027,Dear Louise,None,None,None,None,6.4,122.0,None,Philippe de Broca,None
4493241,Wait Till This Year,None,130000.0,None,None,6.1,16.0,None,Ges Selmont,None
12293995,I Killed Geronimo,None,None,None,None,None,None,None,John Hoffman,None
20518356,Bedtime Bedlam,None,None,None,None,None,None,None,None,None
36281191,Gangs of Wasseypur Part 2,4384642.0,184000000.0,None,None,8.2,101000.0,None,Anurag Kashyap,None
2180825,The Glass Slipper,None,1998000.0,None,None,6.4,1600.0,None,Charles Walters,None
30368593,Daengbyeot,None,None,None,None,4.2,14.0,None,Ha Myeong-jung,None
3375303,The Man Who Loved Women,10964740.0,19000000.0,10964740.0,1347032.0,5.2,2500.0,None,Blake Edwards,None
8811873,Borxhliu,None,None,None,None,8.1,13.0,None,Arian Çuliqi,None
5479577,Entretien sur Pascal,None,None,None,None,None,None,None,None,None
31981493,Uuno Turhapuro muuttaa maalle,None,None,None,None,5.9,1300.0,None,Ere Kokkonen,None
6557406,Fast Food Nation,2209322.0,None,1005539.0,410804.0,6.3,25000.0,None,Richard Linklater,None
6241237,Lunch Wagon,None,None,None,None,4.7,279.0,None,Ernest Pintoff,None
35005616,Victimes de nos richesses,None,None,None,None,None,None,None,None,None
32194593,One-Eyed Monster,None,None,None,None,4.1,2600.0,None,Adam Fields,None
10735921,Parenni Maya Jalaima,None,16500000.0,None,None,None,None,None,Ram Sharan Ghimire,None
31156366,Football Champion,None,None,None,None,7.5,12.0,None,A.B. Raj,None
2639712,Boudu Saved from Drowning,2805.0,None,None,None,7.2,6100.0,None,Jean Renoir,None
27222557,The Case of Gabriel Perry,None,None,None,None,None,None,None,Albert de Courville,None
32252837,Keechaka Vadham,None,None,None,None,None,None,None,R. Nataraja Mudaliar,None
32777283,Dust in the Sun,None,None,None,None,None,None,None,Lee Robinson,None
18002340,Pavithram,None,None,None,None,8.0,849.0,None,T.K. Rajeev Kumar,None
25852932,Wet Weekend,None,None,None,None,5.9,54.0,None,Kichitarô Negishi,None
17578316,Gomorra,34861529.0,None,1579146.0,5532.0,7.0,51000.0,None,Matteo Garrone,None
25464794,Rakshasudu,None,None,None,None,7.6,110.0,None,A. Kodandarami Reddy,None
13573527,Identification of a Woman,1605.0,None,None,None,6.7,3100.0,None,Michelangelo Antonioni,None
10202387,Mystery of the River Boat,None,None,None,None,6.8,67.0,None,Lewis D. Collins,None
20427888,Con il cuore fermo Sicilia,None,None,None,None,None,None,None,Gianfranco Mingozzi,None
31156623,Kakkakkuyil,None,None,None,None,6.5,718.0,None,Priyadarshan,None
7211913,"Morning, Noon and Night",None,None,None,None,6.2,190.0,None,Dave Fleischer,None
24059492,The Hide,2313.0,100000.0,None,None,6.5,4600.0,None,Marek Losey,None
11987554,Pots and Pans,None,None,None,None,6.0,95.0,None,John Foster,None
27042639,The Intimate Stranger,None,125000.0,None,None,6.2,630.0,None,Joseph Losey,None
33968137,Westler,None,None,None,None,6.6,427.0,None,Wieland Speck,None
5578137,King of The Mountain,1791147.0,2000000.0,1791147.0,958637.0,5.4,534.0,None,Noel Nosseck,None
34655947,Bramma,None,None,None,None,None,None,None,None,None
6832295,Kamen Rider World,None,None,None,None,5.2,64.0,None,Katsuya Watanabe,None
34459451,Bleak House,None,None,None,None,6.1,19.0,None,Maurice Elvey,None
23370521,The Doctor's Dilemma,None,576000.0,None,None,5.9,489.0,None,Anthony Asquith,None
14942953,The Thacker Case,None,1500000.0,None,None,5.4,719.0,None,Brian Jun,None
10640685,Mappillai,None,None,None,None,6.7,323.0,None,Rajasekar,None
15662842,Agra,None,None,None,None,None,None,None,None,None
35254495,Fatal Termination,None,None,None,None,6.1,171.0,None,Yeung-Wah Kam,None
1447885,Multi-Facial,None,3000.0,None,None,7.5,1700.0,None,Vin Diesel,None
2287636,Sleeping Beauty,51600000.0,6000000.0,51600000.0,None,7.2,158000.0,4285.0,Les Clark,None
32655954,Strike Me Lucky,None,None,None,None,7.3,18.0,None,Ken G. Hall,None
19494036,De kloge og vi gale,None,None,None,None,6.1,36.0,None,Lau Lauritzen,None
2550963,Supercross,3344431.0,16000000.0,3102550.0,1330520.0,4.3,4800.0,None,Steve Boyum,None
667945,Persona,90556.0,None,None,None,8.1,128000.0,3442.0,Ingmar Bergman,None
29853670,Savage Africa,None,None,None,None,4.9,28.0,None,Jacques Dupont,None
18556319,From Saturday to Sunday,None,None,None,None,7.0,188.0,None,Gustav Machatý,None
27126135,Pothan Vava,None,None,None,None,4.1,274.0,None,Joshiy,None
34614629,Nadigan,None,None,None,None,6.9,141.0,None,P. Vasu,None
958539,Time Chasers,None,150000.0,None,None,2.4,3500.0,None,David Giancola,None
11797527,I Vinti,None,None,None,None,6.6,1100.0,None,Michelangelo Antonioni,None
10628894,Uzhaippali,None,None,None,None,6.3,436.0,None,P. Vasu,None
14922808,Appointment with Danger,None,None,None,None,6.5,1500.0,None,Lewis Allen,None
31631563,Manninte Maril,None,None,None,None,None,None,None,P.A. Backer,None
31686859,Snehaseema,None,None,None,None,5.7,9.0,None,S.S. Rajan,None
1473196,Underworld: Evolution,111476513.0,50000000.0,62318875.0,26857181.0,6.7,207000.0,2824.0,Len Wiseman,None
28966103,Checkmate,None,None,None,None,5.5,106.0,None,George Pearson,None
12554600,The Best Way to Walk,13793.0,None,None,None,7.2,1600.0,None,Claude Miller,None
33462689,The Legend of the Titanic,None,4000000.0,None,None,1.4,3600.0,None,Orlando Corradi,None
35340542,Pearl Lust,None,None,None,None,None,None,None,None,None
18480168,The Story of Marie and Julien,66543.0,None,None,None,6.8,1900.0,None,Jacques Rivette,None
28838552,Ungarische Rhapsodie,None,None,None,None,7.1,43.0,None,Hanns Schwarz,None
27818280,The Last Film Festival,3558.0,650000.0,3558.0,None,3.5,339.0,None,Linda Yellen,None
5444611,Accepted,38623262.0,23000000.0,36323505.0,10023835.0,6.4,138000.0,2819.0,Steve Pink,None
36437487,Between Yesterday and Tomorrow,None,None,None,None,7.2,193.0,None,Harald Braun,None
35159749,Escapee,None,None,None,None,None,None,None,None,None
20374163,Wild Geese II,69342.0,None,69342.0,None,4.8,1500.0,None,Peter R. Hunt,None
789978,A Summer Dress,None,None,None,None,7.0,2200.0,None,François Ozon,None
27232594,Give Me the Stars,None,None,None,None,None,None,None,Maclean Rogers,None
32015540,"Connected: An Autoblogography About Love, Death & Technology",46782.0,1300000.0,46782.0,13301.0,5.7,351.0,None,Tiffany Shlain,None
34381218,Nudo di donna,None,None,None,None,6.3,309.0,None,Nino Manfredi,None
8381019,A Melody Looking,None,7000000.0,None,None,5.4,32.0,None,Leon Lai,None
31692632,Wilde Salome,None,5500000.0,None,None,6.6,1000.0,None,Al Pacino,None
624433,Fallen Angels,251164.0,None,163145.0,13804.0,7.6,48000.0,2871.0,Kar-Wai Wong,None
21414543,Snow White and the Seven Dwarfs,None,None,None,None,5.2,212.0,None,Erich Kobler,None
74824,Jam Session,None,None,None,None,6.4,342.0,None,Josef Berne,None
4465234,Lista de Espera,None,None,None,None,7.0,1200.0,None,Juan Carlos Tabío,None
15662868,Vegam,None,None,None,None,None,None,None,K.R. Udhayashankar,None
33746195,The Intended,16290.0,3800000.0,8106.0,2209.0,5.8,381.0,None,Kristian Levring,None
789992,Princess Nicotine,None,None,None,None,6.5,995.0,None,J. Stuart Blackton,None
20198389,Walled In,270888.0,6000000.0,None,None,4.7,6200.0,None,Gilles Paquet-Brenner,None
3304107,La Soufrière,None,None,None,None,7.6,2200.0,None,Werner Herzog,None
19081582,The Uninhibited,None,None,None,None,5.8,219.0,None,Juan Antonio Bardem,None
24093579,When We Were Pirates,None,None,None,None,None,None,None,None,None
2405606,Seven Swords,3473290.0,140000000.0,None,None,6.1,9900.0,None,Hark Tsui,None
19240936,Leaves of Grass,1034214.0,9000000.0,70066.0,20987.0,6.4,28000.0,None,Tim Blake Nelson,None
17228730,The Loneliness of the Long Distance Runner,None,None,None,None,7.5,9200.0,None,Tony Richardson,None
23688086,Il Tallone di Achille,None,None,None,None,None,None,None,Mario Amendola,None
1692374,Cooley High,None,750000.0,None,None,7.1,5400.0,None,Michael Schultz,None
31069386,Bon Appétit,1358896.0,None,None,None,6.0,1200.0,None,David Pinillos,None
23777614,Three Colors: Red,3634446.0,None,3581969.0,None,8.1,108000.0,None,Krzysztof Kieslowski,None
33416420,Deyyam,None,None,None,None,6.4,227.0,None,Ram Gopal Varma,None
20684980,Wild And Woolfy,None,None,None,None,7.2,656.0,None,Tex Avery,None
3342195,Werckmeister Harmonies,69923.0,10000000.0,69923.0,4852.0,8.0,15000.0,None,Béla Tarr,None
5506183,The Return Of Captain Invincible,None,5000000.0,None,None,5.5,949.0,None,Philippe Mora,None
21007578,The Original Sin,None,None,None,None,6.9,89.0,None,Helmut Käutner,None
7337616,Why We Fight,None,None,None,None,9.4,505000.0,73.0,Scott Grimes,None
3577050,Shinobi: Heart Under Blade,11987868.0,None,None,None,6.8,13000.0,None,Ten Shimoyama,None
4944618,Queen of the Amazons,None,None,None,None,3.7,866.0,None,Edward Finney,None
15540961,The Lion Man,None,None,None,None,None,None,None,Albert Russell,None
20234776,Raoni,None,None,None,None,6.5,96.0,None,Jean-Pierre Dutilleux,None
27872328,Warrior's End,None,50000.0,None,None,7.9,41.0,None,Bjorn Anderson,None
29294233,"Papa, Mama, the Maid and I",None,None,None,None,6.7,307.0,None,Jean-Paul Le Chanois,None
27804251,The Hunger,None,None,None,None,6.6,173.0,None,Ali Badr Khan,None
21529954,Life Begins for Andy Panda,None,None,None,None,6.4,76.0,None,Alex Lovy,None
23686815,Beck – Okänd avsändare,None,None,None,None,5.9,1400.0,None,Harald Hamrell,None
2384098,American Shaolin,None,None,None,None,5.8,1600.0,None,Lucas Lowe,None
11546067,La Mirada del Otro,None,350000000.0,None,None,4.7,631.0,None,Vicente Aranda,None
5056637,The Horror of Party Beach,None,120000.0,None,None,3.3,3100.0,None,Del Tenney,None
3654271,Fantastic Four: Rise of the Silver Surfer,301913131.0,130000000.0,131921738.0,58051684.0,5.6,274000.0,4970.0,Tim Story,None
9915826,Del cuplé al tango,None,None,None,None,None,None,None,Julio Saraceni,None
30111120,Dark Obsession,336811.0,None,336811.0,15001.0,4.8,381.0,None,Nick Broomfield,None
14680001,Ultraman Cosmos 2: The Blue Planet,None,None,None,None,None,None,None,None,None
12969971,Something to Live for: The Alison Gertz Story,None,None,None,None,6.4,476.0,None,Tom McLoughlin,None
34707165,The Europa Report,125687.0,None,125687.0,22243.0,6.4,74000.0,None,Sebastián Cordero,None
2511741,Fist of Legend,None,None,None,None,7.5,25000.0,None,Gordon Chan,None
33052463,Scars of Love,None,None,None,None,None,None,None,Walter.S. McColl,None
1695150,Three men on fire,None,None,None,None,5.1,60.0,None,Richard Harrison,None
28927311,The Crime at Blossoms,None,None,None,None,None,None,None,Maclean Rogers,None
18650233,Come What May,None,None,None,None,None,None,None,None,None
26508187,Drive Angry,40909909.0,50000000.0,10721033.0,5187625.0,5.4,102000.0,4796.0,Patrick Lussier,None
5216707,Seduced and Abandoned,None,None,None,None,7.9,3800.0,None,Pietro Germi,None
14825911,Kanyadaan,None,250000.0,None,None,8.8,23.0,None,Munin Barua,None
14944206,You Stupid Man,None,None,None,None,5.7,2600.0,None,Brian Burns,None
9915819,De Londres llegó un tutor,None,None,None,None,None,None,None,None,None
6942262,Dutch in Seven Lessons,None,None,None,None,7.2,96.0,None,Charles Huguenot van der Linden,None
24460880,The Beauty Prize,None,None,None,None,None,None,None,Lloyd Ingraham,None
7666236,Arunachalam,None,None,None,None,7.5,2500.0,None,Sundar C.,None
20903278,Jai Bajrang Bali,None,None,None,None,6.7,132.0,None,Chandrakant,None
30932441,Made in Milan,None,None,None,None,6.1,368.0,None,Martin Scorsese,None
704427,Stolen Summer,163348.0,1800000.0,134736.0,61613.0,6.5,2900.0,None,Pete Jones,None
7712071,The Navy Aviator,None,None,None,None,None,None,None,Sydney Ayres,None
26668118,Little Dragon Maiden,None,None,None,None,5.9,345.0,None,Shan Hua,None
33192470,Wanted,None,None,None,None,6.1,541.0,None,Rabi Kinagi,None
24002544,Memory of Water,None,None,None,None,5.0,15.0,None,Héctor Faver,None
21439313,Thambikku Indha Ooru,38739.0,None,None,None,2.4,69.0,None,Badri,None
26412743,The Day That Shook the World,None,None,None,None,6.1,334.0,None,Veljko Bulajic,None
3564660,The Silence of the Hams,None,3000000.0,None,None,4.6,5900.0,None,Ezio Greggio,None
16071798,She Couldn't Say No,None,None,None,None,5.8,894.0,3181.0,Lloyd Bacon,None
2639219,Sbirri,2385262.0,None,None,None,5.5,183.0,None,Roberto Burchielli,None
11375826,Kampf um Norwegen - Feldzug 1940,None,None,None,None,7.0,124.0,None,Werner Buhre,None
22751662,White Corridors,None,None,None,None,7.1,133.0,None,Pat Jackson,None
31442503,Hors-la-loi,None,None,None,None,5.8,113.0,None,Robin Davis,None
27287892,Second Thoughts,None,None,None,None,5.4,85.0,None,Lawrence Turman,None
18718030,Eye of the Widow,None,None,None,None,3.7,102.0,None,Andrew V. McLaglen,None
19163733,A Touch of Larceny,None,None,None,None,6.7,641.0,None,Guy Hamilton,None
34996030,The Fortune Tellers,5931660.0,None,None,None,5.7,249.0,None,Jeong-won Shin,None
2872393,Uptown Saturday Night,None,3000000.0,None,None,6.6,2700.0,None,Sidney Poitier,None
21150922,Kurenai no tsubasa,None,None,None,None,5.3,7.0,None,Kô Nakahira,None
28781470,Strange Powers: Stephin Merritt and The Magnetic Fields,None,None,None,None,None,None,None,None,None
88609,Star Trek IV: The Voyage Home,109713132.0,25000000.0,109713132.0,16881888.0,7.3,90000.0,4582.0,Leonard Nimoy,None
36230218,Uthama Puthiran,None,None,None,None,8.5,6.0,None,T.R. Sundaram,None
7014694,Ernest Goes to Africa,None,None,None,None,4.4,2300.0,None,John R. Cherry III,None
25967802,Padandi Munduku,None,None,None,None,None,None,None,V. Madhusudan Rao,None
8399143,El Abuelo,None,None,None,None,None,None,None,None,None
11332969,Seasons Change,1650814.0,None,None,None,7.6,965.0,None,Nithiwat Tharatorn,None
9936264,The Phantom of the Air,None,None,None,None,6.2,69.0,None,Ray Taylor,None
20384046,Mirch,None,None,None,None,6.5,963.0,None,Vinay Shukla,None
10876166,Real Gone Cat,None,None,None,None,7.3,12.0,None,Robert Sucato,None
27718165,Witchville,None,None,None,None,3.8,1700.0,None,Pearry Reginald Teo,None
23933831,Treasure Island,None,None,None,None,6.2,251.0,None,Raúl Ruiz,None
6810529,The Rise and Rise of Michael Rimmer,None,None,None,None,6.9,704.0,None,Kevin Billington,None
29659855,"Sasquatch, the Legend of Bigfoot",None,None,None,None,5.0,782.0,None,Ed Ragozzino,None
30232818,I Am Joaquin,None,None,None,None,6.3,152.0,None,Luis Valdez,None
1173803,Scrooge,24.0,None,None,None,8.1,25000.0,None,Brian Desmond Hurst,None
1365688,Twilight of Honor,None,None,None,None,6.3,676.0,None,Boris Sagal,None
29909353,Cheila,None,None,None,None,None,None,None,None,None
18398680,On the Mountain of Tai Hang,36188.0,None,None,None,5.3,142.0,None,Jian Chen,None
3215125,Hobgoblins,None,15000.0,None,None,2.2,12000.0,None,Rick Sloane,None
23918403,The Yes Man,None,None,None,None,7.0,876.0,None,Daniele Luchetti,None
4112362,Four of the Apocalypse,None,None,None,None,6.3,2800.0,None,Lucio Fulci,None
7309894,Restless Wives,None,None,None,None,None,None,None,Gregory La Cava,None
846820,Look Who's Talking,296999813.0,7500000.0,140088813.0,12107784.0,5.9,86000.0,3498.0,Amy Heckerling,None
32998223,A Tale of the Australian Bush,None,None,None,None,None,None,None,Gaston Mervale,None
20852702,Beyond Our Differences,None,None,None,None,7.8,76.0,None,Peter Bisanz,None
5088118,Evil speak,None,900000.0,None,None,5.6,4700.0,None,Eric Weston,None
18402464,Montana Amazon,None,4000000.0,None,None,4.3,352.0,None,Deborah Brock,None
34296596,Surakshaa,None,None,None,None,4.2,238.0,None,Anand,None
32731741,Ureshi Hazukashi Monogatari,None,None,None,None,5.9,63.0,None,Yôichi Higashi,None
31701488,Arranged Marriage,None,None,None,None,None,None,None,None,None
4578720,Mudhoney,None,60000.0,None,None,6.3,1400.0,None,Russ Meyer,None
31156451,Swapnam,None,None,None,None,None,None,None,Babu Nandancode,None
488556,Dead Heat,3588626.0,5000000.0,3588626.0,1667036.0,6.1,9000.0,None,Mark Goldblatt,None
3078749,"Have Rocket, Will Travel",None,380000.0,None,None,5.6,969.0,None,David Lowell Rich,None
12664269,Offside,2515308.0,None,None,None,5.8,2400.0,None,Mårten Klingberg,None
24094473,Beyond Bengal,None,None,None,None,4.9,67.0,None,Harry Schenck,None
8811306,Peter Bell,4865557.0,6000000.0,None,None,6.2,2300.0,None,Maria Peters,None
22701017,Vaastu Shastra,None,None,None,None,5.0,719.0,None,Saurab Narang,None
5814848,Punks,160083.0,None,160083.0,14250.0,6.9,291.0,None,Patrik-Ian Polk,None
