wikipedia_movie_id,name,global_revenue,budget,gross_domestic,opening_weekend,rating_score,number_of_ratings,watched_rank,producer,release_year
18095389,The Oyster Dredger,None,None,None,None,None,None,None,Lon Chaney,None
22004011,Bari Theke Paliye,None,None,None,None,8.1,259.0,None,Ritwik Ghatak,None
19599776,Lo scapolo,None,None,None,None,None,None,None,None,None
25344852,Every Mother's Worst Fear,None,None,None,None,5.3,404.0,None,Bill Norton,None
8267711,Perils of Nyoka,None,175000.0,None,None,7.3,172.0,None,William Witney,None
33328002,Madame Peacock,None,None,None,None,7.4,19.0,None,Ray C. Smallwood,None
31700529,Game Change,None,None,None,None,7.4,23000.0,None,Jay Roach,None
30863389,Phool Aur Aag,None,None,None,None,5.2,54.0,None,T.L.V. Prasad,None
14573459,Gents Without Cents,None,None,None,None,7.5,628.0,None,Jules White,None
5933142,Chess,None,None,None,None,5.6,414.0,None,Raj Babu,None
28373778,Muzikant,None,None,None,None,None,None,None,Frantisek Cáp,None
11133585,Man to Man,3672809.0,30000000.0,None,None,6.5,2100.0,None,Régis Wargnier,None
11140775,Indrudu Chandrudu,None,None,None,None,7.3,363.0,None,Suresh Krishna,None
28084003,Bed & Breakfast,269406.0,None,None,None,5.0,1100.0,None,Marcio Garcia,None
31505826,The Sparrowhawk,None,None,None,None,6.9,15.0,None,Marcel L'Herbier,None
25745409,A Man Called Sarge,92706.0,None,92706.0,None,4.4,540.0,None,Stuart Gillard,None
22092460,Universal Soldiers: Regeneration,844447.0,10000000.0,None,None,5.3,26000.0,None,John Hyams,None
14908237,The Spirit of Adventure,None,None,None,None,None,None,None,B. Reeves Eason,None
22537558,Therèse,None,None,None,None,None,None,None,Victor Sjöström,None
21149094,The Immortal Voyage of Captain Drake,None,None,None,None,None,None,None,None,None
7139673,The Sign of the Cross,None,None,5971004.0,None,6.8,2600.0,None,Cecil B. DeMille,None
12955113,The Schemers,None,None,None,None,None,None,None,Will Louis,None
20184970,Ra,None,None,None,None,7.5,294.0,None,Lennart Ehrenborg,None
2775197,Love,None,None,None,None,6.1,1600.0,None,Suresh Krishna,None
27492406,Amok,None,None,None,None,7.0,52.0,None,Antonio Momplet,None
25862383,Aastiparulu,None,None,None,None,6.8,6.0,None,V. Madhusudan Rao,None
22644944,The Flying Dutchman,None,None,None,None,7.1,592.0,None,Jos Stelling,None
31026724,El Rosario de Amozoc,None,None,None,None,None,None,None,José Bohr,None
13751839,I Was A Teenage Faust,None,None,None,None,5.4,424.0,None,Thom Eberhardt,None
35060845,The Non-Stop Fright,None,None,None,None,6.1,77.0,None,Otto Messmer,None
10502718,Hot Potato,None,None,None,None,3.8,438.0,None,Oscar Williams,None
10640608,Athisaya Piravi,None,None,None,None,6.8,416.0,None,S.P. Muthuraman,None
32911445,The Trail Blazers,None,None,None,None,7.1,31.0,None,George Sherman,None
12494928,Stripped to Kill,None,None,None,None,4.9,1600.0,None,Katt Shea,None
15125159,Live in Philadelphia,None,None,None,None,None,None,None,None,None
31029311,La reina del mambo,None,None,None,None,6.8,11.0,None,Ramón Pereda,None
14487270,Agent trouble,None,None,None,None,6.1,411.0,None,Jean-Pierre Mocky,None
4430203,The Son's Room,11767402.0,None,1016340.0,4887.0,7.3,21000.0,None,Nanni Moretti,None
14355911,Sivagangai seemai,None,None,None,None,8.5,6.0,None,K. Shankar,None
213401,No Man's Land,4858869.0,2000000.0,1012153.0,22645.0,7.9,48000.0,None,Danis Tanovic,None
25039927,Four Sheets to the Wind,None,None,None,None,6.2,630.0,None,Sterlin Harjo,None
13024213,Fire Down Below,None,None,2050000.0,None,6.0,1900.0,None,Robert Parrish,None
32137084,Champion,None,None,None,None,4.5,623.0,None,Padam Kumar,None
10286355,Primary Colors,52090187.0,65000000.0,39001187.0,12045395.0,6.7,30000.0,None,Mike Nichols,None
4448175,Kitchen Party,None,None,None,None,6.2,381.0,None,Gary Burns,None
30493076,The Smile of the Lamb,None,None,None,None,6.6,46.0,None,Shimon Dotan,None
18717346,All'ombra di una colt,None,None,None,None,5.9,309.0,None,Giovanni Grimaldi,None
32908994,Pioneers of the West,None,None,None,None,6.7,30.0,None,Lester Orlebeck,None
34784426,Love You to Death,None,500000000.0,None,None,6.6,15.0,None,Rafeeq Ellias,None
14645904,Love Walked In,None,None,None,None,5.3,436.0,None,Juan José Campanella,None
10426514,After All These Years,None,None,None,None,None,None,None,None,None
8202294,The Nightingale's Prayer,None,None,None,None,8.1,1900.0,None,Henry Barakat,None
9186209,Seniman Bujang Lapok,None,None,None,None,7.6,173.0,None,P. Ramlee,None
17699038,Mister Mugg,None,None,None,None,None,None,None,James W. Horne,None
32910855,Rocky Mountain Rangers,None,None,None,None,6.7,66.0,None,George Sherman,None
31732277,"The World, the Flesh, the Devil",None,None,None,None,None,None,None,George A. Cooper,None
1580851,Beta,None,None,None,None,6.2,2300.0,None,Indra Kumar,None
28194360,Happy Few,92995.0,None,None,None,5.6,2000.0,None,Antony Cordier,None
9584164,The Man Who Haunted Himself,None,400000.0,None,None,6.4,2700.0,None,Basil Dearden,None
20476507,The Messenger: 360 Days of Bolivar (2009 film),None,None,None,None,None,None,None,None,None
28198235,Joey Breaker,None,None,None,None,4.5,201.0,None,Steven Starr,None
23548442,Ces dames s'en mêlent,None,None,None,None,5.1,43.0,None,Raoul André,None
32924275,Prairie Pioneers,None,None,None,None,5.3,41.0,None,Lester Orlebeck,None
25011659,More About the Children of Noisy Village,None,None,None,None,6.7,1300.0,None,Lasse Hallström,None
28019269,A Small Act,1311.0,None,None,None,7.4,361.0,None,Jennifer Arnold,None
7369863,War Inc.,1296184.0,10000000.0,580862.0,35336.0,5.5,22000.0,None,Joshua Seftel,None
17182908,Il Conte di Sant'Elmo,None,None,None,None,5.5,20.0,None,Guido Brignone,None
7158091,Washington Heights,160291.0,None,160291.0,61332.0,6.1,409.0,None,Alfredo Rodriguez de Villa,None
5540939,Chasing Sleep,None,None,None,None,6.2,3600.0,None,Michael Walker,None
24387135,Lala's Gun,None,None,None,None,7.1,60.0,None,Jingwu Ning,None
31156294,Ini Oru Janmam Tharu,None,None,None,None,None,None,None,K. Vijayan,None
28634768,Le Grand Paysage d'Alexis Droeven,None,None,None,None,6.5,40.0,None,Jean-Jacques Andrien,None
31029145,The Call of the Blood,None,None,None,None,None,None,None,José Bohr,None
15290838,Fatal Move,783163.0,None,None,None,5.7,1100.0,None,Dennis Law,None
14277762,Luke's Preparedness Preparations,None,None,None,None,None,None,None,Hal Roach,None
5371282,The Ex,None,None,None,None,5.2,1200.0,None,Mark L. Lester,None
18940757,Black Memory,None,None,None,None,4.5,79.0,None,Oswald Mitchell,None
17594974,Voice Without a Shadow,None,None,None,None,6.6,291.0,None,Seijun Suzuki,None
11203125,The Deep Six,None,None,None,None,6.0,521.0,None,Rudolph Maté,None
6720101,Crash of Moons,None,None,None,None,3.2,902.0,None,Hollingsworth Morse,None
27899374,The Wildcat,None,None,None,None,6.9,1300.0,None,Ernst Lubitsch,None
18606175,The Lady Is Fickle,None,None,None,None,None,None,None,Mario Mattoli,None
6277345,Restless Natives,None,None,None,None,6.8,1900.0,None,Michael Hoffman,None
256713,Dancer in the Dark,40061153.0,12800000.0,4184036.0,91612.0,7.9,115000.0,4367.0,Lars von Trier,None
7829003,I Heard a Voice,None,None,None,None,9.2,146.0,None,Jeff Richter,None
31889411,Subhodayam,None,None,None,None,None,None,None,None,None
7675102,Boiling Point,None,None,1471.0,None,6.8,7300.0,None,Takeshi Kitano,None
20367124,Antima Theerpu,None,None,None,None,7.7,36.0,None,Joshiy,None
3317623,Drawing Flies,None,None,None,None,5.2,1500.0,None,Matthew Gissing,None
6032221,Doc Savage: The Man of Bronze,None,None,None,None,5.3,2100.0,None,Michael Anderson,None
3303318,Little Dieter Needs to Fly,None,None,None,None,8.0,6700.0,None,Werner Herzog,None
5867902,Mercury Man,122471.0,60000000.0,None,None,4.2,453.0,None,Bhandit Thongdee,None
1192112,The Cockleshell Heroes,None,None,None,None,6.5,1900.0,None,José Ferrer,None
15412011,Prem Shakti,None,None,None,None,4.0,101.0,None,Shibu Mitra,None
18235376,Daffy Rents,None,None,None,None,5.8,170.0,None,Robert McKimson,None
547448,Starsky & Hutch,170268750.0,60000000.0,88237754.0,28103367.0,6.1,153000.0,None,Todd Phillips,None
9610641,Legends of Jazz,None,None,None,None,8.4,38.0,None,Ramsey Lewis,None
13132619,The Bill Collector,None,None,None,None,3.2,450.0,None,Cristobal Krusen,None
1039031,Cartoon All-Stars to the Rescue,None,None,None,None,5.8,1300.0,None,Milton Gray,None
409754,Lan Yu,3847964.0,None,116325.0,7583.0,7.1,2900.0,None,Stanley Kwan,None
35838265,Number 111,None,None,None,None,4.2,18.0,None,Alexander Korda,None
25970859,Northern Lights,9453.0,None,9453.0,2256.0,7.1,206.0,None,John Hanson,None
18413278,Ghost Voyage,None,None,None,None,3.5,882.0,None,James Oxford,None
24984663,Mermaid Legend,None,None,None,None,6.8,319.0,None,Toshiharu Ikeda,None
6992716,All Souls' Day,None,None,None,None,6.6,107.0,None,Tadeusz Konwicki,None
31155706,Naadan Pennu,None,None,None,None,None,None,None,K.S. Sethumadhavan,None
24742874,The World in Action,None,None,None,None,None,None,None,None,None
3434688,Thinner,15315484.0,8000000.0,15315484.0,5679046.0,5.8,33000.0,4957.0,Tom Holland,None
33808833,Aces Go Places 5: The Terracotta Hit,None,None,None,None,5.5,581.0,None,Chia-Liang Liu,None
5827610,Factor 8: The Arkansas Prison Blood Scandal,None,None,None,None,8.3,49.0,None,Kelly Duda,None
31754318,The Last Supper,None,None,None,None,7.5,679.0,None,Tomás Gutiérrez Alea,None
16957895,The Escapist,388174.0,None,13439.0,3075.0,6.7,17000.0,None,Rupert Wyatt,None
17614109,Artemisia,356749.0,None,356749.0,32941.0,6.7,2200.0,None,Agnès Merlet,None
21309138,The Naked Woman and the Gun,None,None,None,None,7.1,40.0,None,Seijun Suzuki,None
17271414,The Deciding Kiss,None,None,None,None,6.6,15.0,None,Tod Browning,None
590234,This Is the Army,None,None,20831178.0,None,5.8,1300.0,None,Michael Curtiz,None
27361263,A Farewell Song,None,None,None,None,None,None,None,Arthur Jones,None
14613402,Aybolit-66,None,None,None,None,6.8,447.0,None,Rolan Bykov,None
13837314,Winky's Horse,3193767.0,1700000.0,None,None,7.0,1300.0,None,Mischa Kamp,None
568666,The Stranger,None,None,None,None,7.1,3000.0,None,Luchino Visconti,None
35986595,Nalaya Manithan,None,None,None,None,6.2,46.0,None,Velu Prabhakaran,None
15235964,The Thrill Chaser,None,None,None,None,5.2,24.0,None,Edward Sedgwick,None
12974582,Dough Nuts,None,None,None,None,5.4,12.0,None,Arvid E. Gillstrom,None
2617281,Bat Thumb,None,None,None,None,6.6,1100.0,None,David Bourla,None
31531993,Vergeßt Mozart,None,None,None,None,6.5,95.0,None,Miloslav Luther,None
74577,Rear Window,37034884.0,1000000.0,36764313.0,None,8.5,512000.0,1659.0,Alfred Hitchcock,None
31155019,Christmas Rathri,None,None,None,None,None,None,None,P. Subramaniam,None
34272759,Strange Holiday,None,None,None,None,5.4,234.0,None,Arch Oboler,None
28379501,Drahý zesnulý,None,None,None,None,7.5,44.0,None,Frantisek Filip,None
22792066,A Matter of Taste,51148.0,None,10720.0,9144.0,6.9,1700.0,None,Bernard Rapp,None
26163935,Bewitched,None,None,None,None,5.6,645.0,None,Arch Oboler,None
34260250,La bambolona,None,None,None,None,6.2,126.0,None,Franco Giraldi,None
1568211,Salvador Dalí,None,None,None,None,8.2,36.0,None,Andy Warhol,None
22643468,Moderne landhaaien,None,None,None,None,None,None,None,Alex Benno,None
28344827,Someday,None,None,None,None,5.8,28.0,None,Michael Powell,None
16159908,Happy Campers,None,None,None,None,None,None,None,None,None
12252309,The Snake King's Child,None,None,None,None,5.7,86.0,None,Fai Sam Ang,None
17079759,Tales from the Crapper,None,None,None,None,3.9,715.0,None,Gabriel Friedman,None
13309790,I Passed for White,None,None,None,None,6.2,305.0,None,Fred M. Wilcox,None
20833896,Sivappu Malli,None,None,None,None,None,None,None,Ramanarayanan,None
22587975,Pastoral: To Die in the Country,None,None,None,None,7.7,2300.0,None,Shûji Terayama,None
6074576,The Living End,692585.0,22769.0,692585.0,43715.0,6.5,3600.0,None,Gregg Araki,None
9278733,Cages,None,2900000.0,None,None,6.3,34.0,None,Graham Streeter,None
15418971,The Devil Worshippers,None,None,None,None,6.5,24.0,None,Marie Luise Droop,None
27608778,Vampires Suck,80547866.0,20000000.0,36661504.0,12202831.0,3.4,51000.0,4873.0,Jason Friedberg,None
15877550,Ek Din 24 Ghante,70817.0,None,None,None,4.0,87.0,None,Anant Balani,None
10388154,The Planter's Wife,None,None,32000.0,None,5.9,343.0,None,Ken Annakin,None
35940048,The Queen's Love Letter,None,None,None,None,None,None,None,Robert Wiene,None
22929017,Twilight for the Gods,None,None,None,None,5.8,297.0,None,Joseph Pevney,None
8628620,Thaniavarthanam,None,None,None,None,8.8,3000.0,None,Sibi Malayil,None
35969179,Kutumba,None,None,None,None,None,None,None,None,None
18612913,Doraemon: Nobita and Galactic Express,25031120.0,None,None,None,6.9,524.0,None,Tsutomu Shibayama,None
23438376,Paper Man,13514.0,None,13514.0,8613.0,6.5,20000.0,None,Kieran Mulroney,None
19107609,Deathmaker,None,None,None,None,7.5,2300.0,None,Romuald Karmakar,None
13538268,Terrifying Girls' High School,None,None,None,None,None,None,None,None,None
4239155,Moby Dick Rehearsed,None,None,None,None,None,None,None,None,None
26655732,Thistledown,None,None,None,None,None,None,None,Arthur B. Woods,None
25391790,A Good Day to be Black & Sexy,8629.0,None,8629.0,6141.0,4.9,507.0,None,Dennis Dortch,None
27944403,Surviving Paradise,None,None,None,None,6.2,56.0,None,Kamshad Kooshan,None
19542637,Maathaad Maathaadu Mallige,None,None,None,None,7.9,158.0,None,Nagathihalli Chandrashekar,None
35485637,Gokulam,None,None,None,None,7.0,13.0,None,Vikraman,None
33855618,Girls in the Sun,None,None,None,None,7.0,617.0,None,Vasilis Georgiadis,None
33367250,Hard Romantic-er,None,None,None,None,5.9,313.0,None,Su-yeon Gu,None
26191454,In Fast Company,None,None,None,None,6.0,329.0,None,Del Lord,None
30034635,Kuhio taisa,None,None,None,None,5.7,185.0,None,Daihachi Yoshida,None
8943536,For Love of Ivy,None,2590000.0,None,None,6.1,872.0,None,Daniel Mann,None
9540111,Neeku Nenu Naaku Nuvvu,245392.0,None,None,None,5.1,81.0,None,Nageswara Rao A.,None
14744818,Let's Get Tough!,None,None,None,None,5.2,551.0,None,Wallace Fox,None
27523162,Survival Zone,None,None,None,None,4.2,215.0,None,Percival Rubens,None
4011733,After the Game,None,None,None,None,4.7,133.0,None,Brewster MacWilliams,None
29514913,Akkarakazhchakal: The Movie,None,None,None,None,8.0,91.0,None,Abi Varghese,None
21451606,Heavy Metal in Baghdad,6197.0,None,4070.0,2012.0,7.6,1200.0,None,Suroosh Alvi,None
31155492,Pakalkkinavu,None,None,None,None,7.8,7.0,None,S.S. Rajan,None
26886022,Nightmare Beach,None,None,None,None,5.4,2900.0,None,James Justice,None
16198979,Kipps,None,None,None,None,6.5,508.0,None,Carol Reed,None
16874805,I Do,None,None,None,None,6.2,820.0,None,Hal Roach,None
12151283,Tentacles,None,5000000.0,None,None,3.7,4300.0,None,Ovidio G. Assonitis,None
31622373,Bbuddah... Hoga Tera Baap,163533.0,100000000.0,None,None,5.6,3000.0,None,Puri Jagannadh,None
19933483,Death Smiles at a Murderer,None,None,None,None,5.8,1600.0,None,Joe D'Amato,None
443718,Days of Heaven,3475702.0,3000000.0,3446749.0,None,7.8,61000.0,4209.0,Terrence Malick,None
2403302,D3: The Mighty Ducks,22955097.0,None,22955097.0,6170358.0,5.5,28000.0,None,Robert Lieberman,None
22644828,The Province,None,None,None,None,6.7,78.0,None,Jan Bosdriesz,None
8899981,Johnny Kapahala: Back on Board,None,None,None,None,5.4,2400.0,None,Eric Bross,None
22342877,Cold Comfort Farm,5682429.0,None,5682429.0,66427.0,7.2,7300.0,None,John Schlesinger,None
28969144,All-Star Superman,None,3500000.0,None,None,6.8,17000.0,None,Sam Liu,None
18428313,We Are Not Alone,None,None,None,None,7.1,377.0,None,Edmund Goulding,None
2502393,Christmas Carol: The Movie,266475.0,12000000.0,None,None,5.3,2100.0,None,Jimmy T. Murakami,None
1496798,Boys Life 3,208538.0,None,208538.0,28487.0,6.2,339.0,None,Gregory Cooke,None
35012853,"Kuxa kanema, capítulos 1, 63, 262",None,None,None,None,None,None,None,None,None
4932099,A New Leaf,None,None,None,None,7.3,7300.0,None,Elaine May,None
22120174,Best Friends,36821203.0,15000000.0,36821203.0,4022891.0,5.5,3100.0,None,Norman Jewison,None
12991832,The Rogue,None,None,None,None,4.4,54.0,None,Arvid E. Gillstrom,None
32656045,Grandad Rudd,None,None,None,None,6.6,12.0,None,Ken G. Hall,None
12961055,Their Honeymoon,None,None,None,None,None,None,None,Will Louis,None
5631382,"Lust, Caution",67091915.0,15000000.0,4604982.0,63918.0,7.5,45000.0,3439.0,Ang Lee,None
11966220,La Muchacha de las Bragas de Oro,None,None,None,None,5.4,242.0,None,Vicente Aranda,None
2931513,Volcanoes of the Deep Sea,None,8000000.0,None,None,6.9,352.0,None,Stephen Low,None
6515729,Rehearsal for Murder,None,None,None,None,6.9,800.0,None,David Greene,None
23923922,American Empire,None,None,None,None,5.6,303.0,None,William C. McGann,None
101943,The Goodbye Girl,None,None,102000000.0,None,7.4,16000.0,None,Herbert Ross,None
4576054,Palookaville,365284.0,None,365284.0,None,6.5,2600.0,None,Alan Taylor,None
23747829,Detective Naani,None,None,None,None,6.5,94.0,None,Romilla Mukherjee,None
34992158,Tiga guérisseur,None,None,None,None,None,None,None,None,None
14657242,For Love or Money,None,None,None,None,6.1,551.0,None,Michael Gordon,None
34272720,Evil Empire: A Talk by Chalmers Johnson,None,None,None,None,None,None,None,None,None
25620512,Boulevardier from the Bronx,None,None,None,None,5.7,201.0,None,Friz Freleng,None
27909271,Flatmate,8791590.0,5000000.0,None,None,7.2,46000.0,None,Jaume Balagueró,None
33475338,The Four Year Plan,None,None,None,None,7.4,948.0,None,Mat Hodgson,None
3017440,Radioland Murders,1316865.0,15000000.0,1316865.0,835570.0,6.1,3900.0,None,Mel Smith,None
33760375,Three Outlaw Samurai,None,None,None,None,7.6,3900.0,None,Hideo Gosha,None
8750776,The Swordswoman of Huangjiang,None,None,None,None,6.4,24.0,None,Kengran Chen,None
20186384,Private Lives,None,None,None,None,6.7,1300.0,None,Sidney Franklin,None
24044734,Savage!,None,None,None,None,5.2,161.0,None,Cirio H. Santiago,None
28332336,Zelená vlna,None,None,None,None,5.2,34.0,None,Václav Vorlícek,None
9068710,Anthony Kaun Hai,88420.0,None,55418.0,55418.0,5.1,686.0,None,Raj Kaushal,None
31499768,Footnote,2451259.0,None,2007758.0,47528.0,7.1,6300.0,None,Joseph Cedar,None
7713606,A Century in Stone,None,None,None,None,9.3,21.0,None,Craig Hornby,None
25972862,The Projectionist,None,None,None,None,5.9,425.0,None,Harry Hurwitz,None
19919895,Cold Prey 2,3517248.0,None,None,None,6.1,9800.0,None,Mats Stenberg,None
34739749,Doomsday Book,517717.0,5000000.0,None,None,5.8,3500.0,None,Jee-woon Kim,None
15822909,Go Inside to Greet the Light,None,None,None,None,None,None,None,None,None
19159675,You Know What Sailors Are,None,None,None,None,5.5,96.0,None,Ken Annakin,None
1496799,Boys Life 4:Four Play,53169.0,None,53169.0,11845.0,6.4,239.0,None,Phillip J. Bartell,None
22645051,Dandelion Game,None,None,None,None,6.9,96.0,None,Peter van Wijk,None
24158995,Eye of the Eagle 2: Inside the Enemy,None,None,None,None,4.6,144.0,None,Carl Franklin,None
19316829,Growing Pains,None,None,None,None,8.0,13.0,None,Robert A. McGowan,None
28702937,Amaya,149118.0,1000000.0,None,None,6.4,564.0,None,Maris Martinsons,None
28330312,Utrpení mladého Boháčka,None,None,None,None,7.8,120.0,None,Frantisek Filip,None
24152233,Double Cross,None,None,None,None,5.2,201.0,None,Albert H. Kelley,None
30012712,When the North Wind Blows,None,None,None,None,None,None,None,None,None
31156325,Nirthasala,None,None,None,None,None,None,None,A.B. Raj,None
34149057,Smarty,None,None,None,None,5.8,547.0,None,Robert Florey,None
30501412,Keep It Clean,None,None,None,None,4.4,95.0,None,David Paltenghi,None
10336083,Busy Little Engine,None,52000.0,None,None,8.7,55.0,None,Desmond Mullen,None
14320073,That Certain Woman,None,None,None,None,6.4,1700.0,None,Edmund Goulding,None
8354572,The Making of Me,None,None,None,None,None,None,None,Glenn Gordon Caron,None
18599864,Two in a Crowd,None,None,None,None,6.4,85.0,None,Alfred E. Green,None
23150423,The Rack,None,779000.0,None,None,6.8,1600.0,None,Arnold Laven,None
32051633,Granny Get Your Gun,None,None,None,None,6.1,189.0,None,George Amy,None
1016270,Out of the Blue,None,2200000.0,None,None,7.2,3800.0,None,Dennis Hopper,None
11273227,The Ultimate Warrior,None,800000.0,None,None,5.6,2300.0,None,Robert Clouse,None
32837154,Geezers!,4175.0,250000.0,4175.0,1372.0,3.3,783.0,None,Michelle Schumacher,None
14144009,Son of the Guardsman,None,None,None,None,5.8,46.0,None,Derwin Abrahams,None
11107075,Bats,10155690.0,5250000.0,10155690.0,4717902.0,4.0,11000.0,None,Louis Morneau,None
3617164,In the Name of Buddha,None,None,None,None,7.5,35.0,None,Rajesh Touchriver,None
23284897,Vasya,None,100000.0,None,None,7.8,35.0,None,Andrei Zagdansky,None
13831741,Cerberus,None,1700000.0,None,None,3.6,1300.0,None,John Terlesky,None
30598911,Blanche Neige,None,None,None,None,None,None,None,None,None
6996468,Twin Falls Idaho,985341.0,500000.0,985341.0,49849.0,7.1,5200.0,None,Michael Polish,None
14903707,Muniyandi Vilangial Moonramandu,160664.0,None,None,None,5.8,28.0,None,Thirumurugan,None
28030651,"Red, Hot and Blue",None,None,None,None,6.0,290.0,None,John Farrow,None
14734695,Fifi Blows Her Top,None,None,None,None,6.1,256.0,None,Jules White,None
11584481,Sessions at West 54th: Recorded Live in New York,None,None,None,None,None,None,None,None,None
24633405,Harem Suare,None,None,None,None,6.1,3000.0,None,Ferzan Özpetek,None
35546738,Museum of Government Waste,None,None,None,None,None,None,None,None,None
33210323,X-Cross,416542.0,None,None,None,5.8,643.0,None,Kenta Fukasaku,None
8551364,The Search for John Gissing,None,None,None,None,6.5,943.0,None,Mike Binder,None
7754795,The Front Page,None,4000000.0,None,None,7.3,15000.0,None,Billy Wilder,None
105394,Girlfriend From Hell,None,None,None,None,5.0,989.0,None,Daniel Peterson,None
22644980,Punk Lawyer,None,None,None,None,5.7,97.0,None,Gerrit van Elst,None
4061790,Roswell: The Aliens Attack,None,None,None,None,4.2,343.0,None,Brad Turner,None
15372410,Baby Take a Bow,None,None,None,None,6.4,1000.0,None,Harry Lachman,None
9678972,Chandralekha,None,None,None,None,7.5,593.0,None,Nambiraj,None
35810753,The Thing About Styx,None,None,None,None,7.2,23.0,None,Karl Anton,None
1876331,The Ninth Day,135311.0,None,72888.0,8786.0,7.0,1900.0,None,Volker Schlöndorff,None
35203339,The Fire Engine That Disappeared,None,None,None,None,5.9,1300.0,None,Hajo Gies,None
28294661,Everlasting Chivalry,None,None,None,None,4.5,24.0,None,Chao-Yung Li,None
67442,Exit Wounds,79958599.0,50000000.0,51758599.0,18485586.0,5.6,37000.0,3326.0,Andrzej Bartkowiak,None
10386612,The Third Generation,None,800000.0,None,None,6.8,2700.0,None,Rainer Werner Fassbinder,None
10933245,36 Deadly Styles,None,None,None,None,5.4,229.0,None,Joseph Kuo,None
32204496,Clando,None,None,None,None,6.7,43.0,None,Jean-Marie Téno,None
11117000,La stanza del vescovo,None,None,None,None,6.4,989.0,None,Dino Risi,None
13631490,Classic Albums: Deep Purple - The Making of Machine Head,None,None,None,None,7.8,321.0,None,Matthew Longfellow,None
5715476,The Last Communist,None,80000.0,None,None,6.9,56.0,None,Amir Muhammad,None
34372007,Six Pack Annie,None,None,None,None,4.1,326.0,None,Fred G. Thorne,None
27253597,Speed Track,None,None,None,None,5.6,319.0,None,S.L. Puram Jayasurya,None
34493784,A Morning Stroll,None,None,None,None,6.6,805.0,None,Grant Orchard,None
26375509,Bulldog Drummond at Bay,None,None,None,None,5.8,442.0,None,Norman Lee,None
32997104,Struck Oil,None,None,None,None,None,None,None,Franklyn Barrett,None
35017832,Naan Yen Pirandhen,None,None,None,None,6.5,17.0,None,M. Krishnan,None
24988592,Janko Zwycięzca,None,None,None,None,None,None,None,Gustaw Cybulski,None
22545876,Look Up and Laugh,None,None,None,None,5.9,148.0,None,Basil Dean,None
23132465,Troubled Laughter,None,None,None,None,7.9,43.0,None,Yimin Deng,None
1380903,How to Deal,14390329.0,16000000.0,14195227.0,5800000.0,5.6,9900.0,None,Clare Kilner,None
35955222,Transformers: Scramble City,None,None,None,None,None,None,None,None,None
20565937,Blood On The Flat Track,None,None,None,None,7.2,86.0,None,Lainy Bagwell,None
29586042,Why Must I Die?,None,None,None,None,5.6,145.0,None,Roy Del Ruth,None
12424710,Main Julian England,None,None,None,None,None,None,None,None,None
11123401,Obaltan,None,None,None,None,7.2,749.0,None,Yu Hyun-mok,None
6203032,Case Closed: Magician of the Silver Sky,22618511.0,None,None,None,7.1,2200.0,None,Yasuichirô Yamamoto,None
9951396,Arzoo,None,None,None,None,7.4,296.0,None,Ramanand Sagar,None
35013552,O meu marido esta a negar,None,None,None,None,None,None,None,None,None
13909117,Perversidade,None,None,None,None,None,None,None,José Medina,None
10513897,Ouija,2111595.0,None,None,None,4.4,245.0,None,Topel Lee,None
600216,The 'Burbs,49101993.0,18000000.0,36601993.0,11101197.0,6.8,81000.0,2013.0,Joe Dante,None
31091077,Mouth to Mouth,None,129000.0,None,None,7.2,86.0,None,John Duigan,None
19815876,The Moelleby Affair,None,None,None,None,5.2,132.0,None,Tom Hedegaard,None
5673005,Lone Wolf and Cub: White Heaven in Hell,None,None,None,None,7.3,4200.0,None,Yoshiyuki Kuroda,None
4921311,Outside Out,None,None,None,None,6.8,71.0,None,Mike Gordon,None
9252262,The First Year,None,None,None,None,6.2,23.0,None,William K. Howard,None
35888833,MLA movie,None,None,None,None,None,None,None,None,None
16993298,Caravan,None,None,None,None,6.2,242.0,None,Arthur Crabtree,None
24423285,Deserted: The Online Microseries,None,None,None,None,None,None,None,None,None
4837553,A-ge-man,None,None,None,None,6.4,319.0,None,Jûzô Itami,None
34243924,None Less Than Heroes: The Honor Flight Story,None,None,None,None,None,None,None,Ken Heckmann,None
8169008,Planet Of The Apes / The Documentary,None,None,None,None,None,None,None,None,None
16498630,Blue Valley Songbird,None,None,None,None,6.0,345.0,None,Richard A. Colla,None
28774670,The Man at Six,None,None,None,None,None,None,None,Harry Hughes,None
27902258,The Kid,None,None,None,None,5.9,171.0,None,Fung Fung,None
9938840,El Perro,1412753.0,None,19791.0,None,7.1,4400.0,None,Carlos Sorin,None
16187144,Attack,None,750000.0,None,None,7.4,5700.0,None,Robert Aldrich,None
12232137,Aaj Aur Kal,None,None,None,None,5.8,62.0,None,Vasant Joglekar,None
4363167,Evolver: The Making of Youthanasia,None,None,None,None,None,None,None,None,None
8250088,The Gentleman,None,None,None,None,4.9,239.0,None,Mahesh Bhatt,None
15682219,In Her Skin,None,None,None,None,6.4,5300.0,None,Simone North,None
20904062,Daku Aur Mahatma,None,None,None,None,4.2,8.0,None,Ravikant Nagaich,None
11116987,Deedar,None,None,None,None,7.1,233.0,None,Nitin Bose,None
31513300,Generation P,4664538.0,7000000.0,None,None,6.7,4200.0,None,Victor Ginzburg,None
22600796,Suvarna Sundari,None,None,None,None,7.5,28.0,None,Vedantam Raghavaiah,None
