wikipedia_movie_id,name,global_revenue,budget,gross_domestic,opening_weekend,rating_score,number_of_ratings,watched_rank,producer,release_year
26499399,Agent Vinod,9520886.0,None,698210.0,427043.0,5.2,7900.0,None,Sriram Raghavan,None
11934067,Personal Property,None,299000.0,None,None,6.5,1100.0,None,W.S. Van Dyke,None
27429846,Confessions of a Cheat,None,None,None,None,7.6,2500.0,None,Sacha Guitry,None
7575175,Gospa,None,5000000.0,None,None,3.9,446.0,None,Jakov Sedlar,None
24262101,Double Game,None,None,None,None,4.9,242.0,None,Carlo Ausino,None
32802851,The Blue Lagoon,None,None,None,None,5.2,43.0,None,William Bowden,None
6071821,Bug,3602023.0,None,3602023.0,None,5.2,2600.0,None,Jeannot Szwarc,None
28141854,Billie,None,None,None,None,5.7,477.0,None,Don Weis,None
24972206,Like Asura,6116833.0,None,None,None,7.0,275.0,None,Yoshimitsu Morita,None
22098323,Ye Dian,None,None,None,None,7.1,15.0,None,Zuolin Huang,None
16273931,L' Amore di Norma,None,None,None,None,None,None,None,Giuseppe De Martino,None
20751385,Adivishnu,None,None,None,None,None,None,None,None,None
34621354,Sathyathinte Nizhalil,None,None,None,None,None,None,None,Babu Nandancode,None
36476659,Leones Matadores,None,None,None,None,None,None,None,None,None
33195656,Anyay Abichar,None,None,None,None,None,None,None,None,None
20388216,My Soul Is Slashed,None,None,None,None,6.2,59.0,None,Shûsuke Kaneko,None
4350811,The Grapes of Wrath,None,800000.0,None,None,8.1,98000.0,None,John Ford,None
13420261,A Nest Unfeathered,None,None,None,None,None,None,None,Minnie Krakauer,None
25012425,The Great Scout & Cathouse Thursday,None,None,None,None,6.1,1600.0,None,Don Taylor,None
11223100,Holiday Heart,None,None,None,None,7.4,1400.0,None,Robert Townsend,None
24996543,Strayed,3184020.0,None,482757.0,19531.0,6.5,3400.0,None,André Téchiné,None
36157562,Sachaai,None,None,None,None,7.3,73.0,None,K. Shankar,None
19998760,Sangee,None,10000000.0,None,None,7.0,461.0,None,Haranath Chakraborty,None
32025388,Aamne Samne,None,None,None,None,6.3,74.0,None,Ashim S. Samanta,None
12913133,Mountain Family Robinson,None,None,None,None,6.4,605.0,None,Jack Couffer,None
33916206,Hyderabad Blues 2,None,None,None,None,6.1,238.0,None,Nagesh Kukunoor,None
31425262,Maaro,None,None,None,None,5.1,71.0,None,Siddique,None
18397288,Waterhole #3,None,None,None,None,6.2,1600.0,None,William A. Graham,None
32538280,Karyam nissaram,None,None,None,None,7.3,44.0,None,Balachandra Menon,None
28675005,Amexica,None,1000000.0,None,None,8.0,97.0,None,Ron Krauss,None
22452101,The Wyvern Mystery,None,None,None,None,5.7,622.0,None,Alex Pillai,None
9183439,Hawking,None,None,None,None,7.4,6300.0,None,Philip Martin,None
31028201,Del rancho a la televisión,None,None,None,None,7.2,32.0,None,Ismael Rodríguez,None
12558286,"20,000 Years in Sing Sing",None,None,None,None,6.8,2900.0,None,Michael Curtiz,None
11143077,Paadha Kannikkai,None,None,None,None,7.9,18.0,None,K. Shankar,None
24044432,Grotesque,None,None,None,None,4.7,7300.0,None,Kôji Shiraishi,None
34943279,Au nom du Christ,None,None,None,None,6.1,177.0,None,Roger Gnoan M'Bala,None
4457831,The Mists of Avalon,None,None,None,None,6.8,10000.0,None,Anjelica Huston,None
36229099,Bugs,None,None,None,None,3.8,861.0,None,Joseph Conti,None
30860835,Over the Hedge,339795890.0,80000000.0,155019340.0,38457003.0,6.7,186000.0,3728.0,Tim Johnson,None
512161,Herbie Goes to Monte Carlo,29000000.0,None,29000000.0,None,5.6,8000.0,None,Vincent McEveety,None
11143085,Manakanakku,None,None,None,None,6.3,12.0,None,G.N. Rangarajan,None
8009259,Ithuteng,None,None,None,None,8.4,17.0,None,Willie Ebersol,None
24827261,To Stay Alive,None,None,None,None,6.3,163.0,None,Dariush Mehrjui,None
16422926,Layanam,None,None,None,None,6.9,91.0,None,Thulasidas,None
28010413,Tell It to the Judge,None,None,None,None,6.4,428.0,None,Norman Foster,None
6832750,Ritual,None,10000000.0,None,None,4.8,2000.0,None,Avi Nesher,None
8201170,Pontianak Harum Sundal Malam,None,None,None,None,5.8,165.0,None,Shuhaimi Baba,None
7541639,The Heavy,None,4500000.0,None,None,4.9,2200.0,None,Marcus Warren,None
24145565,Always Zoku Sanchōme no Yūhi,42308657.0,None,None,None,7.5,1100.0,None,Takashi Yamazaki,None
390867,UHF,6157157.0,5000000.0,6157157.0,2251831.0,6.9,31000.0,None,Jay Levey,None
33707603,Il sire di Vincigliata,None,None,None,None,None,None,None,Alfredo Robert,None
4667507,Danger Beneath the Sea,None,None,None,None,4.7,534.0,None,Jon Cassar,None
29823687,The Devil in Love,None,None,None,None,6.2,306.0,None,Ettore Scola,None
12403726,Westward Ho,None,35000.0,None,None,5.7,618.0,None,Robert N. Bradbury,None
28922725,Gniazdo,None,None,None,None,6.2,74.0,None,Jan Rybkowski,None
22644464,Charlotte,None,None,None,None,6.7,122.0,None,Frans Weisz,None
19521134,My Mother is a Belly Dancer,28135.0,None,None,None,6.4,125.0,None,Kung-Lok Lee,None
312228,House Party,26385627.0,2500000.0,26385627.0,4611024.0,6.5,16000.0,None,Reginald Hudlin,None
5041941,Read It and Weep,None,None,None,None,5.5,5800.0,None,Paul Hoen,None
5477209,Saps at Sea,None,None,None,None,7.1,3000.0,None,Gordon Douglas,None
1959464,Enron: The Smartest Guys in the Room,4854164.0,None,4071700.0,76639.0,7.6,20000.0,None,Alex Gibney,None
25540872,The Light,5584679.0,None,None,None,7.0,1600.0,None,Philippe Lioret,None
27157997,Three Silent Men,None,None,None,None,5.0,93.0,None,Thomas Bentley,None
158568,Martian Successor Nadesico,None,None,None,None,7.5,514.0,None,Kira Vincent-Davis,None
2467316,Rhapsody in August,517538.0,None,516431.0,26771.0,7.2,7400.0,None,Akira Kurosawa,None
17188323,Post Grad,6414729.0,15000000.0,6380019.0,2651996.0,5.3,15000.0,None,Vicky Jenson,None
7470753,Analog Days,None,None,None,None,7.4,118.0,None,Mike Ott,None
32600896,Fertile Ground,None,388250.0,None,None,4.5,3200.0,None,Adam Gierasch,None
7636003,The Zodiac,86872.0,1000000.0,45148.0,20578.0,5.3,7400.0,None,Alexander Bulkley,None
35067261,Race 2,20531909.0,940000000.0,1579940.0,884757.0,5.3,17000.0,None,Abbas Alibhai Burmawalla,None
17877103,Poor Jake's Demise,None,None,None,None,6.3,29.0,None,Allen Curtis,None
35767821,The Pendragon Legend,None,None,None,None,5.9,175.0,None,György Révész,None
23560481,Sakay,None,None,None,None,5.8,60.0,None,Raymond Red,None
4820594,Hello Cinema,None,None,None,None,7.7,2100.0,None,Mohsen Makhmalbaf,None
27617888,The Americano,None,None,1250000.0,None,5.6,614.0,None,William Castle,None
11143074,Naanum Oru Thozhilaali,None,None,None,None,6.3,57.0,None,C.V. Sridhar,None
10069414,Bloodguilt,None,None,None,None,None,None,None,None,None
4913923,I Am Dina,2691510.0,141000000.0,None,None,6.5,5700.0,None,Ole Bornedal,None
18416097,Hassan and Marcus,1128313.0,None,None,None,6.9,3400.0,None,Rami Imam,None
36017112,Ninaithu Ninaithu Parthen,13464.0,None,None,None,None,None,None,27 mai 2007 (Malaisie),None
4732250,Wilderness,566098.0,3000000.0,None,None,6.1,10000.0,None,M.J. Bassett,None
26462063,About Mrs. Leslie,None,None,None,None,7.1,687.0,None,Daniel Mann,None
31424304,Fighting to Live,None,None,None,None,5.0,31.0,None,Edward F. Cline,None
17917662,The Notebook,118231114.0,29000000.0,81417274.0,13464745.0,7.8,603000.0,361.0,Nick Cassavetes,None
10985905,Your Neighbor's Son,None,None,None,None,8.4,51.0,None,Jørgen Flindt Pedersen,None
26614307,Kangaroo,None,None,None,None,3.9,254.0,None,Raj Babu,None
5023150,Fuckland,None,None,None,None,5.0,373.0,None,José Luis Marquès,None
16731190,The Great Resistance,None,250000.0,None,None,7.1,8.0,None,Denys Desjardins,None
22643600,Op Stap,None,None,None,None,6.4,35.0,None,Ernst Winar,None
28917766,Kohlhiesel's Daughters,None,None,None,None,6.4,314.0,None,Axel von Ambesser,None
20903426,Bada Kabutar,None,None,None,None,5.3,35.0,None,Deven Verma,None
797363,Olympia,None,None,None,None,None,None,None,None,None
6300110,Americano,None,None,None,None,5.9,1400.0,None,Kevin Noland,None
35247891,The Old Bus,None,None,None,None,None,None,None,Maurice Guillaux,None
601923,An American Rhapsody,970676.0,None,850255.0,40200.0,6.8,4500.0,None,Éva Gárdos,None
28786220,Attack of the 50 Ft. Woman,None,None,None,None,3.9,3200.0,4819.0,Christopher Guest,None
27889735,Heritage of the Desert,None,None,None,None,None,None,None,Irvin Willat,None
4459184,Scooby-Doo and the Ghoul School,None,None,None,None,6.8,5800.0,None,Charles Nichols,None
20737830,Hellbound,None,None,None,None,4.7,3800.0,None,Aaron Norris,None
23219350,Flakes,778.0,None,778.0,311.0,5.9,3500.0,None,Michael Lehmann,None
16799338,Mother Lode,None,5500000.0,None,None,5.8,1600.0,None,Charlton Heston,None
33382075,Treevenge,None,None,None,None,7.3,2700.0,None,Jason Eisener,None
2963323,Guizi lai le,18944.0,None,18944.0,3227.0,8.2,8400.0,None,Wen Jiang,None
27361432,The Redhead and the Cowboy,None,None,None,None,6.3,375.0,None,Leslie Fenton,None
9481706,5 de chocolate y 1 de fresa,None,None,None,None,7.3,59.0,None,Carlos Velo,None
25499986,Ghost Game,None,200000.0,None,None,2.6,599.0,None,Joe Knee,None
18964317,C Kkompany,1135200.0,None,None,None,5.5,1300.0,None,Sachin Yardi,None
2375811,Jason Goes To Hell: The Final Friday,15935068.0,3000000.0,15935068.0,7552190.0,4.1,36000.0,4165.0,Adam Marcus,None
14356760,The Road a Year Long,None,None,None,None,6.9,176.0,None,Giuseppe De Santis,None
12151083,Another Job for the Undertaker,None,None,None,None,4.7,234.0,None,Edwin S. Porter,None
1528430,Beavis and Butt-head Do America,63118386.0,12000000.0,63118386.0,20114233.0,6.8,60000.0,None,Mike Judge,None
1908040,Three,1691811.0,None,None,None,6.1,3900.0,None,Peter Ho-Sun Chan,None
15097405,Macbeth,None,None,None,None,5.0,6.0,None,William Shakespeare,None
20631892,Sagar alias Jackie,None,8000000.0,None,None,5.3,1100.0,None,Amal Neerad,None
29728734,Apollo 18,26236153.0,5000000.0,17687709.0,8704271.0,5.2,57000.0,None,Gonzalo López-Gallego,None
35306910,The ABCs of Death,23589.0,None,21832.0,10110.0,4.7,20000.0,None,Kaare Andrews,None
3303044,Son of Dracula,None,None,None,None,6.1,6100.0,None,Robert Siodmak,None
22588310,Autumn Has Already Started,None,None,None,None,7.5,348.0,None,Mikio Naruse,None
3093681,Across the Wide Missouri,None,5000000.0,None,None,6.2,2200.0,None,William A. Wellman,None
11805834,An Act of Conscience,None,None,None,None,7.1,59.0,None,Robbie Leppzer,None
24548846,When the Boys Meet the Girls,None,None,None,None,4.9,271.0,None,Alvin Ganzer,None
9178715,Salute to the Marines,None,None,None,None,6.4,265.0,None,S. Sylvan Simon,None
31156339,Bhramachari,None,None,None,None,None,None,None,Sasikumar,None
36319039,BBD,None,None,None,None,None,None,None,None,None
892265,Bratz: Starrin & Stylin',None,None,None,None,5.7,286.0,None,Nick Rijgersberg,None
28467442,Looking Into the Eyes of the Sun,None,None,None,None,7.1,57.0,None,Veljko Bulajic,None
5552960,American Ninja 3: Blood Hunt,902152.0,None,902152.0,222252.0,3.7,5700.0,None,Cedric Sundstrom,None
7604698,The Good Die Young,None,None,None,None,6.7,1400.0,None,Lewis Gilbert,None
10653357,Cthulhu,None,None,None,None,3.8,144.0,None,Damian Heffernan,None
23181686,A Kind of America,856027.0,None,None,None,6.9,5100.0,None,Gábor Herendi,None
32445833,Squatter's Rights,None,None,None,None,None,None,None,None,None
33068668,Naanu Naane,None,None,None,None,5.2,10.0,None,D. Rajendra Babu,None
4314167,Jumping Ship,None,None,None,None,6.0,2000.0,None,Michael Lange,None
14462282,Conquest of the Pole,None,None,None,None,6.9,1100.0,None,Georges Méliès,None
14250331,Woodstock Villa,971382.0,None,None,None,3.5,428.0,None,Hansal Mehta,None
29885579,Swarg Yahan Narak Yahan,None,None,None,None,6.7,85.0,None,Vimal Kumar,None
29823740,The Confession,None,None,329954.0,None,7.8,4700.0,None,Costa-Gavras,None
14682789,Precautions Against Fanatics,None,None,None,None,5.7,842.0,None,Werner Herzog,None
3154528,Just Friends,51024243.0,None,32619671.0,9275000.0,6.2,125000.0,1413.0,Roger Kumble,None
32309840,Odor of the Day,None,None,None,None,6.7,291.0,None,Arthur Davis,None
9244846,How to Play Golf,None,None,None,None,7.1,643.0,None,Jack Kinney,None
5673502,Lydia,None,None,None,None,6.3,872.0,None,Julien Duvivier,None
36301383,The Wizzard of Krudd,None,None,None,None,None,None,None,None,None
31867026,Burn Your Tires,None,None,None,None,None,None,None,None,None
10459622,The Squeeze,2228951.0,22000000.0,2228951.0,1380800.0,4.8,1400.0,None,Roger Young,None
28807716,Dead Body on Broadway,None,None,None,None,5.8,142.0,None,Harald Reinl,None
37182634,Body Language,None,None,None,None,5.1,340.0,None,Arthur Allan Seidelman,None
33372085,The Good Doctor,51017.0,6000000.0,5206.0,3180.0,5.5,7200.0,None,Lance Daly,None
27691005,Polizón a bordo,None,None,None,None,6.9,9.0,None,Florián Rey,None
20554131,Gardens of the Night,11436.0,2300000.0,11436.0,3072.0,6.8,4600.0,None,Damian Harris,None
32240381,Kill the Love,None,None,None,None,5.5,28.0,None,Jong-jae Im,None
15684115,The Brute Man,None,None,None,None,4.4,1500.0,None,Jean Yarbrough,None
18406924,Dayo: Sa Mundo ng Elementalia,None,56000000.0,None,None,7.0,48.0,None,Robert Quilao,None
24656041,A Helpful Sisterhood,None,None,None,None,5.5,74.0,None,Van Dyke Brooke,None
24668912,The Whore,None,240000.0,None,None,2.8,697.0,None,Reinert Kiil,None
18491793,Solitary Birds,None,None,None,None,None,None,None,None,None
28858048,Szwadron,None,None,None,None,6.2,237.0,None,Juliusz Machulski,None
26356109,The Desert Island,None,None,None,None,6.6,57.0,None,Yonggang Wu,None
34008984,Reminiscences,None,None,None,None,9.3,51.0,None,Juan Daniel F. Molero,None
14741396,Son of the Shark,None,None,None,None,6.8,327.0,None,Agnès Merlet,None
2243921,Gone Nutty,None,None,None,None,7.3,4300.0,None,Carlos Saldanha,None
24757550,The Greenery and the Road,None,None,None,None,7.0,96.0,None,Vijay Bhatt,None
18907411,Campbell's Kingdom,None,None,None,None,6.3,893.0,None,Ralph Thomas,None
7849254,Underfunded,None,None,None,None,5.6,201.0,None,John Fortenberry,None
13681543,A Loving Father,77735.0,None,None,None,6.2,629.0,None,Jacob Berger,None
34611018,Very Mean Men,None,4500000.0,None,None,6.0,290.0,None,Tony Vitale,None
27983222,Balaraju Katha,None,None,None,None,7.3,13.0,None,Bapu,None
886596,Duplessis,None,None,None,None,8.5,94.0,None,Jean Lapointe,None
24795230,Happy husbands,None,None,None,None,5.8,475.0,None,Saji Surendran,None
33184757,The Lambeth Walk,None,None,None,None,6.8,43.0,None,Albert de Courville,None
5961786,Swing Vote,None,None,None,None,5.9,544.0,None,David Anspaugh,None
27375017,The Good Guys and the Bad Guys,None,None,108042.0,None,6.1,1500.0,None,Burt Kennedy,None
7876732,Hero,None,None,None,None,6.3,42.0,None,Vijaya Baapineedu,None
18491403,The Poet and the Bear,None,None,None,None,None,None,None,None,None
3654204,The River,53357.0,None,None,None,7.4,6700.0,None,Jean Renoir,None
24226426,Demon of the Sea,None,None,None,None,3.7,29.0,None,Michael Curtiz,None
25062138,Hero,None,None,None,None,None,None,None,None,None
12493658,Ukhod Velikovo Startsa,None,None,None,None,5.6,103.0,None,Yakov Protazanov,None
29140791,A Useful Life,21525.0,350000.0,None,None,6.4,1000.0,None,Federico Veiroj,None
29075630,The Dark Knight Rises,1085067637.0,250000000.0,448149584.0,160887295.0,8.4,1800000.0,374.0,Christopher Nolan,None
21809450,H. H. Holmes: America's First Serial Killer,None,None,None,None,6.3,1900.0,None,John Borowski,None
6336151,The Wizard of Oz,None,None,612300.0,None,6.6,429.0,None,Fumihiko Takayama,None
18189371,Tracey Ullman in the Trailer Tales,None,None,None,None,6.6,133.0,None,Tracey Ullman,None
20382784,"Cry Blood, Apache",None,None,None,None,3.4,677.0,None,Jack Starrett,None
30177119,Adhikar,None,None,None,None,6.2,52.0,None,Chitrayug,None
1918376,Ida Makes a Movie,None,None,None,None,7.8,41.0,None,Kit Hood,None
22451495,Looking for an Echo,13465.0,None,13465.0,8000.0,6.6,347.0,None,Martin Davidson,None
31156945,Nilavupole,None,None,None,None,6.4,105.0,None,B.V. Ramana,None
31448187,A Regular Frankie Fan,None,None,None,None,8.2,56.0,None,Scott Mabbutt,None
7210118,Land of Look Behind,None,None,None,None,7.7,115.0,None,Alan Greenberg,None
6947166,The Nifty Nineties,None,None,None,None,6.6,541.0,None,Riley Thomson,None
32362586,Commissionaire,None,None,None,None,None,None,None,Edward Dryhurst,None
7885996,The Catered Affair,None,1008000.0,None,None,7.4,3700.0,None,Richard Brooks,None
30014351,Benedict Arnold: A Question of Honor,None,None,None,None,6.5,534.0,None,Mikael Salomon,None
25064595,You Are What You Eat,None,None,None,None,5.8,79.0,None,Barry Feinstein,None
4901019,Pullet Surprise,None,None,None,None,6.2,123.0,None,Darrell Van Citters,None
2773212,Winnie the Pooh and the Honey Tree,None,None,None,None,8.0,4600.0,None,Wolfgang Reitherman,None
28054698,A Turtle's Tale: Sammy's Adventures,70627617.0,None,None,None,6.0,7900.0,None,Ben Stassen,None
36426165,Bhale Thammudu,None,None,None,None,5.5,626.0,None,Kishore Kumar Pardasani,None
22982386,Artificially Speaking,None,11000.0,None,None,9.6,14.0,None,Todd Lampe,None
12647360,Stowaway to the Moon,None,None,None,None,5.8,242.0,None,Andrew V. McLaglen,None
18575846,Thirteen Hours by Air,None,None,None,None,6.3,173.0,None,Mitchell Leisen,None
2742724,Ladies in Lavender,20421130.0,None,6765081.0,149224.0,7.0,12000.0,None,Charles Dance,None
18065990,The River Niger,None,None,None,None,6.0,290.0,None,Krishna Shah,None
33857489,Frenemies,None,None,None,None,5.0,5300.0,None,Daisy von Scherler Mayer,None
32072172,Heavy Metal vs. Dominator,None,None,None,None,None,None,None,None,None
14895549,Dark Horse,None,None,None,None,7.1,903.0,None,David Hemmings,None
13713940,Pachadlela,None,None,None,None,7.5,700.0,None,Mahesh Kothare,None
15451157,"Lucille Love, Girl of Mystery",None,None,None,None,6.5,24.0,None,Francis Ford,None
36262246,One More Try,None,None,None,None,6.0,227.0,None,Ruel S. Bayani,None
28341562,Ik Kudi Punjab Di,33211.0,None,None,None,7.2,73.0,None,Manmohan Singh,None
11096570,De Sade,None,None,1250000.0,None,4.2,752.0,None,Cy Endfield,None
5630352,Why Girls Love Sailors,None,None,None,None,6.0,531.0,None,Fred Guiol,None
13937599,Marriage Rows,None,None,None,None,None,None,None,Roscoe 'Fatty' Arbuckle,None
2667691,The Firemen's Ball,None,65000.0,None,None,7.4,12000.0,None,Milos Forman,None
19787835,Ye Olde Minstrels,None,None,None,None,6.1,56.0,None,Edward L. Cahn,None
12694582,Columbia: the tragic loss,None,None,None,None,None,None,None,None,None
25660562,The Hit,None,None,None,None,6.6,103.0,None,Assi Dayan,None
14899728,Nenu,None,None,None,None,6.5,83.0,None,E. Satthi Babu,None
10989569,Once Were Warriors,1608570.0,None,1608570.0,None,7.9,36000.0,None,Lee Tamahori,None
23799528,Foxglove,None,None,None,None,None,None,None,None,None
23150767,Code of Scotland Yard,None,None,None,None,6.6,282.0,None,George King,None
31206542,El cónsul de Sodoma,428293.0,None,None,None,5.8,425.0,None,Sigfrid Monleón,None
9633498,La Aventura explosiva,None,None,None,None,4.4,25.0,None,Ricardo Bauleo,None
8135642,Absolute Guitar,None,None,None,None,None,None,None,None,None
14127487,Luke's Fatal Flivver,None,None,None,None,None,None,None,Hal Roach,None
33902347,Fear Me Not,592494.0,None,None,None,6.3,1600.0,None,Kristian Levring,None
14608863,Scene of the Crime,None,None,None,None,4.9,262.0,None,Terence H. Winkless,None
21520076,Bodyguard,None,3000000.0,None,None,6.7,1300.0,None,Siddique,None
7430662,Hercules and Xena - The Animated Movie: The Battle for Mount Olympus,None,None,None,None,5.4,990.0,None,Lynne Naylor,None
23561071,The Jill & Tony Curtis Story,None,150000.0,None,None,7.3,26.0,None,Ian Ayres,None
14312185,Great Day in the Morning,None,None,None,None,6.4,1000.0,None,Jacques Tourneur,None
32456561,Seilergasse 8,None,None,None,None,5.9,30.0,None,Joachim Kunert,None
13869704,Donga Sachinollu,None,21000000.0,None,None,4.4,8.0,None,Raja Vannem Reddy,None
890861,The Idiot,None,None,None,None,8.3,2100.0,None,Evgeniy Mironov,None
13192034,Young and Dangerous,None,None,None,None,7.0,2000.0,None,Andrew Lau,None
30212243,Circus Kid,None,None,None,None,5.7,151.0,None,Wu Ma,None
10716425,Baharon Ki Manzil,None,None,None,None,None,None,None,S. Suleman,None
11613486,The Case of Lena Smith,None,None,None,None,6.5,45.0,None,Josef von Sternberg,None
12943401,Strangled Harmony,None,None,None,None,None,None,None,Bobby Burns,None
7565198,Daas,None,None,None,None,3.0,148.0,None,Babu Yogeswaran,None
11155843,Campfire,34835.0,None,34835.0,12598.0,7.0,682.0,None,Joseph Cedar,None
571383,Exorcist II: The Heretic,30749142.0,14000000.0,30749142.0,6735000.0,3.8,28000.0,3118.0,John Boorman,None
23023687,Cserepek,None,None,None,None,6.2,24.0,None,István Gaál,None
31153744,Kadalamma,None,None,None,None,None,None,None,Kunchacko,None
2145679,Live at St. Ann's Warehouse,None,None,None,None,None,None,None,None,None
6667989,Tormented,None,None,None,None,4.8,2900.0,None,Bert I. Gordon,None
27108516,Trapped: Haitian Nights,None,1500000.0,None,None,5.6,104.0,None,Marc Cayce,None
18095154,An Idyll of the Hills,None,None,None,None,None,None,None,Joseph De Grasse,None
3997811,The Three Stooges in Orbit,None,450000.0,None,None,5.6,998.0,None,Edward Bernds,None
4838011,Co-Ed Fever,None,None,None,None,None,None,None,None,None
8455372,The Tattooist,645898.0,3000000.0,None,None,5.1,3200.0,None,Peter Burger,None
12637837,Mad City,10541523.0,50000000.0,10541523.0,4649742.0,6.3,21000.0,None,Costa-Gavras,None
5106141,Malaamal Weekly,5946304.0,None,204612.0,75556.0,7.0,7600.0,None,Priyadarshan,None
20581050,Do Boon Pani,None,None,None,None,6.4,19.0,None,Khwaja Ahmad Abbas,None
8873152,Bad Blood,None,None,None,None,None,None,None,None,None
3543802,Fever Lake,None,None,None,None,2.6,1100.0,None,Ralph E. Portillo,None
34082617,The Border Town,None,None,None,None,6.9,87.0,None,Zifeng Ling,None
25989739,Falling in Love Again,None,None,None,None,6.5,28.0,None,Munro Ferguson,None
22606231,Mariken van Nieumeghen,None,None,None,None,6.4,253.0,None,Jos Stelling,None
1678722,Attack of the Giant Leeches,None,70000.0,None,None,3.7,4800.0,None,Bernard L. Kowalski,None
13304837,Evadaithe Nakenti,None,None,None,None,6.5,70.0,None,Jeevitha,None
15297491,A Dangerous Profession,None,None,None,None,6.0,722.0,None,Ted Tetzlaff,None
30469268,Six Bridges to Cross,None,None,1800000.0,None,6.7,689.0,None,Joseph Pevney,None
11604253,Sanky Panky,None,1000000.0,None,None,6.1,569.0,None,José Enrique Pintor,None
7743371,Buppah Rahtree Phase 2: Rahtree Returns,1708500.0,None,None,None,5.6,180.0,None,Yuthlert Sippapak,None
24816980,The Slams,None,None,259078.0,None,5.9,312.0,None,Jonathan Kaplan,None
