WikiID,Name,global_revenue,budget,gross_domestic,opening_weekend,rating_score,number_of_ratings,watched_rank,producer,release_year
29658091,Suraj,None,None,None,None,None,None,None,None,None
30257046,Kotti,None,None,None,None,None,None,None,None,None
18942294,The Left Hand of the Law,None,None,None,None,5.6,154.0,None,Giuseppe Rosati,None
23204906,Mary Christmas,None,None,None,None,6.6,527.0,None,John Schneider,None
30794325,The Utah Trail,None,None,None,None,5.4,64.0,None,Albert Herman,None
4484142,The Godfather of Green Bay,None,None,None,None,5.3,324.0,None,Pete Schwaba,None
16229441,Gautam Govinda,None,None,None,None,6.1,81.0,None,Subhash Ghai,None
28796807,Apoorva Sagodharargal,None,None,None,None,7.3,15.0,None,T.D. Raghavacharyal,None
8379262,Kokoda Front Line,None,None,None,None,5.8,262.0,None,Peter Bathurst,None
12773962,Midnight Ramble,None,None,None,None,6.4,42.0,None,Pearl Bowser,None
26096490,The Chalk Garden,None,None,None,None,7.2,2400.0,None,Ronald Neame,None
2386766,Under the Cherry Moon,10090429.0,None,10090429.0,3150924.0,5.0,3700.0,None,Prince,None
14984169,Starcrossed,None,None,None,None,None,None,None,None,None
14727790,Triangle,4641637.0,5000000.0,None,None,6.2,1900.0,None,Ringo Lam,None
36352336,Srimannarayana,None,None,None,None,3.9,273.0,None,Ravi C. Kumar,None
3831594,Criminal,1398053.0,None,929233.0,283209.0,6.4,11000.0,None,Gregory Jacobs,None
16167384,Kamarasu,None,None,None,None,4.6,10.0,None,Anbazhagan,None
13605428,A Little Journey,None,None,None,None,None,None,None,Robert Z. Leonard,None
3562174,The Old Grey Hare,None,None,None,None,7.6,1200.0,None,Robert Clampett,None
29832097,Cherche Fiance Tous Frais Payes,1395289.0,None,None,None,4.8,175.0,None,Aline Issermann,None
28996885,Psych 9,None,5000000.0,None,None,4.4,2300.0,None,Andrew Shortell,None
31819707,Challenging Impossibility,None,6500.0,None,None,8.7,82.0,None,Sanjay Rawal,None
3598844,Five Came Back,None,225000.0,None,None,7.1,2300.0,None,John Farrow,None
6853590,Aanai,None,None,None,None,5.5,25.0,None,Selva,None
7691128,The Soul's Cycle,None,None,None,None,None,None,None,Ulysses Davis,None
25468602,No Puedo Vivir Sin Ti,None,None,None,None,7.4,610.0,None,Leon Dai,None
22180695,Fair Game,25806953.0,22000000.0,9540691.0,651082.0,6.8,51000.0,None,Doug Liman,None
5906203,Seasons of the Heart,None,None,None,None,6.4,225.0,None,T.C. Christensen,None
6745330,...More Than 1000 Words,None,None,None,None,None,None,None,None,None
227884,Ten Minutes Older,None,None,None,None,None,None,None,None,None
24679493,The Cool Beans: We Need a Hit,None,None,None,None,None,None,None,None,None
2326278,Let the Love Begin,None,None,None,None,5.7,115.0,None,Mac Alejandre,None
2654186,Zodiac,84785914.0,65000000.0,33080084.0,13395610.0,7.7,581000.0,380.0,David Fincher,None
25826924,Decalogue X,None,None,None,None,8.3,3600.0,None,Krzysztof Kieslowski,None
2688309,Poseidon,181674817.0,160000000.0,60674817.0,22155410.0,5.7,109000.0,3978.0,Wolfgang Petersen,None
31155447,Pattuthoovaala,None,None,None,None,None,None,None,P. Subramaniam,None
7537130,Hung,None,None,None,None,None,None,None,None,None
884492,The Longest Most Meaningless Movie in the World,None,None,None,None,6.0,195.0,None,Vincent Patouillard,None
2317139,The Leopard Man,None,None,None,None,6.7,5800.0,None,Jacques Tourneur,None
381006,Semi-Tough,37187139.0,5700000.0,37187139.0,None,5.9,3400.0,None,Michael Ritchie,None
7541733,Seven and a match,None,None,None,None,6.5,303.0,None,Derek Simonds,None
23688018,Il Prezzo dell'onore,None,None,None,None,None,None,None,None,None
15079057,The Broncho Kid,None,None,None,None,None,None,None,Mack V. Wright,None
3370462,The Addiction,307308.0,None,307308.0,46448.0,6.4,11000.0,None,Abel Ferrara,None
34759980,Double Suicide of Sonezaki,None,None,None,None,6.8,185.0,None,Yasuzô Masumura,None
26622800,Aaghaat,None,None,None,None,8.3,50.0,None,Vikram Gokhale,None
10333128,Far from the Madding Crowd,None,None,None,None,7.4,953.0,None,Nicholas Renton,None
9102499,Transit,243784.0,None,None,None,6.3,443.0,None,Aleksandr Rogozhkin,None
31155815,Soosi,None,None,None,None,None,None,None,Kunchacko,None
35218175,Mondomanila,None,None,None,None,6.2,180.0,None,Khavn,None
7269514,Vamsi,None,80000000.0,None,None,4.6,788.0,None,Gopal B.,None
2622769,The Thief,None,None,None,None,None,None,None,None,None
26548166,Netherworld,None,None,None,None,4.3,1100.0,None,David Schmoeller,None
2783476,The Last American Virgin,5829781.0,None,5829781.0,None,6.3,9500.0,3100.0,Boaz Davidson,None
2385671,Trash,None,25000.0,None,None,6.1,2900.0,None,Paul Morrissey,None
16856054,Operation Amsterdam,None,None,None,None,6.4,816.0,None,Michael McCarthy,None
2853175,Agni Natchathiram,None,None,None,None,7.7,1400.0,None,Mani Ratnam,None
19128723,Best Wishes for Tomorrow,5309137.0,3000000.0,None,None,6.9,528.0,None,Takashi Koizumi,None
2010360,The Super Inframan,None,None,None,None,6.2,2200.0,None,Shan Hua,None
27509330,Another Chance,None,None,None,None,4.5,230.0,None,Jesse Vint,None
33668269,"São Paulo, Sociedade Anônima",None,None,None,None,8.1,937.0,None,Luiz Sérgio Person,None
3564280,The Road Home,6780490.0,None,1280490.0,None,7.8,14000.0,None,Yimou Zhang,None
1088677,The Draughtsman's Contract,2283233.0,320000.0,2256246.0,None,7.2,11000.0,None,Peter Greenaway,None
7343234,The Cook,None,None,None,None,6.6,1800.0,None,Roscoe 'Fatty' Arbuckle,None
3269412,NVA,5128614.0,None,None,None,5.6,1600.0,None,Leander Haußmann,None
32203920,The Skipper Surprised His Wife,None,753000.0,None,None,5.5,230.0,None,Elliott Nugent,None
25895346,The Crazy Family,None,None,None,None,7.1,946.0,None,Gakuryû Ishii,None
3632060,Gamera vs. Barugon,None,None,None,None,5.0,2700.0,None,Shigeo Tanaka,None
21022847,Floating Vessel,None,None,None,None,7.0,8.0,None,Teinosuke Kinugasa,None
26007945,The Crash,None,None,None,None,5.9,351.0,None,William Dieterle,None
18781711,Gun Crazy: A Woman From Nowhere,None,None,None,None,5.9,167.0,None,Atsushi Muroga,None
36311808,The Moonstone,None,None,None,None,None,None,None,Wilkie Collins,None
26074963,Georgekutty C/O Georgekutty,None,None,None,None,6.6,167.0,None,K.K. Haridas,None
20115153,Live at Red Rocks: Under a Blood Red Sky,None,None,None,None,8.4,897.0,None,Gavin Taylor,None
7133888,The Lost Patrol,None,254000.0,None,None,6.8,3500.0,None,John Ford,None
10551594,Dil Tera Diwana,None,None,None,None,6.2,124.0,None,B. Ramakrishnaiah Panthulu,None
28828721,The Black Rider,None,None,None,None,5.4,232.0,None,Wolf Rilla,None
957991,A Walk in the Sun,None,800000.0,None,None,6.9,4000.0,None,Lewis Milestone,None
30018178,Krishan Avtaar,None,None,None,None,6.1,41.0,None,Ashok Gaekwad,None
12060940,Beauty and the Beast,None,None,None,None,4.1,701.0,None,David Lister,None
13923983,Cleaning Up,None,None,None,None,None,None,None,Roscoe 'Fatty' Arbuckle,None
10784436,La Doublure,29414553.0,25320000.0,1926800.0,67552.0,6.6,11000.0,None,Francis Veber,None
19743387,Ashanti,None,None,None,None,5.5,136.0,None,Umesh Mehra,None
5130654,Big Helium Dog,None,None,None,None,5.7,412.0,None,Brian Lynch,None
12248294,"Que la barque se brise, que la jonque s'entrouvre",None,None,None,None,None,None,None,Rithy Panh,None
20600101,Sky Blue Pink,None,None,None,None,None,None,None,None,None
7245988,King of the Jungle,27841.0,None,27841.0,11652.0,5.9,588.0,None,Seth Zvi Rosenfeld,None
22593770,Fortunes of Captain Blood,None,None,None,None,5.7,370.0,None,Gordon Douglas,None
15079086,Tainá 2: A New Amazon Adventure,None,5800000.0,None,None,5.0,245.0,None,Mauro Lima,None
35571425,Antiviral,61808.0,3200000.0,None,None,5.7,15000.0,None,Brandon Cronenberg,None
1096485,The Gnome-Mobile,None,None,None,None,6.4,2400.0,None,Robert Stevenson,None
5953997,Mind The Gap,10637.0,None,10637.0,5503.0,7.0,995.0,None,Eric Schaeffer,None
26006081,Toonpur Ka Superrhero,662821.0,None,None,None,4.3,948.0,None,Kireet Khurana,None
16478181,Kiss or Kill,801728.0,2000000.0,796681.0,None,6.3,1400.0,None,Bill Bennett,None
23822535,Kuarup,None,None,None,None,5.4,117.0,None,Ruy Guerra,None
33899005,The Serpent's Tooth,None,None,None,None,None,None,None,Rollin S. Sturgeon,None
9994014,Blum,None,None,None,None,6.3,17.0,None,Julio Porter,None
21021179,Foreign Harbour,None,None,None,None,5.7,90.0,None,Hampe Faustman,None
17947984,Cyrano de Bergerac,None,None,None,None,7.6,185.0,None,Matthew Diamond,None
2560639,Ebba the Movie,None,None,None,None,6.7,254.0,None,Johan Donner,None
9652391,Right Cross,None,873000.0,None,None,6.0,509.0,None,John Sturges,None
1915264,"Mirror, Mirror",None,None,None,None,5.5,2100.0,None,Marina Sargenti,None
3161671,Ophelia Learns to Swim,None,None,None,None,None,None,None,None,None
22537025,Plaza Suite,None,None,1669403.0,None,6.5,2800.0,None,Arthur Hiller,None
27932459,The Giant of Metropolis,None,None,None,None,4.7,439.0,None,Umberto Scarpelli,None
4075105,The Hellstrom Chronicle,None,None,39767.0,None,7.4,929.0,None,Walon Green,None
31323128,"Piloten, Propeller und Turbinen",None,None,None,None,None,None,None,Jürgen Thierlein,None
13385844,Calabuch,None,None,None,None,7.3,1200.0,None,Luis García Berlanga,None
22555727,The Life of General Villa,None,None,None,None,6.3,70.0,None,Christy Cabanne,None
5829473,Human Wreckage,None,None,None,None,7.3,24.0,None,John Griffith Wray,None
13860081,The Dawn Patrol,None,None,None,None,7.5,3400.0,None,Edmund Goulding,None
19278544,Always Brando,None,2500000.0,None,None,7.2,50.0,None,Ridha Behi,None
17232982,Lifecycles: A Story of AIDS in Malawi,None,None,None,None,None,None,None,None,None
34952682,El Icha,None,None,None,None,9.2,8.0,None,Walid Tayaa,None
31025782,Del suelo no paso,None,None,None,None,None,None,None,None,None
3409175,The Matador,17356268.0,12500000.0,12594698.0,69100.0,6.7,46000.0,None,Richard Shepard,None
33514911,The Wine of Life,None,None,None,None,None,None,None,Arthur Rooke,None
27622327,Undercover,None,None,None,None,4.9,404.0,None,John Stockwell,None
18225554,It's Alive,1035267.0,10000000.0,None,None,3.5,3000.0,None,Josef Rusnak,None
21972773,Guiness Vision,None,None,None,None,None,None,None,V. Krishnamurthy,None
16537250,Strong Boy,None,None,None,None,4.4,56.0,None,John Ford,None
21749537,All Night Long,None,None,None,None,5.7,808.0,None,Katsuya Matsumura,None
17179537,Shriek of the Mutilated,None,None,None,None,4.0,1100.0,None,Michael Findlay,None
9308553,Solution,None,None,None,None,None,None,None,None,None
29065765,Yankee Doodle in Berlin,None,None,None,None,5.5,783.0,None,F. Richard Jones,None
1712875,Company,None,70000000.0,None,None,8.0,16000.0,None,Ram Gopal Varma,None
13696763,The Foreman of the Jury,None,None,None,None,None,None,None,Mack Sennett,None
27994466,Fight for Us,None,None,None,None,6.9,163.0,None,Lino Brocka,None
27456082,STILL BLACK: a portrait of black transmen,None,None,None,None,None,None,None,None,None
12308463,Die Glückspuppe,None,None,None,None,None,None,None,Jacob Fleck,None
9994018,Una Cabaña en la pampa,None,None,None,None,None,None,None,None,None
1829331,Yamakasi,1297401.0,15000000.0,184441.0,None,6.1,13000.0,None,Ariel Zeitoun,None
33924780,The Dagger,None,None,None,None,8.5,3500.0,None,Miroslav Lekic,None
24965399,Terminator II,None,None,None,None,4.3,1800.0,None,Bruno Mattei,None
23955746,Fading of the Cries,None,450000.0,None,None,3.0,1700.0,None,Brian A. Metcalf,None
32895441,The Silence of Dean Maitland,None,None,None,None,None,None,None,Raymond Longford,None
32945968,Três Irmãos,None,None,None,None,6.9,199.0,None,Teresa Villaverde,None
33302462,Confession of Murder,21701525.0,None,None,None,7.0,11000.0,None,Byung-gil Jung,None
10970123,Teen-Age Strangler,None,None,None,None,2.3,1000.0,None,Ben Parker,None
29626924,The Vulture,None,None,None,None,7.9,1300.0,None,Ferenc András,None
33260592,Under the Tree,None,None,None,None,6.8,69.0,None,Garin Nugroho,None
6214495,Aap Ki Khatir,417460.0,None,None,None,3.9,971.0,None,Dharmesh Darshan,None
33429036,"Help, My Bride Steals",None,None,None,None,5.9,54.0,None,Werner Jacobs,None
27758396,The Large Rope,None,None,None,None,6.1,205.0,None,Wolf Rilla,None
23345307,Quilombo,None,None,None,None,6.5,487.0,None,Carlos Diegues,None
3612689,World for Ransom,None,120000.0,None,None,5.8,591.0,None,Robert Aldrich,None
21657435,Abudasse kale,None,None,None,None,None,None,None,Kumar Wickremasooriya,None
5377390,Shootout at Lokhandwala,9291694.0,None,289232.0,158227.0,7.1,11000.0,None,Apoorva Lakhia,None
23983494,The Journey,None,None,None,None,7.1,807.0,None,Fernando E. Solanas,None
13822592,The Dollar-a-Year Man,None,None,None,None,7.3,20.0,None,James Cruze,None
31881881,Accused No. 3,None,None,None,None,None,None,None,None,None
13080204,Kid Speed,None,None,None,None,5.8,259.0,None,Larry Semon,None
33911045,Fastest,35963.0,1000000.0,None,None,7.7,2400.0,None,Mark Neale,None
14930873,I am Twenty,None,None,None,None,7.8,1600.0,None,Marlen Khutsiev,None
9994011,La Buscona,None,None,None,None,None,None,None,None,None
6434159,No Such Thing,62703.0,None,62703.0,25324.0,6.0,4400.0,None,Hal Hartley,None
20891507,Geet,None,None,None,None,5.8,76.0,None,Partho Ghosh,None
20223340,Homage to Chagall: The Colours of Love,None,400000.0,None,None,6.8,48.0,None,Harry Rasky,None
31155624,Agniputhri,None,None,None,None,None,None,None,M. Krishnan Nair,None
2278966,Rose Hobart,None,None,None,None,5.6,983.0,None,Joseph Cornell,None
7809854,The Legend of the North Wind,None,2000000.0,None,None,6.9,65.0,None,Maite Ruiz de Austri,None
2615418,Red Dust,None,408000.0,None,None,7.2,4800.0,None,Victor Fleming,None
1346925,5 Card Stud,None,None,None,None,6.4,4200.0,None,Henry Hathaway,None
35268045,Anima persa,None,None,None,None,6.9,1300.0,None,Dino Risi,None
28918965,Aszparuh,None,None,None,None,8.7,938.0,None,Ludmil Staikov,None
19090870,Traces of Stones,None,None,None,None,7.4,960.0,None,Frank Beyer,None
1662223,Odds Against Tomorrow,None,None,None,None,7.4,5300.0,None,Robert Wise,None
31773164,Words for Battle,None,None,None,None,6.6,260.0,None,Humphrey Jennings,None
33290083,Zombies of Mora Tau,None,None,None,None,5.1,1200.0,None,Edward L. Cahn,None
2974909,Bullshot,None,None,None,None,5.8,712.0,None,Dick Clement,None
14672535,Jeppe på bjerget,None,None,None,None,5.3,327.0,None,Kaspar Rostrup,None
32960328,Baat Ban Jaye,None,None,None,None,6.4,192.0,None,Bharat Rangachary,None
17048091,Boat People,15475087.0,None,None,None,7.6,1600.0,None,Ann Hui,None
33329632,Lovelorn Leghorn,14753.0,None,14753.0,12285.0,7.1,483.0,None,Robert McKimson,None
25090637,Bulldog Drummond's Peril,None,None,None,None,5.8,626.0,None,James P. Hogan,None
23341740,Boxboarders!,None,900000.0,None,None,5.0,250.0,None,Rob Hedden,None
3451589,Otoko-tachi no Yamato,39287114.0,None,None,None,6.4,2300.0,None,Jun'ya Satô,None
4759344,The Holy Man,3500800.0,None,None,None,5.8,142.0,None,Note Chern-Yim,None
16211880,Berkeley in the Sixties,None,None,None,None,7.4,767.0,None,Mark Kitchell,None
3781791,Johnny O'Clock,None,1000000.0,None,None,6.8,2600.0,None,Robert Rossen,None
3861321,Dead Friend,178161.0,1800000.0,None,None,6.0,2000.0,None,Tae-kyeong Kim,None
25886080,Totally Spies! The Movie,1315639.0,20000000.0,None,None,6.4,806.0,None,Pascal Jardin,None
31867069,Blood Surf,None,None,None,None,3.4,2600.0,None,James D.R. Hickox,None
35232209,Reclaiming Their Voice: The Native American Vote in New Mexico & Beyond,None,None,None,None,8.4,7.0,None,Dorothy Fadiman,None
34750611,Toula ou Le génie des eaux,None,None,None,None,7.0,35.0,None,Moustapha Alassane,None
24480957,Murder on Lenox Avenue,None,None,None,None,4.8,84.0,None,Arthur Dreifuss,None
3504445,Spermula,None,None,None,None,4.1,510.0,None,Charles Matton,None
924835,Airheads,5751882.0,None,5751882.0,1911739.0,6.2,55000.0,None,Michael Lehmann,None
30768148,Family of Spies,None,None,None,None,6.4,296.0,None,Powers Boothe,None
2231933,Good Girls Don't,None,None,None,None,7.4,90.0,None,Claudia Lonow,None
17782369,Turnabout,None,None,None,None,6.1,745.0,None,Hal Roach,None
4584210,Main Aisa Hi Hoon,None,None,None,None,4.9,1200.0,None,Harry Baweja,None
14972232,The Water Nymph,None,None,None,None,5.3,252.0,None,Mack Sennett,None
11258828,On the Edge of Innocence,None,None,None,None,6.1,584.0,None,Peter Werner,None
18623851,The Screwball,None,None,None,None,None,None,None,None,None
594219,Anna and the King of Siam,None,None,None,None,7.0,2600.0,None,John Cromwell,None
11268947,The Diary of Sacco and Vanzetti,None,None,None,None,None,None,None,David Rothauser,None
31155469,Kalithozhan,None,None,None,None,None,None,None,M. Krishnan Nair,None
18903909,Beef IV,None,None,None,None,7.2,1000.0,None,Peter Spirer,None
29321989,Frou-Frou,None,None,None,None,5.6,123.0,None,Augusto Genina,None
1267676,The Pigeon Egg Strategy,None,None,None,None,7.1,116.0,None,Max Makowski,None
33129532,Uma Aventura na Casa Assombrada,None,None,None,None,3.9,239.0,None,Carlos Coelho da Silva,None
12001,Terror of Mechagodzilla,None,None,None,None,6.1,5400.0,None,Ishirô Honda,None
2380844,Grizzly Man,4064179.0,None,3178403.0,269131.0,7.8,60000.0,4417.0,Werner Herzog,None
12662464,Garibaldi,None,None,None,None,6.3,448.0,None,Roberto Rossellini,None
6163214,Working Girls,1777378.0,300000.0,1777378.0,None,6.7,1500.0,None,Lizzie Borden,None
13972163,Sunflower,28146.0,None,23919.0,4195.0,7.2,718.0,None,Yang Zhang,None
25800671,Mr. Broadway,None,None,None,None,5.9,27.0,None,Johnnie Walker,None
2144775,The Man from Laramie,5957.0,None,None,None,7.3,12000.0,None,Anthony Mann,None
2528686,Flying Down to Rio,None,462000.0,None,None,6.6,3900.0,None,Thornton Freeland,None
459586,The Devils,None,None,1133022.0,None,7.8,18000.0,4913.0,Ken Russell,None
17472569,Main Street on the March!,None,None,None,None,6.5,167.0,None,Edward L. Cahn,None
25689802,Murder in Three Acts,None,None,None,None,6.2,2200.0,None,Gary Nelson,None
2088578,A Trip Through the Walt Disney Studios,None,None,None,None,None,None,None,None,None
12000,Godzilla vs. Biollante,None,5000000.0,None,None,6.5,6400.0,None,Kazuki Ômori,None
29079027,Tom's Midnight Garden,None,None,None,None,6.6,866.0,None,Willard Carroll,None
5209057,Raja Kumarudu,None,None,None,None,6.6,2000.0,None,K. Raghavendra Rao,None
27947356,Žiletky,None,None,None,None,6.5,68.0,None,Zdenek Tyc,None
29579355,Magic Rock,None,None,None,None,6.1,80.0,None,Aditya Chandora,None
34002232,The Devil Dancer,None,None,None,None,5.0,59.0,None,Fred Niblo,None
15591495,The Phantom Fortune,None,None,None,None,None,None,None,Robert F. Hill,None
23666748,La vendetta di Lady Morgan,None,None,None,None,6.2,281.0,None,Massimo Pupillo,None
23916223,Darkdrive,None,None,None,None,3.1,546.0,None,Phillip J. Roth,None
27965599,Cocktail,34577.0,None,None,None,6.5,65.0,None,Long Ching,None
31313763,Demon of Paradise,None,None,None,None,3.9,605.0,None,Cirio H. Santiago,None
35860423,Mappilai Vinayagar,None,None,None,None,7.4,239.0,None,Bhagyaraj,None
1033780,Charles Manson Superstar,None,None,None,None,6.5,463.0,None,Nikolas Schreck,None
18892608,P.U.N.K.S.,None,None,None,None,4.7,1500.0,None,Sean McNamara,None
23700104,Last of the Wild Horses,None,None,None,None,2.4,760.0,None,Robert L. Lippert,None
26513012,Big Guns,None,None,None,None,8.6,134.0,None,William Higgins,None
12934470,Gli uomini che mascalzoni!,None,None,None,None,6.8,450.0,None,Mario Camerini,None
20158062,A Secret Life,None,None,None,None,5.9,220.0,None,Larry Peerce,None
29108355,Comrades,None,None,None,None,7.3,912.0,None,Bill Douglas,None
23991829,2001 Maniacs: Beverly Hellbillys,None,None,None,None,3.1,2600.0,None,Tim Sullivan,None
34633322,A Daughter of the Poor,None,None,None,None,None,None,None,Edward Dillon,None
2533372,The Heroic Trio,None,None,None,None,6.5,4000.0,None,Johnnie To,None
22732414,Sweet Revenge,None,None,None,None,5.7,334.0,None,Jerry Schatzberg,None
12009929,Two-Minute Warning,None,6700000.0,None,None,6.2,4300.0,None,Larry Peerce,None
13993994,Greyfriars Bobby: The True Story of a Dog,721203.0,None,None,None,7.2,1800.0,None,Don Chaffey,None
13705385,Absolument fabuleux,6979170.0,76000000.0,None,None,4.5,1000.0,None,Gabriel Aghion,None
7792274,Thalaimagan,None,None,None,None,4.2,39.0,None,R. Sarathkumar,None
30596488,Snow White: The Sequel,50111.0,None,None,None,4.7,470.0,None,Picha,None
6135549,The Puppet Masters,8647042.0,None,8647042.0,4069057.0,5.9,9600.0,None,Stuart Orme,None
6801555,Pigskin Champions,None,None,None,None,7.7,7.0,None,Charles G. Clarke,None
11998,Godzilla vs. Megalon,None,760000.0,None,None,4.8,6500.0,None,Jun Fukuda,None
31155355,The Striker with Number 9,None,None,None,None,6.2,419.0,None,Pantelis Voulgaris,None
30261876,Detachment,1688710.0,None,72689.0,10739.0,7.7,95000.0,2551.0,Tony Kaye,None
6893869,Malaya,None,2396000.0,None,None,6.5,1400.0,None,Richard Thorpe,None
19149318,Le braghe del padrone,None,None,None,None,5.9,48.0,None,Flavio Mogherini,None
33417329,Malaya Marutha,None,None,None,None,9.0,45.0,None,Lalitha Ravi,None
