WikiID,Name,global_revenue,budget,gross_domestic,opening_weekend,rating_score,number_of_ratings,watched_rank,producer,release_year
1364293,They Knew What They Wanted,None,None,None,None,6.1,479.0,None,Garson Kanin,1940
29772142,Karayilekku Oru Kadal Dooram,None,None,None,None,6.6,17.0,None,Vinod Mankara,2011
26067101,Siam Sunset,None,None,None,None,6.4,1200.0,None,John Polson,1999
26623942,Kausthubham,None,None,None,None,None,None,None,None,None
9912533,Cuando los duendes cazan perdices,None,None,None,None,7.2,36.0,None,Luis Sandrini,1955
9548445,Archie: To Riverdale and Back Again,None,None,None,None,5.3,494.0,None,Dick Lowry,1990
32445576,Vinayaka Geleyara Balaga,None,None,None,None,None,None,None,V. Nagendra Prasad,2011
26878691,Mysterious Island,None,None,None,None,5.4,195.0,None,Cheh Chang,1982
10275424,Woman Hungry,None,None,None,None,None,None,None,Clarence G. Badger,1931
2314463,Electric Apricot: Quest For Festeroo,None,None,None,None,6.6,673.0,None,Les Claypool,2007
2487170,Troops,None,None,None,None,7.7,2600.0,None,Kevin Rubio,1997
25960460,Daddy and Them,6718.0,4000000.0,None,None,5.6,2500.0,None,Billy Bob Thornton,2001
13711159,The Sky Pirate,None,None,None,None,None,None,None,Roscoe 'Fatty' Arbuckle,1914
261237,The Gods Must Be Crazy,30031783.0,5000000.0,30031783.0,None,7.3,59000.0,4694.0,Jamie Uys,1980
21153158,Behind The Player: John 5,None,None,None,None,None,None,None,None,None
14631844,Joan the Woman,None,302976.0,None,None,6.4,627.0,None,Cecil B. DeMille,1916
14301436,Follow the Crowd,None,None,None,None,5.6,51.0,None,Alfred J. Goulding,1918
12008535,Rudo y Cursi,11169232.0,None,1827660.0,211460.0,6.7,9200.0,None,Carlos Cuarón,2008
4951456,Kinjite: Forbidden Subjects,3416846.0,5000000.0,3416846.0,1029058.0,5.5,3700.0,None,J. Lee Thompson,1989
36009421,Jay Vejay,None,None,None,None,5.6,30.0,None,L.V. Prasad,1977
13281430,My Name is Fame,344938.0,None,None,None,7.0,469.0,None,Lawrence Ah-Mon,2006
11633165,Innocence,None,None,None,None,8.1,19000.0,None,Zeki Demirkubuz,1997
21449578,Hamsun,50000.0,40000000.0,50000.0,7529.0,7.2,1700.0,None,Jan Troell,1996
23799443,Libertad bajo palabra,None,None,None,None,None,None,None,None,None
5708633,The Great New Wonderful,193968.0,500000.0,150142.0,39712.0,5.6,1600.0,None,Danny Leiner,2005
12053509,Loverboy,3960327.0,8500000.0,3960327.0,1653102.0,6.0,8600.0,None,Joan Micklin Silver,1989
7252019,Cally's Comet,None,None,None,None,None,None,None,Lloyd Lonergan,1911
3645672,I Fidanzati,None,None,None,None,7.6,2300.0,None,Ermanno Olmi,1963
29198000,Chandra Mukhi,None,None,None,None,3.9,869.0,None,Debaloy Dey,1993
1369204,Juarez,None,None,None,None,6.9,2500.0,None,William Dieterle,1939
21235485,Mesmerized,None,5654930.0,None,None,4.7,993.0,None,Michael Laughlin,1985
19494009,Klingende toner,None,None,None,None,None,None,None,Lau Lauritzen,1945
31323885,Soldat und Sportler,None,None,None,None,None,None,None,Rolf Losansky,1959
12371532,Chasing Ghosts: Beyond the Arcade,None,None,None,None,7.0,1400.0,None,Lincoln Ruchti,2007
24399617,Bruce Lee: The Lost Interview,None,None,None,None,8.6,123.0,None,Michael Rothery,1994
32104837,It Came Upon the Midnight Clear,None,None,None,None,7.5,635.0,None,Peter H. Hunt,1984
20334086,Vipers,None,9000000.0,None,None,3.3,1400.0,None,Bill Corcoran,2008
5915856,Ivar,None,None,None,None,4.6,69.0,None,T.K. Rajeev Kumar,2003
31137877,Boadicea,None,None,None,None,7.7,13.0,None,Sinclair Hill,1927
2647998,The Human Tornado,None,200000.0,None,None,6.1,1900.0,None,Cliff Roquemore,1976
21958879,Vent'anni,None,None,None,None,None,None,None,Giorgio Bianchi,1949
1254263,Shivers,None,185000.0,None,None,6.3,23000.0,4709.0,David Cronenberg,1975
20944359,Adventurer's Fate,None,None,None,None,7.4,53.0,None,José Mojica Marins,1958
11353896,Zindagi,None,None,None,None,6.9,36.0,None,Ravi Tandon,1976
24761154,My Friend Ganesha,449473.0,None,None,None,5.0,264.0,None,Rajiv S. Ruia,2007
27374355,Les Indiens sont encore loin,None,None,None,None,6.4,96.0,None,Patricia Moraz,1977
31304361,The Tango Player,None,None,None,None,6.2,38.0,None,Roland Gräf,1991
273431,Terrorama,None,None,None,None,7.0,78.0,None,Edwin Brienen,2001
16686643,One Small Step: The Story of the Space Chimps,None,None,None,None,7.8,13.0,None,David Cassidy,2003
7364373,The Covered Wagon,None,782000.0,None,None,6.6,734.0,None,James Cruze,1923
31026308,Sombra Verde,None,None,None,None,None,None,None,Juan Manuel Figueroa,2001
11996174,Aaj Ka Andha Kanoon,None,None,None,None,3.6,20.0,None,Amit Chandra Sahay,2003
7028314,The Little Hut,None,1662000.0,None,None,5.6,1000.0,None,Mark Robson,1957
31156641,Nariman,None,None,None,None,5.4,202.0,None,K. Madhu,2001
32224700,A Romance of Wastdale,None,None,None,None,6.2,10.0,None,Maurice Elvey,1921
19929835,Aftershock: Beyond the Civil War,None,None,None,None,None,None,None,None,None
25413122,Drums in the Deep South,None,300000.0,None,None,5.8,409.0,None,William Cameron Menzies,1951
5664529,Vixen!,None,26500.0,None,None,5.6,3100.0,None,Russ Meyer,1968
26776017,Right to Love,None,None,None,None,None,None,None,George Fitzmaurice,1920
29832307,The Thirteen Chairs,None,None,None,None,5.8,658.0,None,Nicolas Gessner,1969
24039457,ZA: Zombies Anonymous,None,None,None,None,4.7,727.0,None,Marc Fratto,2006
31322464,Youth Sports Festival,None,None,None,None,None,None,None,Andrew Thorndike,1951
5894429,Closing the Ring,1449091.0,23500000.0,None,None,6.5,4800.0,None,Richard Attenborough,2007
12788657,The Boston Strangler,9439.0,4100000.0,None,None,7.1,11000.0,None,Richard Fleischer,1968
31153831,Neela Ponman,None,None,None,None,None,None,None,Kunchacko,1975
27556929,Deadly Voyage,None,None,None,None,6.6,669.0,None,John Mackenzie,None
4300418,The Hero: Love Story of a Spy,5835846.0,530000000.0,285394.0,130200.0,5.5,2600.0,None,Anil Sharma,2003
29766415,Donald's Crime,None,None,None,None,7.1,871.0,None,Jack King,1945
30246289,33 Scenes from Life,870504.0,None,None,None,6.2,1000.0,None,Malgorzata Szumowska,2008
18109665,The Pine's Revenge,None,None,None,None,None,None,None,Joseph De Grasse,1915
9390791,Hermanas,179121.0,None,None,None,6.6,311.0,None,Julia Solomonoff,2005
29375144,The High Cost of Living,None,None,None,None,6.7,2200.0,None,Deborah Chow,2010
24196090,The World of Geisha,None,None,None,None,5.5,169.0,None,Tatsumi Kumashiro,1973
28028248,The House That Drips Blood on Alex,None,None,None,None,4.4,815.0,None,Brock LaBorde,2010
8669450,One Six Right,None,None,None,None,7.9,457.0,None,Brian J. Terwilliger,2005
10419077,Raampur Ka Lakshman,None,None,None,None,6.3,83.0,None,Manmohan Desai,1972
2154704,Choke Canyon,None,7000000.0,None,None,5.2,309.0,None,Charles Bail,1986
28301986,Dig That Uranium,None,None,None,None,6.1,313.0,None,Edward Bernds,1955
17780234,Banana Club,None,None,None,None,None,None,None,Chi-Wai Sin,1996
33059372,ChromeSkull: Laid to Rest 2,None,None,None,None,5.0,4000.0,None,Robert Hall,2011
3740032,Desperate,None,None,None,None,6.8,2500.0,None,Anthony Mann,1947
2659373,The Iron Maiden,None,None,None,None,6.3,555.0,None,Gerald Thomas,1962
17683792,Mighty Times: The Children's March,None,None,None,None,7.8,126.0,None,Robert Houston,2004
3873713,Lee Dae-ro Can't Die,4736013.0,None,None,None,6.3,91.0,None,Yeong-eun Lee,2005
28415406,The Last Trackers of the Outback,None,250000.0,None,None,None,None,None,Eric Ellena,2007
9380065,Alien Express,None,None,None,None,2.5,367.0,None,Turi Meyer,2005
164387,...And Justice for All,33300000.0,6000000.0,33300000.0,None,7.4,38000.0,None,Norman Jewison,1979
28937087,Children of Glory,71446.0,None,None,None,6.9,4400.0,None,Krisztina Goda,2006
24282217,The Naked Kitchen,638181.0,None,None,None,5.7,417.0,None,Ji-Yeong Hong,2009
7443859,The Final Impulse,None,None,None,None,None,None,None,Tom Ricketts,1914
7767613,Star!,None,14000000.0,None,None,6.4,2200.0,None,Robert Wise,1968
24863901,1 a Minute,None,None,None,None,6.3,241.0,None,Namrata Singh Gujral,2010
21373150,Mighty Mouse in the Great Space Chase,None,None,None,None,5.7,160.0,None,Ed Friedman,1982
10792038,Ethe Naasaval,None,100000.0,None,None,5.4,35.0,None,Puratchchidasan,1980
30002176,The Pagan,None,293000.0,None,None,6.8,416.0,None,W.S. Van Dyke,1929
164388,The Great Santini,4702575.0,4000000.0,4702575.0,83527.0,7.2,6800.0,None,Lewis John Carlino,1979
22985953,Beachhead,None,450000.0,None,None,5.7,1200.0,None,Stuart Heisler,1954
31723287,Great West End Theatres,None,None,None,None,8.7,18.0,None,Donald Sinden,None
7707787,Carmen,8132397.0,None,None,None,6.1,2300.0,None,Vicente Aranda,2003
1630107,A Zed & Two Noughts,None,None,None,None,7.2,7400.0,None,Peter Greenaway,1985
7572051,Made Men,None,6000000.0,None,None,5.9,1900.0,None,Louis Morneau,1999
11717027,Is There a Doctor in the Mouse?,None,None,None,None,None,None,None,None,None
22066590,The Bigamist,None,None,None,None,6.9,225.0,None,Luciano Emmer,1956
10628777,Peddarayudu,None,None,None,None,7.4,608.0,None,Ravi Raja Pinisetty,1995
3550323,Things to Do in Denver When You're Dead,529766.0,7000000.0,529766.0,44108.0,6.7,29000.0,None,Gary Fleder,1995
1072373,Minsaara Kanavu,None,None,None,None,6.7,1300.0,None,Rajiv Menon,1997
1765938,Convoy,22765081.0,12000000.0,22765081.0,None,6.3,18000.0,None,Sam Peckinpah,1978
7460227,The Bridge,None,10000.0,None,None,7.6,175.0,None,Brett Hanover,2006
19095614,The Castle,None,None,None,None,6.7,276.0,None,Rudolf Noelte,1968
21878654,SpongeBob vs. The Big One,None,None,None,None,7.3,769.0,None,Vincent Waller,None
18902861,14 Going on 30,None,None,None,None,6.3,363.0,None,Paul Schneider,1988
26615659,Swati,None,None,None,None,5.8,123.0,None,Kranthi Kumar,1986
3222645,The Net,None,None,None,None,None,None,None,None,None
20204625,Grampy's Indoor Outing,None,None,None,None,6.8,181.0,None,Dave Fleischer,1936
13613357,Grand Canary,None,None,None,None,6.8,115.0,None,Irving Cummings,1934
1305819,C.H.U.D.,4654423.0,1250000.0,4654423.0,1762922.0,5.6,14000.0,None,Douglas Cheek,1984
25790807,Sons of Cuba,None,450000.0,None,None,7.4,132.0,None,Andrew Lang,2009
12438366,Mehndi Waley Hath,None,None,None,None,None,None,None,Syed Noor,2000
32229606,Garryowen,None,None,None,None,None,None,None,George Pearson,1920
33495214,Zum Teufel mit der Penne,None,None,None,None,5.3,480.0,None,Werner Jacobs,1968
6752142,Good Morning Miss Dove,None,1470000.0,None,None,7.0,1100.0,None,Henry Koster,1955
12142896,Emperor of the Bronx,None,None,None,None,None,None,None,None,None
35847891,White Nights,None,None,None,None,None,None,None,Alexander Korda,1916
14494806,A Boy Named Sue,None,None,None,None,6.8,39.0,None,Julie Wyman,2000
32972053,Broken Chains,None,None,None,None,5.1,20.0,None,Allen Holubar,1922
13021375,The King of the Kitchen,None,None,None,None,None,None,None,Frank Griffin,1918
33514209,Mud and Soldiers,None,None,None,None,7.0,33.0,None,Tomotaka Tasaka,1939
9169526,Las Boludas,None,None,None,None,4.6,20.0,None,Víctor Dínenzon,1993
1031231,"Black Cat, White Cat",370787.0,None,351447.0,None,8.0,56000.0,None,Emir Kusturica,1998
9912537,La Delatora,None,None,None,None,5.6,9.0,None,Kurt Land,1955
27002888,La Marseillaise,None,None,None,None,7.0,1400.0,None,Jean Renoir,1938
13602366,The Seventh Bandit,None,None,None,None,None,None,None,Scott R. Dunlap,1926
6342767,The Insurgents,None,200000.0,None,None,4.7,331.0,None,Scott Dacko,2006
18524941,Nudist Colony of the Dead,None,35000.0,None,None,4.0,849.0,None,Mark Pirro,1991
18066159,The Sands of Kurobe,None,None,None,None,7.0,117.0,None,Kei Kumai,1968
19031505,The Girl on the Pier,None,None,None,None,5.7,120.0,None,Lance Comfort,1953
23666949,La Portatrice di pane,None,None,None,None,5.1,16.0,None,Maurice Cloche,1950
180917,Valiant Is the Word for Carrie,None,None,None,None,6.3,224.0,None,Wesley Ruggles,1936
6305925,The Astronaut Farmer,11130889.0,13000000.0,11003643.0,4454319.0,6.3,23000.0,None,Michael Polish,2006
196176,Straw Dogs,None,3251794.0,None,None,7.4,64000.0,3724.0,Sam Peckinpah,1971
34454683,"Agent 3S3, Massacre in the Sun",None,None,None,None,5.3,81.0,None,Sergio Sollima,1966
9944484,The Battle of Algiers,962002.0,800000.0,879794.0,64870.0,8.1,64000.0,None,Gillo Pontecorvo,1966
26600932,Oru Black And White Kudumbam,None,None,None,None,None,None,None,None,None
33872851,The Lone Wolf Meets a Lady,None,None,None,None,6.4,415.0,None,Sidney Salkow,1940
34702021,Chino,None,40000.0,None,None,8.4,94.0,None,Tulsi Ghimire,1991
3513305,The Weavers: Wasn't That a Time!,524203.0,None,524203.0,None,8.4,219.0,None,Jim Brown,1981
2509881,Critters 3,None,None,None,None,4.4,13000.0,None,Kristine Peterson,1991
19569910,Time of Eve,None,None,None,None,7.8,1400.0,None,Yasuhiro Yoshiura,None
12832450,Cipher in the snow,None,None,None,None,7.1,171.0,None,Keith J. Atkinson,1974
13091003,Kibera Kid,None,25000.0,None,None,8.2,47.0,None,Nathan Collett,2006
4040882,The World According to John Coltrane,None,None,None,None,None,None,None,None,None
28742538,City Beneath the Sea,None,None,None,None,5.1,738.0,None,Irwin Allen,1971
12409066,Kasak,None,None,None,None,4.6,70.0,None,Rajiv Babbar,2005
30437887,Thiruthalvaadi,None,None,None,None,6.6,46.0,None,K.G. Rajasekharan,1992
26137128,The Bone Snatcher,None,6000000.0,None,None,4.4,2800.0,None,Jason Wulfsohn,2003
23445121,No Impact Man: The Documentary,116349.0,None,100028.0,15215.0,6.6,1600.0,None,Laura Gabbert,2009
15739559,The Third Eye,None,None,None,None,4.6,12.0,None,James W. Horne,1920
32839744,Digger,None,None,None,None,None,None,None,None,None
34470083,Rollo and the Spirit of the Woods,1645512.0,12000000.0,None,None,6.2,1200.0,None,Olli Saarela,2001
30658112,The Seamstress,None,None,None,None,6.6,31.0,None,Martin Fric,1936
16304395,Enemy Territory,None,None,197791.0,None,6.2,951.0,None,Peter Manoogian,1987
748616,"Spring, Summer, Fall, Winter... and Spring",8945072.0,None,2380788.0,42561.0,8.0,86000.0,None,Kim Ki-duk,2003
36151270,Agneekaal,None,None,None,None,5.1,35.0,None,Abbas Alibhai Burmawalla,1990
33956317,The Catastrophe,None,10000.0,None,None,7.7,52.0,None,Michael Glover Smith,2011
30693170,Harumi,None,None,None,None,None,None,None,None,None
31505444,Blockade,None,692087.0,None,None,5.6,619.0,None,William Dieterle,1938
336846,Grease,396271103.0,6000000.0,190071103.0,8941717.0,7.2,294000.0,358.0,Randal Kleiser,1978
27463222,Vanishing on 7th Street,1671196.0,10000000.0,22729.0,2898.0,4.9,27000.0,None,Brad Anderson,2010
22256486,A Hundred and One Nights,None,None,None,None,6.5,1800.0,None,Agnès Varda,1995
3179118,I Clowns,None,None,None,None,7.0,2900.0,None,Federico Fellini,1970
3249964,House by the River,None,None,None,None,7.1,3900.0,None,Fritz Lang,1950
21906878,Pedro Páramo,None,None,None,None,7.1,355.0,None,Carlos Velo,1967
142911,Thunderbolt,None,None,None,None,5.6,52.0,None,Jack Gavin,1910
15007384,Le Grand jeu,None,None,None,None,7.2,422.0,None,Jacques Feyder,1934
31751930,Chanakya Chandragupta,None,None,None,None,7.5,70.0,None,N.T. Rama Rao,1977
23968563,Open All Night,None,None,None,None,6.0,55.0,None,George Pearson,1934
11692389,The Snow Queen,None,None,None,None,5.9,434.0,None,Julian Gibbs,2005
31256008,Tesha,None,None,None,None,6.8,6.0,None,Edwin Greenwood,1928
2316181,El derecho de nacer,None,None,None,None,6.8,67.0,None,Zacarías Gómez Urquiza,1952
6330031,Annie Laurie,None,916000.0,None,None,6.5,426.0,None,John S. Robertson,1927
8366514,Susan and God,None,1103000.0,None,None,5.9,1400.0,None,George Cukor,1940
3829646,What Have I Done To Deserve This?,None,None,None,None,7.1,11000.0,None,Pedro Almodóvar,1984
29146560,The Nut,None,None,None,None,6.5,291.0,None,Theodore Reed,1921
3310726,Yolanda and the Thief,None,2443322.0,None,None,5.9,1100.0,None,Vincente Minnelli,1945
20119316,Eoudong,None,None,None,None,5.7,54.0,None,Lee Jang-ho,1985
27874961,The Iron Rose,None,None,None,None,6.0,2200.0,None,Jean Rollin,1973
3033993,Becoming Jane,37311672.0,16500000.0,18670946.0,972066.0,7.0,64000.0,None,Julian Jarrold,2007
1588008,Heidi Fleiss: Hollywood Madam,34402.0,None,34402.0,14321.0,6.6,832.0,None,Nick Broomfield,1995
13291849,True Heart,None,None,None,None,5.1,1100.0,None,Catherine Cyran,1999
12491178,A Broken Life,None,None,None,None,None,None,None,None,None
5696825,The Dark Half,10611160.0,15000000.0,10611160.0,3250883.0,6.0,19000.0,None,George A. Romero,1993
6795113,Rettai Jadai Vayasu,None,None,None,None,5.1,154.0,None,Ajith Kumar,1997
30173306,Ab Insaf Hoga,None,None,None,None,5.1,43.0,None,Harish Shah,1995
30405742,Plug & Pray,None,None,None,None,7.1,151.0,None,Jens Schanze,2010
32852698,Sinners in the Sun,None,None,None,None,6.0,362.0,None,Alexander Hall,1932
254465,World Record,None,None,None,None,7.3,81000.0,3832.0,James Arnold Taylor,2003
32417200,André and Ursula,None,None,None,None,6.0,12.0,None,Werner Jacobs,1955
103021,Midnight Express,35000000.0,2300000.0,35000000.0,None,7.5,87000.0,2606.0,Alan Parker,1978
21793185,Az Életbe táncoltatott leány,None,None,None,None,5.4,17.0,None,Tamás Banovich,1964
24011583,In the Name of the Fatherland,None,None,None,None,6.8,69.0,None,Vsevolod Pudovkin,1943
33144131,Fly Away,None,None,None,None,6.3,374.0,None,Janet Grillo,2011
31025540,El Recuerdo de aquella noche,None,None,None,None,None,None,None,None,None
1940449,RoboCop 3,10696210.0,22000000.0,10696210.0,4304829.0,4.1,53000.0,2787.0,Fred Dekker,1993
8973241,Emperor's Dream,None,None,None,None,None,None,None,None,None
18496109,The Stranger,None,None,None,None,6.5,80.0,None,Götz Spielmann,2000
5261530,Carter’s Army,None,None,None,None,5.2,585.0,None,George McCowan,1970
5384210,Gagamboy,None,None,None,None,5.6,139.0,None,Erik Matti,2004
6795107,Aval Varuvala,None,None,None,None,6.2,330.0,None,Raj Kapoor,1998
2174795,Improper Conduct,None,None,None,None,7.9,125.0,None,Néstor Almendros,1984
30109815,Rogues' Regiment,None,None,None,None,6.5,193.0,None,Robert Florey,1948
73842,Gertie the Dinosaur,None,None,None,None,7.1,3600.0,None,Winsor McCay,1914
20433908,Adhikar,None,None,None,None,5.4,31.0,None,S.M. Sagar,1971
29551629,Tradition is a Temple,None,None,None,None,7.5,12.0,None,Darren Hoffman,2013
28649243,Martha,None,500000.0,None,None,7.5,2900.0,None,Rainer Werner Fassbinder,1974
27365295,Hell Boats,None,None,None,None,5.5,512.0,None,Paul Wendkos,1970
6703617,The Forbidden Kingdom,128792411.0,55000000.0,52075270.0,21401121.0,6.5,109000.0,None,Rob Minkoff,2008
14294670,Heart of the Storm,None,4500000.0,None,None,4.6,332.0,None,Charles Wilkinson,2004
22466518,There It Is,None,None,None,None,7.0,456.0,None,Harold L. Muller,1928
20545821,Burning Down Tomorrow,None,None,None,None,8.0,14.0,None,Kit Thomas,1990
6367133,Behind the Mask,None,75000.0,None,None,7.6,193.0,None,Shannon Keith,2006
21737016,Eagle's Wing,None,None,None,None,5.9,892.0,None,Anthony Harvey,1979
19389755,Asylum Seekers,None,1500000.0,None,None,4.4,1000.0,None,Rania Ajami,2009
29174042,Toll Booth,103821.0,None,None,None,6.4,4500.0,None,Tolga Karaçelik,2010
14907363,The Newer Way,None,None,None,None,None,None,None,B. Reeves Eason,1915
29851917,Jungle Bride,None,None,None,None,5.0,223.0,None,Harry O. Hoyt,1933
362719,Superman,300478449.0,55000000.0,134478449.0,7465343.0,7.4,184000.0,936.0,Richard Donner,1978
30353952,Hababam Sınıfı Tatilde,None,None,None,None,8.6,19000.0,None,Ertem Egilmez,1977
2870618,Boy called Twist,177.0,2400000.0,None,None,6.5,164.0,None,Tim Greene,2004
21271533,Bleeder,None,None,None,None,6.8,8900.0,None,Nicolas Winding Refn,1999
18821340,Yatrik,None,None,None,None,8.8,15.0,None,Kartick Chattopadhyay,1952
16055450,If They Tell You I Fell,None,None,None,None,5.5,442.0,None,Vicente Aranda,1989
33870773,Parie,None,None,None,None,None,None,None,Sudheer Attavar,2012
22308889,Ken Russell's Fall of the Louse of Usher,None,None,None,None,4.2,366.0,None,Ken Russell,2002
13706555,The Gypsy Queen,None,None,None,None,None,None,None,Mack Sennett,1913
17486320,Blue Pullman,None,None,None,None,7.9,62.0,None,James Ritchie,1960
7696753,Lord of the Flies,None,250000.0,None,None,6.9,20000.0,None,Peter Brook,1963
32148709,Dhan Dhana Dhan,None,None,None,None,None,None,None,Ramnath,2011
28327554,The Gamblers,None,None,None,None,6.2,34.0,None,Ron Winston,1970
31156816,Jalothsavam,None,None,None,None,5.0,82.0,None,Sibi Malayil,2004
17379289,Without Warning,None,150000.0,None,None,5.1,4500.0,None,Greydon Clark,1980
18037577,The Pipes o' Pan,None,None,None,None,None,None,None,Joseph De Grasse,1914
23066641,Rhodes of Africa,None,None,None,None,5.7,216.0,None,Berthold Viertel,1936
17960503,A Father for Brittany,None,None,None,None,6.0,263.0,None,Alan Metzger,1998
13919299,The Devil’s Gift,None,None,None,None,3.2,602.0,None,Kenneth J. Berton,1984
10705531,On the Beach,None,10000000.0,None,None,6.9,4100.0,None,Russell Mulcahy,2000
4459059,Trial and Error,14598571.0,None,13602831.0,4903529.0,5.8,7700.0,None,Jonathan Lynn,1997
6471697,Ajooba,None,None,None,None,5.2,1400.0,None,Shashi Kapoor,1991
413207,Taxi,None,53000000.0,None,None,7.0,88000.0,None,Gérard Pirès,1998
14886428,Johnny Smith and Poker-Huntas,None,None,None,None,6.0,148.0,None,Tex Avery,1938
34689049,A Song Goes Round the World,None,None,None,None,6.5,65.0,None,Richard Oswald,1933
36542079,Peter schießt den Vogel ab,None,None,None,None,5.1,115.0,None,Géza von Cziffra,1959
4069274,When Will I Be Loved,159429.0,None,159429.0,29103.0,4.4,3500.0,None,James Toback,2004
1643787,From the Drain,None,None,None,None,4.5,780.0,None,David Cronenberg,1967
3681139,Necessary Roughness,26255594.0,13500000.0,26255594.0,6513130.0,6.2,13000.0,None,Stan Dragoti,1991
35923481,L'Enquête Corse,19035653.0,None,None,None,5.8,4200.0,None,Alain Berbérian,2004
11013589,Der Mann im Pyjama,None,None,None,None,6.5,49.0,None,Christian Rateuke,1981
26205476,Song of the Islands,None,None,None,None,6.2,278.0,None,Walter Lang,1942
20365034,Mera ur kärlekens språk,None,None,None,None,5.0,151.0,None,Torgny Wickman,1970
33843262,A Friend Is a Treasure,19957.0,None,None,None,7.1,12000.0,None,Sergio Corbucci,1981
8955475,Hurricane!,None,None,None,None,None,None,None,None,None
5685826,The Aviary,None,500000.0,None,None,7.0,46.0,None,Abe Levy,2005
24234630,Midnight Phantom,None,None,None,None,4.5,213.0,None,Bernard B. Ray,1935
5549065,Sweeney Todd: The Demon Barber of Fleet Street,153383627.0,50000000.0,52898073.0,9300805.0,7.3,382000.0,531.0,Tim Burton,2007
14543900,Raju Chacha,402226.0,None,194698.0,123989.0,5.1,2200.0,None,Anil Devgan,2000
35567084,I AM.,None,None,None,None,7.1,148.0,None,Jin-sung Choi,2012
24364162,Nidhiyude Katha,None,100000.0,None,None,None,None,None,Vijayakrishnan,1986
14739568,Hula-La-La,None,None,None,None,7.0,307.0,None,Hugh McCollum,1951
37067980,The Lady from Peking,None,None,None,None,6.3,40.0,None,Eddie Davis,1971
22644083,De Blanke Slavin,None,None,None,None,None,None,None,None,None
171058,Chaplin,9493259.0,31000000.0,9493259.0,84669.0,7.5,61000.0,1215.0,Richard Attenborough,1992
2608958,Nothing to Lose,44480039.0,25000000.0,44480039.0,11617767.0,6.7,49000.0,None,Steve Oedekerk,1997
