producer,producer_popularity,year,movie_title,wikipedia_movie_id,movie_score
Craig Bolotin,0.0,1992.0,That Night,8572609,55.29491309517811
Kenneth Branagh,49.81917993233992,1992.0,Peter's Friends,227231,69.98388158235528
Mani Ratnam,44.60041896721816,1992.0,Roja,4521534,76.65753726576399
Roland Joffé,74.59472416670327,1992.0,City of Joy,9538297,69.91318264595753
Ryû Murakami,0.0,1992.0,Tokyo Decadence,844335,57.06640799600765
Ron Shelton,48.20230187583656,1992.0,White Men Can't Jump,1665752,75.96063982572794
Michael Apted,70.45865688715591,1992.0,Thunderheart,2951841,72.74728091367336
Billy Crystal,0.0,1992.0,Mr. Saturday Night,1367554,66.03432200572186
John Turturro,0.0,1992.0,Mac,24380314,60.11859027024804
Dale Launer,0.0,1992.0,Love Potion No. 9,2167727,58.16180404071596
Robert Redford,51.16908119838294,1992.0,A River Runs Through It,6286627,76.69338886351515
M. Night Shyamalan,0.0,1992.0,Praying with Anger,872342,52.27502615362176
Tsutomu Shibayama,71.02493804338798,1992.0,Doraemon: Nobita and the Kingdom of Clouds,18612902,74.57020920222392
Allison Anders,21.66099099188381,1993.0,Mi Vida Loca,8554522,66.36441481673221
Daniel Algrant,0.0,1993.0,Naked in New York,5203014,57.61340514091855
Thomas Schlamme,20.785233075700233,1993.0,So I Married an Axe Murderer,212671,69.29585639869885
Penelope Spheeris,63.74788908254785,1993.0,The Beverly Hillbillies,1853921,63.855853536254806
Chris Hegedus,0.0,1993.0,The War Room,484876,68.87054162358567
John Woo,71.83489114424657,1993.0,Hard Target,1631497,71.76693346740977
Chris Columbus,78.0931756610348,1993.0,Mrs. Doubtfire,348737,81.38416146272998
Phil Nibbelink,24.48077716233432,1993.0,We're Back! A Dinosaur's Story,5002289,65.74205737772006
John Tatoulis,0.0,1993.0,The Silver Brumby,32624608,59.73329230448308
Billy Weber,0.0,1993.0,Josh and S.A.M.,3383848,59.89038676456474
Anthony Minghella,23.016563332351698,1993.0,Mr. Wonderful,10844001,62.60305658686358
Sheldon Lettich,45.906265604831866,1993.0,Only the Strong,1666550,66.36885834156601
Charles Martin Smith,38.10399987253185,1993.0,Fifty/Fifty,25840527,54.7213379112043
Thomas Carter,0.0,1993.0,Swing Kids,1439951,68.84496667661979
David Hayman,0.0,1993.0,The Hawk,9462004,45.981664814236
Bob Balaban,20.405439405352464,1993.0,My Boyfriend's Back,1032643,59.705268062488194
Jonathan Demme,76.66796427932302,1993.0,Philadelphia,468293,83.28601345890648
Ricky Tognazzi,0.0,1993.0,The Escort,24057387,59.793551834078265
Stephen Gyllenhaal,40.75203457381872,1993.0,A Dangerous Woman,23195993,59.67913196772157
Henry Winkler,20.799168035652055,1993.0,Cop and a Half,6169082,57.57100462091409
Stuart Gordon,64.43906543565612,1993.0,Fortress,2199665,64.38251358650398
James B. Harris,21.687432700423063,1993.0,Boiling Point,9906067,59.822154615679224
Kenny Ortega,45.70981723188527,1993.0,Hocus Pocus,1962219,74.57631534327219
Akira Kurosawa,72.72275417751318,1993.0,Madadayo,1942885,51.304259668597616
Chris Columbus,78.0931756610348,1993.0,Mrs. Doubtfire 2,6338428,81.38416146272998
Glenn Gordon Caron,23.43589535417227,1993.0,Wilder Napalm,6231069,51.20233743492919
Mel Brooks,71.388406406974,1993.0,Robin Hood: Men in Tights,556241,73.12426413473283
Robert De Niro,0.0,1993.0,A Bronx Tale,591309,78.14963686182317
Herbert Ross,69.7642335986731,1993.0,Undercover Blues,3301903,66.39031317206192
Bruce Joel Rubin,0.0,1993.0,My Life,5549799,73.12576373885503
Brian Gibson,40.073711269970225,1993.0,What's Love Got to Do with It,171066,76.99096209830435
Rob Cohen,20.21622792978302,1993.0,Dragon: The Bruce Lee Story,647756,76.28516149708379
Stephen Surjik,0.0,1993.0,Wayne's World 2,149113,70.7680555720646
Roman Polanski,72.32912059179974,1993.0,Bitter Moon,846354,69.33143457192449
David Price,0.0,1993.0,Children of the Corn: The Final Sacrifice,2821897,54.70806961707966
Lasse Hallström,68.82468993619054,1993.0,What's Eating Gilbert Grape,656608,76.27967823513809
Haile Gerima,0.0,1993.0,Sankofa,7505600,68.49615937213555
John Singleton,27.02330655365317,1993.0,Poetic Justice,1962192,68.86010882148351
Ismail Merchant,0.0,1993.0,In Custody,2776084,61.77066553951449
André Téchiné,36.812421676445716,1993.0,My Favorite Season,11191665,70.86923787753621
Lodge Kerrigan,0.0,1993.0,"Clean, Shaven",6476028,58.25001556113343
George A. Romero,71.90181809513918,1993.0,The Dark Half,5696825,66.04363132145656
Mark Jones,0.0,1993.0,Leprechaun,1688077,58.228258954293096
Manoel de Oliveira,0.0,1993.0,Abraham's Valley,19651855,50.71445396684157
Kaige Chen,0.0,1993.0,Farewell My Concubine,204774,77.20420249983502
Neal Israel,62.42219479572117,1993.0,Surf Ninjas,1386250,58.16424854914235
Michael Roemer,21.89216347199466,1993.0,Children of Fate: Life and Death in a Sicilian Family,12432673,50.734079027224986
Michael Steinberg,0.0,1993.0,"Bodies, Rest & Motion",24077357,58.12318518254778
Abel Ferrara,43.9877599266618,1993.0,Body Snatchers,5735467,58.61301140126238
E. Max Frye,0.0,1993.0,Amos & Andrew,5158963,64.01734977346858
Ken Loach,68.30530750742606,1993.0,Raining Stones,7094792,62.939361070820546
Sidney Lumet,66.32121456214604,1993.0,Guilty as Sin,664006,65.99443670353695
Ang Lee,21.200407332065904,1993.0,The Wedding Banquet,573304,74.81420006989237
Bill Duke,46.25859649899707,1993.0,The Cemetery Club,24402395,62.89848435550163
Jane Campion,44.83825508238672,1993.0,The Piano,133688,78.27224227462165
Jean-Marie Poiré,0.0,1993.0,Les Visiteurs,2191058,77.30736693343918
Sally Potter,0.0,1993.0,Orlando,917665,71.19057322477546
Stephen Poliakoff,19.079782998667557,1993.0,Century,1693851,50.38997476713032
Takeshi Kitano,0.0,1993.0,Sonatine,748895,63.158965178535034
John R. Cherry III,65.52070297983202,1993.0,Ernest Rides Again,4616725,54.117153566458995
Tom Stern,0.0,1993.0,Freaked,1614771,54.22708121685385
Joseph Sargent,58.616191028372576,1993.0,Skylark,11576690,50.678908171116774
Scott McGehee,0.0,1993.0,Suture,9331521,58.35338187242467
Jon Turteltaub,21.390735997173362,1993.0,Cool Runnings,1428132,78.34919497518754
Steven Spielberg,80.25176996427662,1993.0,Jurassic Park,68485,89.77952729996932
Richard Attenborough,72.4654965582894,1993.0,Shadowlands,1633134,76.0318721599888
Jim Abrahams,70.61236548769047,1993.0,Hot Shots! Part Deux,1416397,75.57088114026666
Kevin Altieri,0.0,1993.0,Batman: Mask of the Phantasm,311765,75.54623328372487
Robert Greenwald,42.37853582177859,1993.0,Hear No Evil,22520282,58.4985561343991
James Ivory,67.74406864406946,1993.0,The Remains of the Day,1577389,81.1792441788979
John Greyson,0.0,1993.0,Zero Patience,384673,58.2580064553885
Albert Pyun,57.49106180535696,1993.0,Nemesis,3066864,58.52170314056657
Leslie Megahey,0.0,1993.0,The Advocate,5629983,63.05815690407559
Phillip Noyce,71.00674841797463,1993.0,Sliver,11059900,66.10072836479026
Michael Lessac,0.0,1993.0,House of Cards,12095072,58.565289709234406
Victor Nunez,0.0,1993.0,Ruby in Paradise,2880294,66.06480380513233
Vincent Ward,21.78703459194641,1993.0,Map of the Human Heart,1551200,69.06142267968676
Joe Dante,69.21822220380673,1993.0,Matinee,6215998,71.28326851285298
John Badham,73.18200789435248,1993.0,Point of No Return,209549,69.06324968045708
Tomomi Mochizuki,0.0,1993.0,Ocean Waves,1974799,58.59667866956195
Michael Gottlieb,42.129413458582825,1993.0,Mr. Nanny,652255,50.563071029721065
Marcelo Piñeyro,0.0,1993.0,Tango Feroz,29229125,57.6277813537643
Peter Jackson,0.0,1993.0,Dead Alive,142588,71.17034643986122
Woody Allen,70.52185911002641,1993.0,Manhattan Murder Mystery,1228941,74.1131673956852
Martin Scorsese,80.65833288099482,1993.0,The Age of Innocence,5836236,75.93548584457544
Wim Wenders,72.15976882281394,1993.0,"Faraway, So Close!",3242749,67.40403652184801
Lina Wertmüller,41.35061516237342,1993.0,"Ciao, Professore!",7444392,66.31032217306026
James Lapine,22.94762426836178,1993.0,Life with Mikey,4211962,63.97302108464045
Mario Van Peebles,24.43875708683122,1993.0,Posse,733836,64.25571280550965
Richard Benjamin,65.32904735075147,1993.0,Made in America,3412440,65.86274884005388
John Duigan,67.73881589763336,1993.0,Wide Sargasso Sea,7185595,59.24443492747804
Jeffrey Lau,23.182818154760714,1993.0,The Eagle Shooting Heroes,4125882,63.96977114702861
Robert Klane,0.0,1993.0,Weekend at Bernie's II,1213319,59.15034338253502
Marshall Herskovitz,0.0,1993.0,Jack the Bear,3463730,67.41634054983139
Steve Rash,65.51304236873735,1993.0,Son in Law,3779953,68.29168567944856
Ray Müller,0.0,1993.0,"The Wonderful, Horrible Life of Leni Riefenstahl",3588667,70.91801643183405
Steven Spielberg,80.25176996427662,1993.0,Schindler's List,65834,92.23469257375798
Paul Mazursky,66.09743358153942,1993.0,The Pickle,25948394,45.094163172488045
Howard Davies,0.0,1993.0,The Secret Rapture,23675899,50.14097782947794
David S. Ward,70.84939438402165,1993.0,The Program,3475071,70.8872471148959
David Cronenberg,74.0338783063897,1993.0,M. Butterfly,452211,65.7791247878992
Tamra Davis,17.52489369510874,1993.0,CB4,1316128,68.48106637904982
Mike Figgis,63.32854359835412,1993.0,Mr. Jones,4464025,64.2679712325388
Steven Soderbergh,47.43753783185051,1993.0,King of the Hill,1158236,68.95004576337173
Krzysztof Kieslowski,24.227217014134155,1993.0,Three Colors: Blue,154635,72.81071916943009
Robert Altman,64.3947693698894,1993.0,Short Cuts,676038,75.13152220109193
John McNaughton,22.054597169703484,1993.0,Mad Dog and Glory,2861847,67.36360421734256
Rob Weiss,0.0,1993.0,Amongst Friends,19360778,54.43704928231834
Clint Eastwood,72.85796540609896,1993.0,A Perfect World,3555900,81.08242677209576
Emir Kusturica,21.280082683608253,1993.0,Arizona Dream,2094975,62.83191299846651
Ramón Menéndez,25.024681911287914,1993.0,Money for Nothing,3553915,58.8348446758866
Claude Chabrol,58.39331917792685,1993.0,Betty,32174547,58.86155813271052
Denys Arcand,46.86299711887449,1993.0,Love and Human Remains,1217278,62.817946020014425
Charles Grosvenor,0.0,1993.0,Once Upon a Forest,2611302,67.37667125512338
Duwayne Dunham,0.0,1993.0,Homeward Bound: The Incredible Journey,1212256,74.70836880323854
Barry Sonnenfeld,26.12275125639667,1993.0,For Love or Money,2590780,67.37708303642064
Tsutomu Shibayama,74.24512412393888,1993.0,Doraemon: Nobita and Tin-Plate Labyrinth,18612906,74.15969135777712
Fred Dekker,44.65112964410076,1993.0,RoboCop 3,1940449,54.45582849243339
Nick Castle,70.43359919322216,1993.0,Dennis the Menace,3447732,69.1687596822725
Rob Bowman,0.0,1993.0,Airborne,2501528,64.21889383514066
Guido Manuli,0.0,1993.0,To Want to Fly,16017183,58.93824838448203
Woo-Ping Yuen,22.240800139434516,1993.0,Iron Monkey,2048766,75.9440197123916
Scott M. Rosenfelt,0.0,1993.0,Family Prayers,27443027,63.18673226521246
Steve Barron,47.85732398828958,1993.0,Coneheads,1812216,63.99607076239613
Stephen Sommers,15.577208265834026,1993.0,The Adventures of Huck Finn,6819976,69.1632411868238
Jennifer Lynch,0.0,1993.0,Boxing Helena,77460,54.00345337193904
Wayne Wang,18.05623554408642,1993.0,The Joy Luck Club,5527808,79.02735142188315
Peter Bogdanovich,60.0374537147591,1993.0,The Thing Called Love,6939673,63.08052581301783
Pedro Almodóvar,70.98746342845659,1993.0,Kika,4525379,65.25028266235036
Wolfgang Petersen,72.52767181469814,1993.0,In the Line of Fire,676054,79.87819675297617
Tony Scott,72.60160271690421,1993.0,True Romance,441315,77.96756427891944
Jing Wong,69.6171892274324,1993.0,Fight Back to School III,1553031,64.58063768581184
József Gémes,0.0,1993.0,The Princess and the Goblin,15770250,66.56581809882152
John Schlesinger,69.40420499510027,1993.0,The Innocent,8862695,56.64658622889187
Guillermo del Toro,0.0,1993.0,Cronos,3080704,63.74007279701887
Joel Schumacher,72.05346255914993,1993.0,Falling Down,19625929,78.92461066525414
Shigeyasu Yamauchi,0.0,1993.0,Dragon Ball Z: Broly – The Legendary Super Saiyan,1565282,68.14438825376085
Donald Petrie,45.06737860006282,1993.0,Grumpy Old Men,1934018,76.51606306258824
Albert Hughes,0.0,1993.0,Menace II Society,682393,77.42880845120239
Nancy Savoca,42.71053367370761,1993.0,Household Saints,6899733,65.2761758759494
Dominic Sena,0.0,1993.0,Kalifornia,600209,66.86486473020378
Darrell Roodt,22.35903697009873,1993.0,Father Hood,7422533,56.712831645829
Kirk Wong,0.0,1993.0,Crime Story,1398485,67.89800418479894
Brian De Palma,69.59381450336213,1993.0,Carlito's Way,692661,81.78513523673345
Keva Rosenfeld,0.0,1993.0,Twenty Bucks,636056,56.81495911876156
Bille August,48.43410241722059,1993.0,The House of the Spirits,1020702,70.31123503777268
Mike Leigh,46.76229250915416,1993.0,Naked,1705391,72.26095496875942
Yôichi Sai,0.0,1993.0,All Under the Moon,25728672,52.00061467130481
Maggie Greenwald,0.0,1993.0,The Ballad of Little Jo,6288907,63.42815417850528
John McTiernan,79.20670921805561,1993.0,Last Action Hero,675832,75.02171800131836
Rowdy Herrington,66.69650115983863,1993.0,Striking Distance,2130880,66.72462731620688
Henry Selick,0.0,1993.0,The Nightmare Before Christmas,403227,82.16049634152766
Steven M. Martin,0.0,1993.0,Theremin: An Electronic Odyssey,6308015,65.3204427876227
Rachel Talalay,20.336377197306604,1993.0,Ghost in the Machine,2493307,55.80430715136997
Joseph Ruben,70.74251977176519,1993.0,The Good Son,311935,72.51836474779219
Tom Holland,70.9075867188483,1993.0,The Temp,21958806,60.61157748948788
Steve Kloves,24.38794705174485,1993.0,Flesh and Bone,2216208,67.00428692531159
Philip Haas,0.0,1993.0,The Music of Chance,24097616,64.59808636522158
Gene Quintano,17.94891183233611,1993.0,Loaded Weapon 1,685981,69.50856053192796
Luis Llosa,0.0,1993.0,Sniper,410832,68.0018278055925
Kunihiko Ikuhara,0.0,1993.0,Sailor Moon R: The Movie,4738411,69.83207392173006
Carl Reiner,63.54108042279041,1993.0,Fatal Instinct,2046735,63.51714767301281
Raúl de la Torre,0.0,1993.0,"Funes, un gran amor",9676869,69.55083845632346
Adam Marcus,0.0,1993.0,Jason Goes To Hell: The Final Friday,2375811,55.399950626387415
Oliver Stone,80.77424460709044,1993.0,Heaven & Earth,1546168,69.5485492397116
Adam Simon,20.441569409060317,1993.0,Carnosaur,4894893,47.24080550715122
Mikael Salomon,0.0,1993.0,A Far Off Place,5329751,69.54309651272818
François Girard,0.0,1993.0,Thirty Two Short Films About Glenn Gould,295972,69.54152515984833
Christopher Coppola,0.0,1993.0,Deadfall,1820344,39.12165625762568
Tony Bill,63.97219372328512,1993.0,A Home of Our Own,7202949,67.86968803680881
Yurek Bogayevicz,21.353536051315615,1993.0,Three of Hearts,3309192,61.471040185961655
Bill Duke,46.25859649899707,1993.0,Sister Act 2: Back in the Habit,949131,68.12066638858812
Stephen Cornwell,0.0,1993.0,Philadelphia Experiment II,21432813,37.95061472090639
Agnieszka Holland,24.847225509978617,1993.0,"Olivier, Olivier",26272066,70.052687059621
Kenneth Branagh,73.14714045979169,1993.0,Much Ado About Nothing,1615355,75.71619082539749
Nick Mead,0.0,1993.0,Bank Robber,24598397,46.435326861443585
Blake Edwards,65.6737185500774,1993.0,Son of the Pink Panther,2363899,49.832711207686486
Andrew Davis,70.69270262600456,1993.0,The Fugitive,1822067,85.23736526971642
Philip Kaufman,74.57423395697747,1993.0,Rising Sun,1840870,72.61932648816548
Simon Wincer,65.83909770577272,1993.0,Free Willy,568034,72.23425624316006
Åke Sandgren,0.0,1993.0,The Slingshot,36212588,60.8978773059506
Annabel Jankel,22.511098815946482,1993.0,Super Mario Bros.,210860,56.029800339809
Rod Daniel,66.43111520706445,1993.0,Beethoven's 2nd,642694,64.91958921038913
Alan Spencer,0.0,1993.0,Hexed,2328249,59.898459002266904
Tom Ropelewski,21.40073818907618,1993.0,Look Who's Talking Now,4845539,56.227642121513234
Mike Binder,20.256676056316405,1993.0,Indian Summer,20117565,69.87932129225986
Stephen Herek,72.59481791171872,1993.0,The Three Musketeers,1962913,72.24647603392533
Claude Berri,76.00278997831121,1993.0,Germinal,15708208,65.03315986582076
Jon Hess,18.875026124087785,1993.0,Excessive Force,18268263,56.6333158580655
Stuart Gillard,34.77558729376393,1993.0,Teenage Mutant Ninja Turtles III,2194169,61.92773771940323
Ted Demme,0.0,1993.0,Who's the Man?,4158539,61.92094569826296
Marco Brambilla,0.0,1993.0,Demolition Man,548669,76.58189466780836
Barry Sonnenfeld,26.12275125639667,1993.0,Addams Family Values,876872,74.46099096043093
Nora Ephron,21.04182607960917,1993.0,Sleepless in Seattle,226198,78.0235542849028
Arthur Hiller,70.52207815465731,1993.0,Married to It,13070213,61.63744904632937
Richard Linklater,22.428001991040585,1993.0,Dazed and Confused,503573,75.14355049577405
Yoshiaki Kawajiri,0.0,1993.0,Ninja Scroll,512235,55.714731786115244
Robert Young,0.0,1993.0,Splitting Heirs,3200178,60.25174240812403
David Mickey Evans,0.0,1993.0,The Sandlot,2068890,79.7045598928092
Luis Mandoki,43.89351385689724,1993.0,Born Yesterday,6978596,62.38338659802185
Robert Lieberman,43.484234768490815,1993.0,Fire in the Sky,722551,70.54700397448087
Aaron Kim Johnston,0.0,1993.0,For the Moment,33629922,55.69302194218007
Steven Zaillian,0.0,1993.0,Searching for Bobby Fischer,573912,73.70330355134239
Dave Borthwick,0.0,1993.0,The Secret Adventures of Tom Thumb,9678825,61.74668902440066
R.V. Udhaya Kumar,0.0,1993.0,Yejaman,10628948,66.166738981873
Jeremiah S. Chechik,26.652126905741568,1993.0,Benny & Joon,436955,74.568697268639
Albert Magnoli,43.90656075368588,1993.0,Street Knight,19367800,55.294634847214795
Graeme Clifford,62.10498610866269,1993.0,Ruby Cairo,27581436,53.32705818884678
Fazil,0.0,1993.0,Manichitrathazhu,1812196,87.48596878636246
Fred Schepisi,69.11906337794262,1993.0,Six Degrees of Separation,18698236,69.75287825779543
Frank Marshall,24.352851995455598,1993.0,Alive,646009,75.6268292275664
John Whitesell,0.0,1993.0,Calendar Girl,4021666,57.27199848960358
Taylor Hackford,69.90818814875787,1993.0,Bound by Honor,2384482,64.39517205793058
Bill Forsyth,65.75640452384086,1993.0,Being Human,1151726,57.27410916534173
Anthony Hickox,41.53333995586228,1993.0,Warlock: The Armageddon,7106195,60.06862374809211
Fraser C. Heston,0.0,1993.0,Needful Things,19752168,68.09327169640424
Bruce Beresford,72.271692142323,1993.0,Rich in Love,20320591,63.56579441004365
Morgan Freeman,0.0,1993.0,Bopha!,3984733,60.03535926210857
Robert M. Young,63.88593939479182,1993.0,Roosters,1333447,57.38287953422178
David Hugh Jones,44.96015406347728,1993.0,The Trial,6868089,55.64914806015284
Peter Weir,78.82519345493633,1993.0,Fearless,10977,71.78598474908506
Tony Bill,63.97219372328512,1993.0,Untamed Heart,2991187,72.25840483487404
David Anspaugh,45.6125530594841,1993.0,Rudy,286893,76.95625761487356
Uli Edel,22.358372948403456,1993.0,Body of Evidence,7489581,57.416072686848075
Michael Caton-Jones,71.3935582412941,1993.0,This Boy's Life,6417754,71.77101995609337
Martha Coolidge,66.89238134991888,1993.0,Lost in Yonkers,18162467,70.61253941961982
John Lafia,40.1380676918236,1993.0,Man's Best Friend,5273390,61.63128873332281
Woo-Ping Yuen,22.240800139434516,1993.0,Tai Chi Master,5735559,66.90207894823652
Harold Becker,69.34597966896419,1993.0,Malice,2216055,72.50955319748458
Djibril Diop Mambéty,0.0,1993.0,Hyenas,23983874,60.536566980412154
George P. Cosmatos,71.78249719912813,1993.0,Tombstone,525113,80.89242143295333
Robert Townsend,75.09895285441455,1993.0,The Meteor Man,6488571,60.518111276506524
Jon Amiel,42.819127841135334,1993.0,Sommersby,977671,73.23893137611589
Robert Harmon,24.438314820570756,1993.0,Nowhere to Run,4046725,67.90352644607952
Ivan Reitman,75.14931129416853,1993.0,Dave,693325,75.66652775823695
Joseph Vilsmaier,0.0,1993.0,Stalingrad,1040736,65.37189641111267
Yoshihiro Ueda,0.0,1993.0,Dragon Ball Z: Bojack Unbound,1767747,74.03020134361323
Alan Shapiro,0.0,1993.0,The Crush,805037,65.40044249812682
Walter Hill,68.83877313820346,1993.0,Geronimo: An American Legend,5019937,70.39665837997008
Randa Haines,50.39133672339111,1993.0,Wrestling Ernest Hemingway,7693284,63.71255148401782
Mel Gibson,0.0,1993.0,The Man Without a Face,2682100,72.27427824315038
Patrick Hasburgh,0.0,1993.0,Aspen Extreme,5592074,65.40132177247906
Russell Mulcahy,66.12739261875275,1993.0,The Real McCoy,1436343,61.854194897542605
Adrian Lyne,73.96469862615027,1993.0,Indecent Proposal,864183,73.50987798236838
Robert Radler,21.531858405311734,1993.0,Best of the Best 2,7548058,62.301370472408934
Renny Harlin,69.32112609627109,1993.0,Cliffhanger,746845,76.45846126897449
Daniel Stern,0.0,1993.0,Rookie of the Year,1811116,70.52639124163139
Brian Yuzna,0.0,1993.0,Return of the Living Dead 3,30854893,53.213171888525615
John Dahl,19.946404975043105,1993.0,Red Rock West,2541685,68.79564144065083
John Howley,0.0,1993.0,Happily Ever After,4832313,60.289473880109576
Ron Underwood,51.369514077782924,1993.0,Heart and Souls,4511738,73.17500035986839
Agnieszka Holland,24.847225509978617,1993.0,The Secret Garden,1136182,76.46680989712551
John Badham,73.18200789435248,1993.0,Another Stakeout,733910,65.09650761723861
Alan J. Pakula,69.35502136092713,1993.0,The Pelican Brief,5123756,76.44717389054567
Stephen Hopkins,44.669893871556866,1993.0,Judgment Night,818234,70.01330380152176
Gurinder Chadha,0.0,1993.0,Bhaji on the Beach,2711882,62.31240664460211
George Sluizer,0.0,1993.0,The Vanishing,692785,68.60294470800628
Harold Ramis,72.71944544415052,1993.0,Groundhog Day,142327,82.6377339336635
Abel Ferrara,43.9877599266618,1993.0,Dangerous Game,8777894,49.46503618340819
Ron Maxwell,46.802542735360284,1993.0,Gettysburg,1236122,75.83413053908372
Tsutomu Shibayama,74.66512017786327,1994.0,Doraemon: Nobita and Fantastic Three Musketeers,18612908,75.65643115355059
Ben Stiller,0.0,1994.0,Reality Bites,350847,72.29489754725047
Iain Softley,0.0,1994.0,Backbeat,2297198,66.19310857433753
James Yukich,0.0,1994.0,Double Dragon,7643463,49.67951777890318
Stephan Elliott,0.0,1994.0,"The Adventures of Priscilla, Queen of the Desert",482882,77.51258901916383
Richard Donner,76.46628600985561,1994.0,Maverick,380517,78.6768772768002
Alex Proyas,0.0,1994.0,The Crow,406339,81.18132237289437
Paul Weiland,13.833480668373477,1994.0,City Slickers II: The Legend of Curly's Gold,3084955,66.81906663853015
P.J. Hogan,0.0,1994.0,Muriel's Wedding,363255,74.12129613219534
Hiroki Shibata,0.0,1994.0,Sailor Moon S the Movie,4738587,66.74690359021085
Adam Rifkin,16.884713274249638,1994.0,The Chase,3546352,64.0886853999409
Gillian Armstrong,42.87792057902333,1994.0,Little Women,781758,77.50481409363299
Michael Austin,0.0,1994.0,Princess Caraboo,2217144,63.106289411865326
Glenn Gordon Caron,40.503341165815336,1994.0,Love Affair,7006903,67.24291215753613
Michael Radford,46.391794395109436,1994.0,Il Postino,142423,78.63245177574353
Donald Petrie,70.5727329542589,1994.0,The Favor,4343386,58.28194731615521
George Gallo,23.256161379519714,1994.0,Trapped in Paradise,6790266,64.06077181246394
Suresh Krishna,24.73950429184003,1994.0,Veera,10628838,66.7170509358947
John Pasquin,0.0,1994.0,The Santa Clause,144415,75.71260333988191
Bud Friedgen,0.0,1994.0,That's Entertainment III,1220371,66.71384690689905
Gregg Champion,21.95060670686612,1994.0,The Cowboy Way,4148842,66.874190227087
Sam Henry Kass,0.0,1994.0,The Search for One-eye Jimmy,9398346,54.39869717115757
Andrew Fleming,21.29410675765122,1994.0,Threesome,1906889,68.58640208674771
Rob Reiner,82.27675637758573,1994.0,North,939203,55.93412190465452
Milcho Manchevski,0.0,1994.0,Before the Rain,30864723,71.47571773383675
Michael Tolkin,21.035618710753035,1994.0,The New Age,29196894,55.42969324009292
Simon Wincer,70.53010093014115,1994.0,Lightning Jack,12685218,64.00243370722208
Mark Rydell,73.70599699761219,1994.0,Intersection,1977161,63.335690305300915
Chia-Liang Liu,0.0,1994.0,The Legend of Drunken Master,2687974,75.3279579083528
Gregg Araki,20.946739989409796,1994.0,Totally Fucked Up,7558410,57.64534954578263
Spike Lee,74.87521013780925,1994.0,Crooklyn,2084045,72.66375926742018
Phillip Noyce,69.51689495081429,1994.0,Clear and Present Danger,1617626,78.4494809019308
Roger Christian,20.543224621961834,1994.0,Nostradamus,26068588,56.95530018219335
John Flynn,69.10491211372353,1994.0,Brainscan,932171,63.920135976097036
John Landis,72.50589484361647,1994.0,Beverly Hills Cop III,1138104,68.53752336132524
Yoshihiro Ueda,24.67673378120441,1994.0,Dragon Ball Z: Bio-Broly,30859078,66.48248847566114
Charles T. Kanganis,0.0,1994.0,3 Ninjas Kick Back,3278100,57.0835546067008
Sam Shepard,0.0,1994.0,Silent Tongue,2297032,49.169239316948854
Joel Schumacher,75.0555736587782,1994.0,The Client,13087370,75.82342489366857
Peter Segal,0.0,1994.0,The Naked Gun 33⅓: The Final Insult,1867173,72.67477013046243
Gianni Amelio,44.54458837498775,1994.0,Lamerica,1412856,72.67794802175803
Rory Kelly,0.0,1994.0,Sleep With Me,8159166,54.95939841412238
Don Bluth,73.0047000467877,1994.0,A Troll in Central Park,3028394,50.1321574640138
Gérard Corbiau,22.64551020818423,1994.0,Farinelli,9148545,66.48109032094366
Ernest R. Dickerson,24.564825476357214,1994.0,Surviving The Game,3417075,66.45801446283397
Alek Keshishian,23.6496630808287,1994.0,With Honors,733901,71.72224401641611
Curtis Hanson,71.0772520968495,1994.0,The River Wild,4189858,74.09018704030092
Oliver Stone,77.00299350358215,1994.0,Natural Born Killers,21180,77.37495173233178
Xavier Koller,22.282586790683393,1994.0,Squanto: A Warrior's Tale,8880229,63.30554107225287
Nanni Moretti,18.595084091283542,1994.0,Caro diario,7049779,63.36336689594584
Floyd Mutrux,71.34939787309389,1994.0,There Goes My Baby,21120906,57.49991169482263
Mick Jackson,69.60281193419968,1994.0,Clean Slate,4743333,63.306212335130226
Hervé Palud,0.0,1994.0,"Little Indian, Big City",3548070,57.32142745535091
Anthony Drazan,21.12031654564608,1994.0,Imaginary Crimes,4001467,57.3666412108631
Giuseppe Tornatore,51.498280773277465,1994.0,A Pure Formality,14794631,66.43333746502663
Luc Besson,69.24396650814047,1994.0,Léon: The Professional,40672,84.5886321210848
Allan A. Goldstein,0.0,1994.0,Death Wish V: The Face of Death,9823771,55.03905747265502
Dennis Hopper,66.10419511366526,1994.0,Chasers,14794717,56.11010921462052
Christopher Cain,72.75859216863167,1994.0,The Next Karate Kid,657809,57.76376907147882
Ted Demme,20.640315232754322,1994.0,The Ref,1260445,71.64600745732213
Kar-Wai Wong,43.05859737015755,1994.0,Chungking Express,213471,71.52709778598401
Isao Takahata,47.93888029277199,1994.0,Pom Poko,367616,68.96216052761086
Lawrence Kasdan,72.46065473049761,1994.0,Wyatt Earp,3039544,72.24195469443785
Roland Emmerich,23.98989876044612,1994.0,Stargate,28327,78.84211187880348
Peter McCarthy,0.0,1994.0,Floundering,17385651,50.23841798754598
Andrew Scheinman,0.0,1994.0,Little Big League,3032135,66.91918125316715
Bruce Beresford,66.66269434819829,1994.0,A Good Man in Africa,15172134,56.354041910530874
Pixote Hunt,0.0,1994.0,The Pagemaster,1266489,67.18067327800865
Peter Medak,61.3380478293067,1994.0,Romeo Is Bleeding,2508308,66.9207806050408
