producer,producer_popularity,year,movie_title,wikipedia_movie_id,movie_score
Luther Reed,22.51385435674297,1930.0,Dixiana,4246026,60.11448343656048
Fred Niblo,27.311020869824674,1930.0,Way Out West,30729952,62.729231207640446
Josef von Sternberg,0.0,1930.0,The Blue Angel,1588930,70.02527582184668
Cecil B. DeMille,39.03874671020633,1930.0,Madam Satan,10621212,51.411038226119246
Josef von Sternberg,0.0,1930.0,Morocco,74966,51.8338363327602
Edward F. Cline,0.0,1930.0,"Hook, Line and Sinker",8733905,64.3827761194873
George W. Hill,0.0,1930.0,Min and Bill,177741,71.44150377877996
Herbert Brenon,21.84568856514423,1930.0,The Case of Sergeant Grischa,32659111,70.45666723152499
Howard Hughes,0.0,1930.0,Hell's Angels,1282851,78.31057075457207
Thornton Freeland,0.0,1930.0,Whoopee!,10294220,70.26832641147837
Malcolm St. Clair,0.0,1930.0,Montana Moon,11567269,59.96117756377083
William A. Seiter,0.0,1931.0,Peach O'Reno,33949342,66.92356938462328
A. Edward Sutherland,0.0,1931.0,Palmy Days,9104619,72.36265087775912
Rouben Mamoulian,0.0,1931.0,Dr. Jekyll and Mr. Hyde,144774,66.0531419802818
John G. Adolfi,0.0,1931.0,Alexander Hamilton,28098860,65.13398990025851
Herbert Brenon,45.331244308985895,1931.0,Transgression,35347418,43.8005340700136
Herbert Brenon,45.331244308985895,1931.0,Beau Ideal,31667694,58.40721041927037
Clyde Bruckman,26.079839363152775,1931.0,Everything's Rosie,30835244,61.5770478059279
Phil Jutzi,0.0,1931.0,Berlin-Alexanderplatz,32921465,55.519590704311604
Wesley Ruggles,44.50429077263158,1931.0,Cimarron,2410609,65.31779349025051
Fred Niblo,48.22076460570482,1931.0,Young Donovan's Kid,17008283,61.01325443744553
Fritz Lang,48.381516198072156,1931.0,M,66322,72.0840358089672
Robert Milton,0.0,1931.0,Devotion,32136475,65.58740406435678
Alexander Korda,0.0,1931.0,Marius,10608687,65.65466993796618
William A. Wellman,19.51803001931177,1931.0,The Public Enemy,76034,75.99205678186063
Tod Browning,21.164981349669187,1931.0,Dracula,1046559,68.61954319392576
William A. Seiter,0.0,1931.0,Caught Plastered,31095423,65.61712281672507
James Whale,0.0,1931.0,Frankenstein,73488,82.51678605523061
Edward F. Cline,21.460925373162436,1931.0,Cracked Nuts,17006384,64.66804056347118
Charles Chaplin,70.73686186117767,1931.0,City Lights,73401,84.76644085541496
Howard Hawks,0.0,1932.0,The Crowd Roars,18346225,68.44384485007478
Charles Brabin,0.0,1932.0,The Beast of the City,8948959,68.21990283061336
J. Walter Ruben,0.0,1932.0,The Phantom of Crestwood,6567431,67.15410919771799
George Cukor,0.0,1932.0,What Price Hollywood?,2353166,70.82759887957471
Edmund Goulding,0.0,1932.0,Grand Hotel,44752,75.83266339742308
Leo McCarey,0.0,1932.0,The Kid from Spain,29034714,71.30808173621259
William A. Seiter,44.180230733782786,1932.0,Girl Crazy,19016261,63.44470506157931
George Cukor,0.0,1932.0,A Bill of Divorcement,1812238,67.61062049519451
George Archainbaud,0.0,1932.0,The Lost Squadron,28919836,67.74431373687186
Irving Pichel,0.0,1932.0,The Most Dangerous Game,7715240,70.84953247175278
Fritz Lang,72.40952813439456,1932.0,Das Testament des Dr. Mabuse,1353105,69.30672957329213
Tod Browning,44.03816241431111,1932.0,Freaks,73494,64.25752334620614
Howard Hawks,0.0,1932.0,Scarface,76331,77.0154675065753
Clarence Brown,24.520067940918313,1932.0,Emma,1348145,73.73062041412827
King Vidor,21.233492362090264,1932.0,Bird of Paradise,19421454,65.37079414554375
Clyde E. Elliott,0.0,1932.0,Bring 'Em Back Alive,27107657,69.17629655310292
Lewis Milestone,0.0,1932.0,Rain,2559713,72.50761363319911
Edward H. Griffith,0.0,1932.0,Lady with a Past,27216318,66.04490112254301
Edward H. Griffith,0.0,1932.0,The Animal Kingdom,24652963,66.37798697241472
Jean Renoir,0.0,1932.0,Boudu Saved from Drowning,2639712,59.73577660673735
Michael Curtiz,0.0,1932.0,Doctor X,6174864,69.06536258370551
James Whale,27.505595351743537,1932.0,The Old Dark House,2629975,64.33814557452745
W.S. Van Dyke,0.0,1932.0,Tarzan the Ape Man,2259030,74.28416159867591
Lloyd Bacon,23.69021218246012,1933.0,42nd Street,840058,75.95389303723137
Thornton Freeland,23.42277547049279,1933.0,Flying Down to Rio,2528686,70.81503588200681
John Cromwell,0.0,1933.0,Double Harness,18070237,69.38915565470273
Leo McCarey,23.76936057873753,1933.0,Duck Soup,73440,71.87843169883097
Frank Tuttle,0.0,1933.0,Roman Scandals,1503652,71.87619166440183
Henry King,0.0,1933.0,State Fair,60173,71.77857648578157
Lowell Sherman,0.0,1933.0,Morning Glory,177783,67.33448232852949
Ernest B. Schoedsack,0.0,1933.0,Son of Kong,1713779,62.58792274294676
Wesley Ruggles,66.27688860271508,1933.0,I'm No Angel,3471403,74.06232334147086
Merian C. Cooper,0.0,1933.0,King Kong,16782,79.1666020633661
Raoul Walsh,21.385267058491653,1933.0,Going Hollywood,6121598,65.51011125783717
Sam Wood,0.0,1933.0,Hold Your Man,12039019,71.85755838205739
Frank Lloyd,0.0,1933.0,Cavalcade,3947300,67.83079563976793
George Cukor,46.14607312492308,1933.0,Little Women,2175661,75.07136224905851
George Archainbaud,22.58143791229062,1933.0,After Tonight,17619847,64.51794426156034
Rouben Mamoulian,22.017713993427265,1933.0,Queen Christina,2513887,77.75096122056549
Max Ophüls,0.0,1933.0,Liebelei,12607184,58.92670257504329
Lowell Sherman,0.0,1933.0,She Done Him Wrong,60155,69.80428699190466
James Whale,48.95164387658602,1933.0,The Invisible Man,1605299,67.54923904571757
William K. Howard,0.0,1933.0,The Power and the Glory,1416847,68.47845591839479
Lloyd Bacon,49.00817652820391,1934.0,Wonder Bar,11639973,71.38230068202867
Mark Sandrich,0.0,1934.0,"Hips, Hips, Hooray!",1516678,67.42886020988905
Josef von Sternberg,40.61970405153563,1934.0,The Scarlet Empress,3644661,62.028849978088616
John Cromwell,23.129718551567578,1934.0,Of Human Bondage,8049233,70.96177032399662
William K. Howard,22.82615197279826,1934.0,The Cat and the Fiddle,13341623,66.69366537386394
Mark Sandrich,0.0,1934.0,The Gay Divorcee,61169,75.94247037813352
Victor Fleming,22.67211479327492,1934.0,Treasure Island,5482994,73.13733737233008
Richard Wallace,0.0,1934.0,The Little Minister,14230829,67.52696907415294
George Nichols Jr.,0.0,1934.0,Anne of Green Gables,3344455,71.6387486856709
Ernst Lubitsch,0.0,1934.0,The Merry Widow,15141609,73.04879361400872
John Cromwell,23.129718551567578,1934.0,Spitfire,12733257,61.25214739556901
Sidney Franklin,47.45762876800461,1934.0,The Barretts of Wimpole Street,61160,72.0976804765824
William A. Wellman,44.84871561326531,1934.0,The President Vanishes,25993181,65.12629305496432
Howard Hawks,48.4864374522167,1934.0,Twentieth Century,221748,63.29321159936547
Harold Young,0.0,1934.0,The Scarlet Pimpernel,9779574,71.99609869394843
Jean Vigo,0.0,1934.0,L'Atalante,3671100,65.66145162441582
Frank Capra,0.0,1934.0,It Happened One Night,44696,81.00524425885187
William A. Wellman,44.84871561326531,1934.0,Stingaree,14828868,63.52837601967644
John Ford,0.0,1934.0,The Lost Patrol,7133888,69.70677969337004
Roy Del Ruth,24.69980495239433,1935.0,Broadway Melody of 1936,61480,75.15331364068668
John Ford,23.235593231123346,1935.0,The Informer,61483,74.44571824093276
John Cromwell,67.20102445808946,1935.0,I Dream Too Much,2099075,60.72607081780159
George Cukor,71.16986054127591,1935.0,Sylvia Scarlett,1971256,65.62823313014066
Sam Wood,23.952519460685796,1935.0,A Night at the Opera,75263,79.5478183271195
Stephen Roberts,0.0,1935.0,Star of Midnight,23485396,69.86748250087072
Josef von Sternberg,61.29598737756516,1935.0,The Devil is a Woman,3689868,57.63541036279801
George Stevens,0.0,1935.0,Annie Oakley,13956883,68.57937301734597
William A. Seiter,65.32846575430922,1935.0,Roberta,12800555,74.08940204695553
William K. Howard,45.05737376408624,1935.0,"Mary Burns, Fugitive",31192915,68.75118946946768
William Dieterle,0.0,1935.0,A Midsummer Night's Dream,7046343,71.3835143946752
Jack Conway,22.125395087600083,1935.0,A Tale of Two Cities,61519,77.24730686207198
George Cukor,71.16986054127591,1935.0,"The Personal History, Adventures, Experience, and Observation of David Copperfield the Younger",61498,75.68319257489797
William Wyler,0.0,1935.0,The Good Fairy,18013931,63.83606522695142
James Whale,71.46805689182521,1935.0,Bride of Frankenstein,73375,66.449831170093
Philip Moeller,0.0,1935.0,Break of Hearts,1954737,63.96578326993081
Mark Sandrich,47.790443529340855,1935.0,Top Hat,61501,79.08897450622305
Rowland V. Lee,0.0,1935.0,The Three Musketeers,27260560,64.56440596230229
Jean Renoir,19.91192553557912,1935.0,The Crime of Monsieur Lange,30865078,66.38146331704577
Alfred Hitchcock,22.54810793758907,1935.0,The 39 Steps,3724436,68.92410481091345
James Flood,0.0,1935.0,Shanghai,13781235,65.08383145140657
Frank Lloyd,22.610265213255975,1935.0,Mutiny on the Bounty,3992212,79.246648186322
Gregory La Cava,0.0,1935.0,Private Worlds,177830,68.00486132543806
Sam Wood,23.952519460685796,1935.0,Whipsaw,31403745,70.29621611582313
Ernest B. Schoedsack,20.862640914315588,1935.0,The Last Days of Pompeii,22324733,68.42016020888535
Cecil B. DeMille,56.175759452246076,1935.0,The Crusades,3139727,70.30559020476399
Lewis D. Collins,0.0,1935.0,The Desert Trail,3610519,53.43725442871485
Henry Hathaway,0.0,1935.0,The Lives of a Bengal Lancer,61484,74.8693491745365
Raoul Walsh,43.22197081110405,1935.0,Every Night at Eight,9084963,66.28465876024968
George Stevens,0.0,1935.0,Alice Adams,7301880,70.91043152710603
John Ford,48.0508326447676,1936.0,Mary of Scotland,600132,68.38716778512422
William Wyler,21.278688408983808,1936.0,Dodsworth,14576560,78.05753775930839
Mark Sandrich,74.15343503141521,1936.0,Follow the Fleet,2926860,75.02408376208912
George Cukor,72.12759598469904,1936.0,Camille,8068462,76.33925668688124
Kenji Mizoguchi,0.0,1936.0,Sisters of the Gion,18587578,65.20117118982111
Raoul Walsh,65.3168570645206,1936.0,Big Brown Eyes,5187501,66.6697888537999
Leo McCarey,47.72883781168118,1936.0,The Milky Way,6416597,69.4058295212073
W.S. Van Dyke,24.761387199558637,1936.0,San Francisco,44218,75.75059131706138
Charles Chaplin,78.79082057177999,1936.0,Modern Times,74962,86.23768658825708
William Keighley,0.0,1936.0,Bullets or Ballots,14566842,61.07790675570443
Henry Hathaway,24.9564497248455,1936.0,The Trail of the Lonesome Pine,14628378,72.05336501707833
Roy Del Ruth,49.75090949928989,1936.0,Born to Dance,3680736,70.12280424771822
George Stevens,46.496601514817335,1936.0,Swing Time,919005,77.36863893293314
Leigh Jason,0.0,1936.0,The Bride Walks Out,34414683,63.23670522645249
Rowland V. Lee,21.52146865410076,1936.0,One Rainy Afternoon,18097901,64.21567765316871
Stephen Roberts,23.289160833623573,1936.0,The Ex-Mrs. Bradford,14199991,71.6680439459972
William A. Seiter,67.7170766417533,1936.0,The Moon's Our Home,9222167,67.63000537648442
Mark Sandrich,74.15343503141521,1936.0,A Woman Rebels,1954790,67.18287702843348
Frank Capra,27.001748086283957,1936.0,Mr. Deeds Goes to Town,61508,65.88961450247228
Fritz Lang,73.86134114469029,1936.0,Fury,73498,66.66988175918429
Alfred Santell,0.0,1936.0,Winterset,20598976,65.71684149162135
Marcel Pagnol,0.0,1936.0,César,32405340,64.64223974634471
Leigh Jason,0.0,1936.0,That Girl from Paris,32693221,64.30566511910307
Mark Sandrich,73.76531176558188,1937.0,Shall We Dance,4041420,76.84993867040055
Gregory La Cava,22.66828710847935,1937.0,Stage Door,61531,77.58923444609805
Anatole Litvak,0.0,1937.0,The Woman I Love,17108083,69.0035488729639
Jean Renoir,42.03907997459438,1937.0,Grand Illusion,62097,69.69738843352405
Irene Starewicz,0.0,1937.0,The Tale of the Fox,5502313,61.991295103544374
Jack Conway,47.87449737495741,1937.0,Saratoga,11929259,70.56558140092403
Tay Garnett,0.0,1937.0,Stand-In,14157327,69.06346294088507
Leigh Jason,42.51412344851852,1937.0,New Faces of 1937,24222883,60.2982921013931
Raoul Walsh,66.15485295729559,1937.0,Hitting a New High,31232762,57.54269380514535
Robert Z. Leonard,0.0,1937.0,The Firefly,19074682,71.29522134047895
Leigh Jason,42.51412344851852,1937.0,Wise Girl,31553889,67.30826339624291
Frank Borzage,50.39874624583798,1937.0,History Is Made at Night,4685891,73.71591484141543
Clarence Brown,49.096941412294406,1937.0,Conquest,2361036,70.72335456271747
Roy Del Ruth,73.12517758186263,1937.0,Broadway Melody of 1938,1592450,74.40691512375757
Benjamin Stoloff,0.0,1937.0,Sea Devils,34333470,62.71945747918457
Leo McCarey,70.86411431875028,1937.0,Make Way for Tomorrow,4333107,67.63324137380057
Fritz Lang,69.35354904714787,1937.0,You Only Live Once,3673436,72.1517222782119
George Stevens,72.28614782579506,1937.0,A Damsel in Distress,2592742,71.67392616137226
William A. Wellman,68.21557528550046,1937.0,Nothing Sacred,1850265,58.47192419953341
Rowland V. Lee,42.92669453849033,1937.0,The Toast of New York,4678118,67.84938208863784
Julien Duvivier,0.0,1937.0,Pépé le Moko,3645367,71.97310602719168
Robert Z. Leonard,0.0,1937.0,Maytime,5090342,75.64639464796173
William Cottrell,0.0,1937.0,Snow White and the Seven Dwarfs,76361,89.6341463414634
Garson Kanin,0.0,1938.0,A Man to Remember,10612874,70.02703509327088
Henry King,23.92619216192719,1938.0,Alexander's Ragtime Band,10408933,73.8052616056913
William A. Seiter,68.38803749500642,1938.0,Room Service,1276889,69.3099778569651
Michael Curtiz,23.021787527901836,1938.0,The Adventures of Robin Hood,62084,80.74555718131806
Mark Sandrich,73.01896648697438,1938.0,Carefree,3981967,73.32898580405876
Robert Z. Leonard,48.98053866281356,1938.0,The Girl of the Golden West,17727095,68.87409482827746
George Stevens,73.31766554047049,1938.0,Vivacious Lady,5118109,73.10179544821487
Ben Holmes,0.0,1938.0,The Saint in New York,6400083,65.99158666114724
George Cukor,72.55022746397329,1938.0,Holiday,4070671,66.51966019948534
Howard Hawks,69.58417465200519,1938.0,Bringing up Baby,73376,77.17589833084301
Joshua Logan,0.0,1938.0,I Met My Love Again,18576398,60.88451506396231
Sergei Eisenstein,23.52758104478222,1938.0,Alexander Nevsky,385895,60.96250669031173
Alfred Santell,21.90561383054045,1938.0,Having Wonderful Time,11575861,65.97914125917242
Rowland V. Lee,65.54315523470295,1938.0,Mother Carey's Chickens,19105706,66.9738337108115
Marcel Carné,0.0,1938.0,Port of Shadows,3375070,68.84998970887766
Leigh Jason,63.970740205579695,1938.0,The Mad Miss Manton,14255798,69.45529312306158
Tay Garnett,23.021154313628358,1938.0,Trade Winds,18584922,67.70601594720252
William Dieterle,23.794504798225066,1938.0,Blockade,31505444,62.5786670249928
Marcel Pagnol,21.54741324878157,1938.0,The Baker's Wife,8691247,62.832440484079186
Irving Cummings,0.0,1938.0,Vogues of 1938,18585467,65.55041775250619
John Cromwell,64.31332951245575,1938.0,Algiers,1345561,70.11457615317089
Alfred Hitchcock,45.522809541226884,1938.0,The Lady Vanishes,9404578,68.85891512061968
W.S. Van Dyke,50.011584305245755,1938.0,Sweethearts,11241120,68.80506712864656
Leo McCarey,69.63916753127961,1939.0,Love Affair,62115,75.21618754879069
Garson Kanin,23.342345031090293,1939.0,Bachelor Mother,79848,76.71581487850325
William Dieterle,44.65406047322267,1939.0,The Hunchback of Notre Dame,402890,79.6299010865855
Howard Hawks,72.49485914559459,1939.0,Only Angels Have Wings,1903318,64.72257336060616
Sam Wood,73.90053094166667,1939.0,"Goodbye, Mr. Chips",1126798,80.30978680958587
Herbert Wilcox,0.0,1939.0,Nurse Edith Cavell,30816626,69.22463946572731
John Farrow,0.0,1939.0,The Saint Strikes Back,1353062,65.41448237727188
H.C. Potter,0.0,1939.0,The Story of Vernon and Irene Castle,409817,72.87434838867966
William Wyler,47.297867662086595,1939.0,Wuthering Heights,3823100,74.04987253354389
Jean Renoir,65.27154278576906,1939.0,The Rules of the Game,202133,74.57743143855996
Kenji Mizoguchi,21.73372372994037,1939.0,The Story of the Last Chrysanthemums,3596717,65.1685253332018
Victor Fleming,47.051227250718284,1939.0,Gone with the Wind,2804704,93.2836551641493
Clarence Brown,72.67139293320024,1939.0,Idiot's Delight,1095954,69.3997804189205
Frank Capra,48.964952920441384,1939.0,Mr. Smith Goes to Washington,62117,83.88678784896668
William A. Seiter,70.34312842680168,1939.0,Allegheny Uprising,9459932,67.15636256431723
Victor Fleming,47.051227250718284,1939.0,The Wizard of Oz,561315,81.35558914696469
Robert Z. Leonard,71.93857027223937,1939.0,Broadway Serenade,21742888,63.04575102414201
George Cukor,72.84736982042152,1939.0,The Women,19978736,78.2577279643209
John Ford,70.846555239809,1939.0,Drums Along the Mohawk,624314,61.50765645227367
John Cromwell,64.03093145551384,1939.0,In Name Only,6034681,72.73562390889037
Gregory La Cava,48.5313652571787,1939.0,5th Ave Girl,17082042,71.60046105825873
Tay Garnett,45.589826296029194,1939.0,Eternally Yours,6740261,63.28155127445476
Ernst Lubitsch,24.34959787133624,1939.0,Ninotchka,62118,61.40116945784308
John Farrow,0.0,1939.0,Five Came Back,3598844,71.94308566298643
Marcel Carné,22.949996569625885,1939.0,Daybreak,3963744,68.61646940690136
Mitchell Leisen,0.0,1939.0,Midnight,2451146,66.82298543555626
George Stevens,74.0481201808401,1939.0,Gunga Din,6504325,75.70069922552653
Garson Kanin,23.342345031090293,1939.0,The Great Man Votes,17365531,68.31782174692117
David Butler,23.77595104833756,1939.0,That’s Right You’re Wrong,9692927,66.64441123304283
John Ford,70.846555239809,1939.0,Stagecoach,62122,77.1975753026614
Henry King,48.52794603049096,1939.0,Jesse James,2371912,58.95710362930367
Richard Thorpe,0.0,1939.0,Tarzan Finds a Son!,8492265,72.5519518520635
W.S. Van Dyke,72.94660668146128,1939.0,Another Thin Man,144640,78.18485060962318
Mervyn LeRoy,0.0,1940.0,Waterloo Bridge,2728423,76.85981826794657
George Cukor,73.70554828356249,1940.0,The Philadelphia Story,62592,80.1068356351102
Archie Mayo,0.0,1940.0,The House Across the Bay,9083841,68.1476552863353
Garson Kanin,71.68689057289843,1940.0,They Knew What They Wanted,1364293,66.4238487828341
Herbert Wilcox,23.074879821909104,1940.0,"No, No, Nanette",25193165,61.56559420948264
Michael Curtiz,49.936973255007864,1940.0,The Sea Hawk,936234,77.33854739951478
Rouben Mamoulian,47.934701066949096,1940.0,The Mark of Zorro,1087247,64.51510889709571
Tay Garnett,66.68367672084744,1940.0,Slightly Honorable,25330887,63.77332607928472
David Butler,45.99075479268517,1940.0,You'll Find Out,17215226,66.6553962115018
Charles Chaplin,80.33145410923744,1940.0,The Great Dictator,62689,82.21659618000258
Edward Ludwig,0.0,1940.0,Swiss Family Robinson,4829230,67.53657132277074
William Wyler,71.98115850660123,1940.0,The Letter,172031,65.61179982542869
W.S. Van Dyke,74.24683635177705,1940.0,Bitter Sweet,20678499,64.69190187408852
Alfred Hitchcock,68.47578124810012,1940.0,Foreign Correspondent,62688,75.59998888209232
Alfred Hitchcock,68.47578124810012,1940.0,Rebecca,1259785,73.69232258683968
John Ford,69.03079984668643,1940.0,The Long Voyage Home,62693,70.20396645626646
Sam Wood,76.71794041750951,1940.0,Kitty Foyle: The Natural History of a Woman,10873860,73.47797484562595
John Cromwell,67.85875695995428,1940.0,Abe Lincoln in Illinois,145629,72.96267690184315
George Stevens,73.49214027837122,1940.0,Vigil in the Night,10806577,70.25472248079186
Garson Kanin,71.68689057289843,1940.0,My Favourite Wife,2920744,75.57435943747139
Robert Z. Leonard,69.1887468334604,1940.0,The New Moon,11767086,70.83520531166681
Zoran Perisic,0.0,1940.0,Sky Bandits,3966719,59.365004729170714
Ernst Lubitsch,44.81665435728394,1940.0,The Shop Around the Corner,76353,70.4972341529334
Mervyn LeRoy,0.0,1940.0,Escape,14120714,72.78173767321732
Lewis Milestone,24.169204544399705,1940.0,Lucky Partners,31640956,69.78860235850051
Robert Z. Leonard,69.1887468334604,1940.0,Pride and Prejudice,2649257,74.51608476013347
William Dieterle,71.19736083541784,1940.0,The Magic Bullet,7627172,54.84591881990769
Victor Schertzinger,0.0,1940.0,Road to Singapore,6095252,70.72420645782107
Norman Ferguson,0.0,1940.0,Pinocchio,187010,85.39188767135218
James Algar,0.0,1940.0,Fantasia,73460,86.5855788535321
Pen Tennyson,0.0,1940.0,Convoy,26284204,59.03934389638961
Busby Berkeley,0.0,1940.0,Strike Up the Band,20847232,73.75254384049497
Howard Hawks,68.39722776360487,1941.0,Sergeant York,77609,79.44057515411038
John Ford,69.63639940373385,1941.0,How Green Was My Valley,4837038,80.37959509702287
George Waggner,0.0,1941.0,The Wolf Man,927058,55.174485997590715
Orson Welles,0.0,1941.0,Citizen Kane,5224,80.95617870353509
H.C. Potter,24.291449462893222,1941.0,Hellzapoppin',18904089,62.12200785985097
Alfred Hitchcock,72.71707552985056,1941.0,Suspicion,74984,77.27432545447836
Victor Fleming,82.59219389448135,1941.0,Dr. Jekyll and Mr. Hyde,2490751,71.31213513832158
Michael Curtiz,75.71648905484612,1941.0,The Sea Wolf,8948572,63.23530426606094
Preston Sturges,0.0,1941.0,Sullivan's Travels,73402,66.84136572448807
Sam Wood,74.69465925701165,1941.0,The Devil and Miss Jones,1364299,76.43400811541694
John Huston,0.0,1941.0,The Maltese Falcon,4593958,70.27490895433948
Herbert Wilcox,43.596744558403316,1941.0,Sunny,11076159,62.41794730753374
Henry Hathaway,48.97423806387161,1941.0,Sundown,20691098,63.72251929433397
Alfred Hitchcock,72.71707552985056,1941.0,Mr. & Mrs. Smith,1571083,68.4726981883096
Frank Borzage,74.97071785964312,1941.0,Smilin' Through,20546643,67.97536728495437
Preston Sturges,0.0,1941.0,The Lady Eve,74858,66.23021236396144
Dave Fleischer,0.0,1941.0,Mister Bug Goes to Town,1624054,68.05655517304939
Garson Kanin,70.10534332240888,1941.0,"Tom, Dick and Harry",14916921,69.431878577196
