wikipedia_movie_id,language_id
975900,/m/02h40lc
10408933,/m/02h40lc
171005,/m/02h40lc
77856,/m/02h40lc
612710,/m/02h40lc
156558,/m/02h40lc
1364293,/m/02h40lc
25960460,/m/02h40lc
261237,/m/0x82
261237,/m/02h40lc
12008535,/m/06nm1
4951456,/m/02h40lc
13281430,/m/012w70
13281430,/m/0459q4
21449578,/m/02h40lc
21449578,/m/06mp7
21449578,/m/04306rv
21449578,/m/05f_3
21449578,/m/0295r
5708633,/m/02h40lc
12053509,/m/02h40lc
24761154,/m/03k50
7364373,/m/02h40lc
7028314,/m/02h40lc
5894429,/m/02h40lc
12788657,/m/02h40lc
4300418,/m/03k50
30246289,/m/05qqm
30246289,/m/04306rv
30246289,/m/02h40lc
9390791,/m/06nm1
3873713,/m/02hwhyv
164387,/m/02h40lc
28937087,/m/03gj2
28937087,/m/02h40lc
28937087,/m/06b_j
28937087,/m/02ztjwg
24282217,/m/02hwhyv
7767613,/m/02h40lc
164388,/m/02h40lc
7707787,/m/064_8sq
7707787,/m/06nm1
3550323,/m/02h40lc
1765938,/m/02h40lc
1305819,/m/02h40lc
1031231,/m/012psb
1031231,/m/02bjrlw
1031231,/m/06x8y
1031231,/m/01bkv
1031231,/m/0k0sb
1031231,/m/04306rv
6305925,/m/02h40lc
6305925,/m/06nm1
196176,/m/02h40lc
9944484,/m/064_8sq
9944484,/m/0jzc
9944484,/m/02bjrlw
9944484,/m/02h40lc
3513305,/m/02h40lc
23445121,/m/02h40lc
34470083,/m/01gp_d
748616,/m/02hwhyv
336846,/m/02h40lc
27463222,/m/02h40lc
3033993,/m/02h40lc
1588008,/m/02h40lc
5696825,/m/02h40lc
103021,/m/064_8sq
103021,/m/02h40lc
1940449,/m/02h40lc
6703617,/m/0653m
6703617,/m/02h40lc
6703617,/m/0459q4
29174042,/m/02hwyss
362719,/m/02h40lc
2870618,/m/02h40lc
4459059,/m/02h40lc
4069274,/m/02h40lc
3681139,/m/02h40lc
33843262,/m/02bjrlw
5549065,/m/02h40lc
14543900,/m/03k50
171058,/m/02h40lc
2608958,/m/02h40lc
21618909,/m/03k50
21618909,/m/02h40lc
2546429,/m/02h40lc
31686022,/m/02h40lc
24416479,/m/02h40lc
12490207,/m/02hwhyv
12490207,/m/012w70
6170621,/m/06nm1
3883051,/m/02h40lc
1033297,/m/02h40lc
9105523,/m/03_9r
17594419,/m/02h40lc
207680,/m/02h40lc
1858682,/m/02h40lc
7235116,/m/02h40lc
5254729,/m/02h40lc
34858219,/m/06mp7
19168185,/m/02h40lc
235331,/m/03_9r
27504492,/m/02hwhyv
35785312,/m/06nm1
20506905,/m/02h40lc
28178412,/m/07qv_
28178412,/m/02h40lc
15297854,/m/02h40lc
13931033,/m/05zjd
2172156,/m/0999q
4783144,/m/02h40lc
7583494,/m/02h40lc
2642180,/m/03hkp
6004372,/m/02h40lc
22332882,/m/02h40lc
8637169,/m/02h40lc
12091274,/m/02h40lc
856733,/m/02h40lc
856733,/m/06nm1
28352636,/m/05f_3
20018854,/m/03k50
7582987,/m/02h40lc
24021571,/m/02h40lc
3341998,/m/02bjrlw
20713032,/m/02h40lc
1226289,/m/02h40lc
3475071,/m/04306rv
3475071,/m/02h40lc
3319645,/m/06nm1
44218,/m/02h40lc
33773022,/m/064_8sq
33773022,/m/02bjrlw
20338652,/m/02h40lc
19837210,/m/02h40lc
19837210,/m/06nm1
12452237,/m/02h40lc
7752732,/m/02h40lc
3809621,/m/0349s
3809621,/m/02hwyss
3809621,/m/02h40lc
3809621,/m/06b_j
1307956,/m/02h40lc
2216254,/m/02h40lc
28530363,/m/02h40lc
28530363,/m/06nm1
23435357,/m/03k50
30548208,/m/02h40lc
1964091,/m/064_8sq
1964091,/m/04306rv
1964091,/m/02h40lc
26687336,/m/03k50
26687336,/m/0688f
9404578,/m/02h40lc
1094668,/m/03k50
6721185,/m/02h40lc
3917900,/m/02h40lc
16791637,/m/02h40lc
3917891,/m/02hwhyv
22358819,/m/02h40lc
1748912,/m/02h40lc
706803,/m/02h40lc
20206687,/m/02h40lc
1851703,/m/03_9r
1851703,/m/04306rv
1851703,/m/02h40lc
3917873,/m/02h40lc
5363369,/m/02h40lc
1941497,/m/014267
1941497,/m/06b_j
7266768,/m/02h40lc
5596675,/m/0jzc
444919,/m/02h40lc
3670013,/m/02h40lc
11599737,/m/03_9r
11599737,/m/02hwhyv
1033477,/m/02h40lc
12287578,/m/0k0sv
12287578,/m/02bjrlw
12287578,/m/02h40lc
12287578,/m/01841n
12287578,/m/01bkv
12287578,/m/012v8
12287578,/m/06b_j
12287578,/m/0k0sb
12287578,/m/04t67
24300269,/m/02h40lc
6613755,/m/02h40lc
28010827,/m/02h40lc
1097249,/m/02h40lc
6973699,/m/02h40lc
33096336,/m/02h40lc
31348830,/m/0999q
4953051,/m/02h40lc
22592501,/m/02h40lc
1904367,/m/04306rv
9104619,/m/02h40lc
24207129,/m/02h40lc
24207129,/m/06nm1
4572965,/m/01wgr
4572965,/m/02bjrlw
4572965,/m/02h40lc
4572965,/m/06zvx
8763366,/m/02h40lc
12771649,/m/02h40lc
34319106,/m/02h40lc
5884079,/m/02h40lc
5884079,/m/0c_v2
17807776,/m/03_9r
17028988,/m/02h40lc
15337014,/m/02h40lc
8316526,/m/02h40lc
817057,/m/02h40lc
29004995,/m/03k50
399402,/m/02h40lc
22224559,/m/02h40lc
8437284,/m/03k50
8437284,/m/02h40lc
22342112,/m/02h40lc
4836072,/m/02h40lc
2121431,/m/02h40lc
17244218,/m/01wgr
6644109,/m/06nm1
35725115,/m/0349s
736262,/m/02h40lc
4360088,/m/064_8sq
4360088,/m/0jzc
4360088,/m/0653m
4360088,/m/02h40lc
4360088,/m/06nm1
24048171,/m/02h40lc
2262277,/m/03k50
2262277,/m/02h40lc
5240350,/m/02h40lc
32066330,/m/012w70
32066330,/m/0459q4
24292756,/m/02h40lc
8889869,/m/03k50
8889869,/m/02h40lc
12095072,/m/02h40lc
27383563,/m/02h40lc
23248065,/m/03_9r
957179,/m/02h40lc
3389311,/m/02h40lc
5565338,/m/02h40lc
168571,/m/02h40lc
6244632,/m/02h40lc
846329,/m/03_9r
10990102,/m/02h40lc
1231856,/m/02h40lc
161877,/m/02h40lc
36348802,/m/012w70
10858701,/m/02bjrlw
1612686,/m/02h40lc
31707381,/m/02h40lc
5080311,/m/02h40lc
5137345,/m/02h40lc
8948959,/m/02h40lc
31636280,/m/03k50
31636280,/m/055qm
31636280,/m/02h40lc
8610844,/m/02h40lc
2028217,/m/05qqm
2028217,/m/02h40lc
1141059,/m/02h40lc
14613957,/m/06ppq
14613957,/m/02h40lc
1850269,/m/01kbdv
1850269,/m/03115z
1850269,/m/012w70
1850269,/m/064r7fk
1850269,/m/01r2l
1850269,/m/0653m
4724834,/m/064_8sq
17884388,/m/03k50
1157158,/m/02h40lc
10999615,/m/03k50
3972416,/m/02hwhyv
16647548,/m/02h40lc
803276,/m/064_8sq
34630340,/m/064_8sq
3028248,/m/02h40lc
25152002,/m/012w70
4501185,/m/02h40lc
2119021,/m/064_8sq
2119021,/m/02bjrlw
28992007,/m/064_8sq
28992007,/m/06b_j
28992007,/m/02h40lc
5877719,/m/02h40lc
3059075,/m/02h40lc
142274,/m/02h40lc
26967925,/m/064_8sq
26967925,/m/0jzc
31250513,/m/02h40lc
6887098,/m/064_8sq
5284284,/m/02h40lc
26149260,/m/02h40lc
5049873,/m/0349s
5049873,/m/02hwyss
5049873,/m/02bjrlw
5049873,/m/02h40lc
5049873,/m/01307m
26967810,/m/064_8sq
26967810,/m/0jzc
24407838,/m/02h40lc
1871167,/m/02h40lc
18487239,/m/02h40lc
1217079,/m/064_8sq
1217079,/m/01lqm
1217079,/m/02h40lc
10088120,/m/02h40lc
1472852,/m/02h40lc
27953778,/m/012w70
27953778,/m/0459q4
6846215,/m/02h40lc
13194784,/m/02h40lc
33938681,/m/06mp7
33938681,/m/02h40lc
22680762,/m/02bjrlw
22680762,/m/04306rv
23177742,/m/0jzc
13934307,/m/07qv_
13934307,/m/02h40lc
13934307,/m/0c_v2
12180811,/m/02h40lc
8167343,/m/04306rv
8167343,/m/02h40lc
28903478,/m/02h40lc
24708749,/m/02ztjwg
24708749,/m/02h40lc
24708749,/m/0t_2
5566878,/m/02h40lc
5566878,/m/06nm1
32635381,/m/02h40lc
5876575,/m/02h40lc
7838865,/m/01gp_d
36353254,/m/01jb8r
36353254,/m/02h40lc
1480748,/m/02h40lc
250012,/m/02h40lc
2023704,/m/02h40lc
24314823,/m/04d36l
24314823,/m/05f_3
1480747,/m/02h40lc
683122,/m/02h40lc
12136473,/m/02h40lc
9457642,/m/02h40lc
10877732,/m/02h40lc
1388443,/m/064_8sq
26723356,/m/02h40lc
31519851,/m/02h40lc
12695008,/m/02h40lc
7744004,/m/0c_v2
7351283,/m/02h40lc
31646061,/m/02hwhyv
8219325,/m/06b_j
8219325,/m/02h40lc
62688,/m/02bv9
62688,/m/02h40lc
24739648,/m/02h40lc
468356,/m/02h40lc
468356,/m/0653m
7012138,/m/02h40lc
1238065,/m/02h40lc
570743,/m/02h40lc
504242,/m/0653m
504242,/m/02h40lc
129295,/m/02h40lc
13289421,/m/02h40lc
256337,/m/0653m
256337,/m/02h40lc
256337,/m/06nm1
2780906,/m/02h40lc
933349,/m/02h40lc
163491,/m/02bjrlw
4461403,/m/02h40lc
1924191,/m/02h40lc
25008319,/m/02h40lc
8987889,/m/02h40lc
22697988,/m/03115z
22697988,/m/0653m
15749812,/m/06mp7
15749812,/m/034_x0
15749812,/m/05f_3
15749812,/m/0295r
